"red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3"
26,29,59,83,29,29,78,0,35,35,96,0,21,21,28
21,24,43,21,32,38,81,0,55,72,119,0,4,20,31
37,39,89,0,37,46,89,0,60,61,105,0,25,26,51
6,13,19,187,30,30,50,0,8,23,30,198,6,22,6
4,4,15,0,8,29,43,14,17,38,49,39,2,7,10
21,23,37,84,1,59,85,288,5,70,96,264,4,0,3
29,29,74,0,27,27,93,10,42,42,107,0,5,19,16
6,45,59,215,3,56,60,280,7,10,13,160,3,2,4
13,20,32,134,11,15,40,58,11,20,45,145,7,6,8
7,21,42,41,5,15,22,0,3,36,61,132,4,2,2
14,29,44,180,38,38,73,16,8,13,41,143,5,26,8
5,10,27,9,9,48,64,173,3,53,99,263,1,8,2
11,16,45,111,23,24,67,16,26,27,58,0,5,20,15
29,53,91,0,23,30,72,0,37,41,94,0,19,14,28
54,68,96,51,82,85,117,35,57,79,116,60,37,55,41
40,41,78,0,38,51,73,69,38,41,54,28,27,29,27
48,48,105,0,57,57,119,0,48,48,97,0,29,43,38
21,23,38,5,31,31,43,5,23,23,45,0,4,13,9
24,24,52,1,28,28,48,0,41,70,97,160,10,11,14
20,31,49,98,22,23,44,6,33,35,60,16,15,14,24
27,27,41,45,13,23,36,54,26,26,41,6,18,8,17
8,36,50,5,26,33,90,35,54,55,133,3,5,18,36
15,15,66,0,21,21,72,0,32,35,89,0,9,14,26
25,25,54,0,31,111,174,265,15,16,37,68,12,30,12
30,31,54,18,94,106,173,27,25,30,52,75,11,76,9
5,5,19,189,4,26,33,247,9,31,35,288,3,4,9
16,39,44,254,7,30,38,248,1,2,3,4,9,3,0
3,19,25,213,9,21,28,204,6,14,21,283,2,5,2
11,11,20,0,15,16,31,68,10,34,50,217,4,9,7
30,41,80,154,33,45,65,169,24,30,46,218,22,23,20
21,29,61,82,29,44,64,140,12,30,62,176,11,21,10
10,13,21,33,18,26,43,85,19,19,44,39,2,9,12
3,24,29,103,2,17,21,91,6,10,21,17,1,1,5
23,25,49,0,29,29,61,0,40,40,81,0,11,21,33
26,26,51,0,28,28,67,0,29,30,55,0,9,17,23
29,30,102,30,27,36,93,76,35,46,96,139,13,16,18
4,5,23,26,7,12,22,82,23,25,57,50,0,4,13
7,23,26,241,10,11,24,81,6,11,26,135,5,7,4
28,28,60,1,37,37,88,0,50,52,89,5,17,25,39
24,26,64,94,29,31,105,18,17,48,86,36,10,19,10
17,19,29,78,39,41,70,4,40,55,66,8,3,25,29
22,30,70,0,8,27,46,6,4,59,65,72,8,5,4
7,15,26,0,19,29,45,163,39,39,60,31,3,9,19
13,21,35,69,14,18,42,51,14,16,29,126,6,4,3
10,35,35,238,3,7,8,125,25,28,59,0,10,2,19
18,24,49,0,18,32,59,0,26,29,63,0,4,4,10
19,27,56,114,8,43,73,80,5,43,61,185,10,5,3
26,30,67,36,29,59,86,177,18,88,108,211,6,13,7
6,19,38,77,4,14,28,90,8,10,58,15,3,4,6
10,16,32,21,1,5,10,5,17,38,48,89,6,0,16
47,53,79,128,11,24,38,204,6,15,21,196,42,11,6
17,44,83,124,35,36,75,21,35,36,75,121,7,10,10
17,22,44,0,15,15,46,0,17,22,66,2,6,5,8
12,21,30,204,10,21,32,55,28,43,82,75,3,7,16
8,27,34,156,7,21,30,247,10,43,53,200,4,5,9
41,73,120,175,41,63,100,217,38,62,98,191,29,36,29
10,10,30,14,11,11,35,11,23,26,54,98,8,5,19
37,39,86,5,29,29,76,0,24,28,57,61,32,26,23
21,23,53,32,51,51,101,15,55,56,121,0,17,43,50
16,24,36,173,33,36,61,37,43,44,71,58,10,19,30
10,10,33,31,32,32,82,1,43,45,104,0,7,19,34
13,31,65,119,23,23,51,33,20,20,65,62,7,20,12
8,42,55,58,26,32,50,8,34,40,64,48,8,17,30
17,25,38,198,38,41,57,0,38,55,70,61,14,29,32
19,21,35,14,24,24,51,0,36,43,83,53,8,8,19
15,15,50,0,26,26,72,0,31,31,90,0,7,10,13
21,30,69,117,57,58,107,5,71,71,118,17,14,48,54
21,27,61,13,27,34,70,8,23,35,56,128,4,11,13
24,24,56,0,33,33,81,12,16,17,48,79,16,20,9
13,68,89,290,4,53,64,188,11,115,126,291,11,4,9
25,25,60,0,42,42,95,0,47,47,68,0,13,32,29
43,51,102,2,51,55,104,0,50,60,116,14,20,29,31
31,31,68,14,34,38,82,6,51,52,113,0,18,19,29
32,32,48,0,45,45,94,0,66,66,121,0,15,30,48
27,30,57,14,18,22,52,15,31,32,95,11,14,10,22
23,23,37,0,42,42,58,5,28,29,46,43,15,35,25
5,38,52,0,12,32,57,31,33,44,69,16,5,12,33
42,57,90,1,32,46,77,2,26,73,101,0,21,20,19
9,9,31,6,15,15,47,0,17,29,44,29,2,9,14
28,29,57,2,35,35,67,0,25,25,62,0,9,21,16
14,20,42,38,9,12,40,1,14,23,69,40,13,6,13
45,61,86,61,13,15,32,97,16,19,37,24,41,9,12
18,18,64,0,15,28,61,81,14,36,66,0,5,7,9
28,28,57,21,18,18,39,0,20,20,53,0,18,12,16
48,55,83,6,29,30,58,0,40,41,81,0,23,16,29
3,23,41,0,12,19,42,0,18,24,75,0,1,3,5
6,16,19,166,20,20,34,15,2,16,17,74,4,10,2
8,29,36,210,10,27,35,32,11,45,55,191,6,2,9
13,13,42,0,28,28,68,0,22,25,69,0,3,17,15
10,26,50,47,19,32,53,50,47,62,126,35,1,8,31
34,35,98,0,34,36,87,4,30,31,84,0,18,26,27
11,11,43,65,17,19,58,37,20,20,67,0,8,13,16
12,12,26,16,35,47,73,67,22,22,45,0,6,29,15
15,38,49,187,29,35,55,105,9,21,30,191,6,12,2
35,36,121,27,3,57,78,81,13,21,59,109,22,1,10
32,34,80,4,45,48,102,40,26,27,45,175,19,27,22
25,27,61,97,10,16,29,51,24,55,72,63,11,5,17
30,31,53,27,43,46,70,60,32,35,49,228,11,25,26
39,44,71,0,32,37,46,0,31,37,49,0,29,15,24
26,44,104,81,29,34,85,30,36,36,97,2,12,13,19
29,35,68,8,28,37,54,142,22,28,64,113,12,17,14
2,4,7,150,7,7,19,46,12,12,29,58,2,7,12
32,37,76,16,21,21,52,27,20,20,45,22,24,14,14
5,26,33,71,12,33,47,183,27,53,68,245,2,8,26
29,40,69,39,16,43,54,255,35,38,72,0,25,14,27
11,69,74,216,14,91,109,274,17,33,83,45,10,14,13
49,49,82,5,37,37,83,0,38,38,84,0,38,29,32
13,17,28,75,11,35,45,41,7,46,59,59,9,8,4
14,14,42,0,18,18,61,0,7,11,22,0,9,11,4
25,25,43,0,28,28,58,0,41,41,91,2,13,15,36
4,22,31,260,4,13,26,205,6,17,32,112,2,4,3
15,15,52,0,47,47,107,0,59,60,112,0,12,38,48
10,12,38,43,13,16,42,25,14,18,53,18,8,6,9
8,14,36,20,34,35,73,22,3,35,44,0,6,25,1
13,13,40,2,16,17,52,10,10,21,56,28,9,7,6
6,6,16,104,6,8,24,171,8,11,16,135,3,5,6
11,28,62,14,15,24,61,10,14,52,81,39,4,7,12
3,11,17,103,4,23,30,221,13,37,53,277,0,3,3
15,15,38,0,26,26,47,0,33,33,62,11,9,14,12
11,14,40,15,20,23,54,33,16,33,45,130,7,12,8
17,19,29,83,18,20,34,63,18,18,43,60,9,11,10
18,18,42,3,6,24,35,174,31,99,115,254,7,6,31
10,29,50,51,16,36,48,215,11,45,59,217,4,13,5
11,21,25,0,21,34,58,2,21,32,57,2,6,12,16
2,4,9,2,12,12,26,0,16,20,34,14,2,7,11
7,13,24,0,2,11,16,5,6,13,19,0,6,1,3
22,22,46,0,29,29,58,0,14,62,80,0,13,17,8
37,43,97,0,35,37,78,1,55,55,125,0,21,24,42
20,21,41,0,39,39,76,0,21,23,56,23,11,19,10
25,50,67,0,28,37,59,46,28,45,70,6,10,16,19
9,27,53,33,14,21,62,49,32,41,99,21,2,8,24
4,23,25,0,0,16,19,0,1,21,28,0,3,0,0
16,32,39,33,29,48,65,35,21,77,106,266,10,15,17
14,16,25,61,19,22,39,68,12,12,27,79,8,9,6
30,30,69,0,16,16,35,34,25,33,51,195,24,13,24
26,45,59,199,19,21,59,50,26,45,83,18,24,16,22
26,26,54,0,23,23,50,0,35,35,78,0,19,10,17
26,34,78,33,21,74,109,69,24,70,119,0,20,10,19
22,23,48,45,26,40,65,104,13,22,42,189,11,18,9
21,36,48,142,8,35,39,137,5,16,25,0,8,2,2
23,31,39,71,30,34,50,19,31,43,60,0,7,9,7
28,30,45,115,26,26,48,4,19,19,46,0,21,16,9
48,59,88,99,33,34,49,42,37,38,88,34,40,25,28
14,16,51,0,18,18,58,0,17,18,51,25,6,11,11
11,33,43,245,8,30,38,258,7,10,17,95,9,6,3
47,47,82,0,8,23,29,70,41,41,81,0,17,3,30
17,24,49,104,42,42,93,6,57,59,127,10,9,26,42
27,27,65,0,32,36,73,39,46,46,88,0,15,16,23
10,11,22,0,4,6,11,0,7,15,26,2,6,1,4
20,34,52,251,22,24,46,53,24,26,40,82,18,9,13
21,21,43,0,22,22,59,0,47,47,93,3,16,20,38
5,14,18,138,27,38,58,200,0,1,1,3,0,23,0
15,27,55,103,13,24,42,109,3,47,61,58,10,7,2
34,34,65,2,13,30,42,201,20,62,74,199,11,7,14
10,11,30,157,9,13,31,61,2,2,7,91,8,6,1
21,25,47,86,16,16,42,51,24,24,48,32,5,9,13
9,20,40,123,2,18,28,0,0,7,8,0,6,1,0
36,52,86,13,43,47,88,0,45,46,83,0,24,24,24
14,20,35,61,23,41,59,114,8,17,27,67,2,7,3
19,19,49,0,9,10,16,30,8,11,29,108,10,4,5
4,16,20,206,24,39,58,236,0,18,21,282,1,19,0
17,17,45,0,8,11,20,190,2,4,10,19,12,2,2
14,14,49,0,17,17,62,0,12,80,96,0,12,9,9
18,18,63,0,23,23,56,4,17,21,53,0,13,16,15
8,8,14,97,18,18,37,38,20,33,69,71,2,5,10
6,6,8,12,10,11,27,41,15,32,52,11,5,10,11
13,14,30,27,9,22,29,26,8,23,34,82,5,5,4
4,14,25,0,17,23,33,31,6,6,15,44,1,15,6
2,10,21,2,28,28,69,4,31,35,75,32,0,19,18
22,24,49,101,32,42,68,7,23,31,48,124,11,9,6
20,20,52,0,37,37,78,0,42,42,88,0,11,25,24
21,51,74,2,7,43,62,0,27,27,66,0,8,4,23
2,8,14,0,27,29,58,5,2,14,23,0,1,16,1
15,15,27,0,11,18,38,0,23,28,44,0,1,3,6
26,26,56,0,36,36,82,0,27,53,91,127,10,24,17
21,28,48,5,20,23,64,0,26,38,77,61,13,13,13
18,20,56,0,11,23,32,0,17,18,42,0,5,5,3
6,23,33,237,7,24,32,275,12,44,55,287,1,4,9
21,25,54,104,16,17,53,0,10,16,25,0,9,7,2
9,27,50,187,11,45,61,124,10,35,45,241,6,7,6
37,37,72,0,26,26,49,3,31,31,73,0,12,8,15
18,23,34,32,8,26,29,3,22,48,58,189,9,6,18
19,19,73,0,17,17,63,0,14,14,69,0,4,6,5
6,39,61,231,40,50,72,24,3,39,63,275,1,5,2
13,13,32,13,18,18,48,0,26,29,61,35,4,6,15
6,17,24,259,1,9,14,5,0,9,13,254,2,1,0
6,11,17,0,2,9,11,0,7,20,23,0,1,1,7
16,41,50,218,6,36,44,255,9,24,34,193,5,3,5
36,36,61,6,19,57,74,212,27,45,56,149,15,13,13
10,15,55,62,8,10,46,55,22,25,64,77,3,5,15
6,13,25,205,16,21,48,123,16,17,42,82,3,6,11
9,13,38,196,22,32,60,87,14,27,38,211,4,13,8
42,42,94,15,38,39,83,35,49,55,107,112,31,34,44
18,20,40,0,20,21,40,9,21,21,44,0,4,5,6
13,28,41,73,39,51,102,83,18,49,70,37,3,21,12
31,32,67,33,14,18,31,64,13,20,40,86,26,13,13
25,26,50,21,29,30,51,2,20,21,51,1,9,6,12
21,24,42,6,14,30,42,16,19,20,61,36,17,10,16
18,45,57,215,22,50,69,194,17,40,49,264,9,13,11
14,21,26,23,14,35,41,12,9,15,16,15,8,6,3
13,26,67,13,19,34,53,66,9,13,24,140,7,14,4
12,28,37,178,21,57,67,245,22,30,45,256,3,18,16
30,41,72,121,37,44,95,34,10,19,51,148,16,21,2
28,33,60,77,7,34,57,276,15,36,63,151,20,4,8
9,12,31,0,25,25,49,5,20,36,55,0,2,17,9
16,16,38,0,20,21,49,0,13,13,62,0,5,14,10
7,8,17,46,20,20,50,33,19,22,70,7,3,9,12
14,25,72,30,31,32,70,10,23,37,58,178,6,19,15
12,12,63,17,21,23,73,0,13,14,57,22,10,18,12
19,19,62,0,33,33,75,0,33,33,77,0,14,27,28
16,16,37,0,14,19,38,20,18,25,56,91,8,8,13
17,17,39,0,15,15,38,0,18,18,50,0,6,7,9
8,16,23,181,15,33,47,223,6,12,28,2,8,7,2
8,16,27,141,13,15,20,169,8,8,18,117,3,5,3
31,31,58,43,40,40,77,7,37,40,75,0,16,22,16
6,60,77,23,21,58,83,145,12,39,49,124,3,17,10
7,17,25,210,23,25,53,19,28,28,70,0,0,10,24
9,9,29,0,35,35,61,41,33,33,52,0,3,22,21
17,41,69,20,17,33,67,3,10,40,54,103,7,9,8
17,17,70,0,12,12,59,0,15,15,71,0,7,4,1
21,21,74,36,19,23,62,33,24,34,80,0,15,15,17
19,28,38,4,24,25,40,0,1,7,8,293,7,9,1
11,11,20,0,19,19,32,18,14,26,42,63,4,9,11
6,9,18,31,32,32,51,3,12,39,46,238,2,15,9
7,20,29,263,8,14,23,125,34,36,79,5,6,7,30
9,9,15,141,6,30,39,221,5,25,35,207,4,3,3
6,25,29,13,1,7,9,46,2,10,10,2,5,1,1
35,43,66,21,41,54,82,53,44,62,86,97,22,19,29
13,26,37,220,6,34,47,214,12,16,40,103,11,4,8
11,11,29,0,6,11,12,0,2,4,8,5,7,5,2
28,29,67,54,25,32,58,19,29,40,70,81,16,16,25
38,43,68,58,53,58,81,78,15,22,34,178,17,39,12
11,19,47,125,12,49,79,210,28,50,79,101,5,8,18
27,28,66,0,30,30,71,0,23,23,61,0,18,20,20
56,61,122,2,24,27,46,0,34,35,69,26,38,11,22
10,13,28,92,5,6,13,64,8,9,24,102,4,4,6
20,22,65,0,6,6,33,1,16,19,71,9,6,2,4
14,14,31,142,20,20,60,13,30,35,75,33,7,11,26
27,27,72,2,24,24,80,0,18,18,78,0,11,19,15
31,31,69,0,17,33,65,39,35,41,88,2,11,9,24
41,41,96,3,71,72,127,3,56,56,109,4,29,46,41
10,25,36,206,17,37,58,143,37,51,89,171,9,16,31
6,25,30,64,5,54,62,171,15,72,92,264,3,0,11
29,33,55,97,25,26,38,59,13,28,38,166,20,16,11
7,8,12,0,15,22,40,0,7,7,17,0,2,6,4
13,22,40,0,19,29,37,2,44,57,88,0,11,14,36
61,62,111,14,68,72,126,5,47,74,123,135,50,56,40
16,31,69,94,24,27,59,6,19,22,30,47,6,15,13
6,6,16,0,13,13,31,0,15,15,35,0,2,6,8
23,25,38,92,54,54,89,0,43,50,92,103,15,34,36
10,53,72,246,17,18,44,7,9,13,33,153,9,13,7
15,28,35,240,18,26,38,127,13,46,62,245,7,11,10
26,26,56,23,29,33,63,32,30,35,68,16,10,6,13
39,39,84,0,27,27,60,0,40,40,83,0,29,22,37
25,25,56,0,27,27,60,6,17,23,42,124,18,24,17
51,51,120,0,48,48,113,0,37,39,92,0,22,26,22
20,20,42,16,19,19,49,0,17,22,42,129,13,13,17
17,19,59,58,18,18,65,0,29,29,92,0,7,11,12
15,15,40,0,18,18,53,0,31,31,78,2,4,9,20
15,25,43,61,16,18,52,56,21,26,56,92,13,12,17
9,17,32,52,19,42,60,272,29,45,69,250,1,16,26
3,51,79,249,1,143,187,275,6,66,84,267,3,1,6
11,11,40,31,8,14,33,151,1,4,11,234,3,4,0
13,15,33,3,12,12,26,95,7,7,18,0,1,5,2
46,47,135,0,30,34,99,19,13,14,53,0,38,19,6
4,5,22,16,4,6,17,125,9,29,46,30,1,3,6
0,20,24,228,7,16,32,110,22,22,47,22,0,3,9
23,23,50,0,11,13,41,7,31,33,72,22,10,8,14
6,13,22,163,6,31,51,256,8,22,36,179,2,3,6
20,20,42,18,8,18,32,47,19,21,60,76,8,2,10
14,14,27,0,28,29,58,30,6,70,89,163,3,15,6
15,15,38,0,30,30,71,0,43,43,121,2,5,17,28
7,8,15,18,16,23,51,34,21,37,60,119,0,4,13
14,35,49,71,7,13,37,50,9,14,51,23,11,6,8
36,39,52,43,29,29,53,40,15,17,37,0,17,7,3
40,40,94,0,29,29,79,0,40,40,90,0,21,11,25
29,36,80,36,17,35,63,111,22,22,60,0,27,16,22
13,13,41,0,36,37,59,0,20,20,37,0,3,20,8
7,13,24,18,25,37,71,29,35,36,90,37,4,16,27
11,11,35,0,12,12,40,0,2,15,20,0,4,6,2
9,12,19,48,16,21,26,157,13,25,32,194,6,13,10
5,17,22,8,2,2,10,0,12,17,33,82,5,1,10
33,68,92,124,31,49,78,10,10,46,53,81,26,19,9
15,15,48,0,15,15,52,0,20,20,62,0,5,7,4
33,34,75,48,35,35,97,0,55,55,129,0,19,24,35
12,54,80,132,29,30,90,28,19,45,97,129,11,28,17
16,35,41,232,15,32,46,123,30,42,62,96,6,13,22
13,19,37,114,13,31,54,0,8,16,37,0,10,10,6
16,82,100,12,30,48,83,38,17,45,67,67,11,23,15
23,26,47,12,36,37,55,0,23,28,48,0,13,24,20
11,14,32,32,11,31,38,43,9,24,51,118,3,6,7
5,13,19,12,4,18,22,10,0,9,12,14,1,4,0
8,12,12,35,7,9,16,0,11,20,34,58,5,6,7
35,35,79,0,22,22,73,0,11,28,54,46,34,18,9
47,48,72,32,23,23,38,113,34,56,70,228,25,11,28
31,31,66,0,19,20,51,16,21,21,57,0,21,15,18
18,18,44,0,15,15,49,0,20,20,64,0,12,9,12
33,37,61,53,22,32,41,87,28,33,48,2,22,12,17
15,15,44,0,20,28,56,0,42,46,97,0,14,17,30
5,5,16,0,12,14,37,4,10,12,37,0,1,5,5
11,11,30,136,2,8,10,67,1,7,17,107,4,2,0
12,12,42,2,12,18,52,10,19,29,62,51,4,7,14
6,34,51,72,6,28,46,146,20,27,79,12,3,5,15
43,49,79,73,32,34,58,97,39,55,79,139,22,12,15
6,19,38,0,25,32,69,94,2,9,11,0,4,20,1
8,64,78,262,23,92,108,284,12,53,68,250,3,11,6
26,31,57,95,41,44,70,50,18,51,62,222,15,28,12
24,28,61,0,36,36,71,2,44,44,87,0,22,33,38
32,40,63,28,6,17,29,222,16,25,37,164,24,2,14
6,9,18,45,13,15,31,4,17,21,33,13,4,12,14
29,29,59,12,12,16,42,15,13,19,38,0,19,5,7
19,51,78,196,14,33,42,166,16,45,48,220,13,2,3
49,49,85,49,43,50,97,87,11,14,27,211,16,36,6
1,3,3,3,30,31,51,14,35,39,62,47,0,13,15
16,24,46,89,15,15,31,11,23,39,52,77,8,7,12
8,49,56,201,7,32,47,148,18,37,49,185,8,6,15
9,9,24,0,17,17,33,7,19,22,39,19,1,9,9
19,25,44,0,31,35,59,11,29,36,70,37,12,20,21
18,19,48,8,22,43,80,81,16,21,50,32,14,11,15
6,21,31,179,15,15,40,0,8,31,43,231,4,14,4
33,34,64,5,52,54,90,32,46,48,86,12,9,25,25
11,16,23,0,28,28,59,22,29,29,71,0,2,13,16
1,7,9,80,13,14,23,41,18,19,39,16,1,7,9
14,46,53,235,6,57,82,243,33,33,83,13,5,3,17
5,11,16,144,1,7,8,203,5,12,15,175,2,1,4
3,6,23,3,15,20,45,8,15,23,54,7,1,10,9
23,23,59,0,20,20,58,0,1,1,4,0,14,15,1
22,24,63,11,23,41,69,98,22,25,61,53,4,14,13
15,27,37,33,15,21,32,52,18,42,65,34,5,7,4
25,34,54,26,8,13,29,30,15,20,42,0,15,2,8
39,42,86,0,18,18,31,0,10,10,19,91,30,12,7
13,35,50,131,2,75,90,271,29,131,142,220,8,1,26
18,18,53,0,26,28,76,0,27,33,84,29,5,10,16
20,20,50,10,9,9,41,43,17,17,47,0,11,3,9
20,21,49,37,43,75,103,57,3,20,29,0,13,41,2
9,27,38,165,7,19,30,162,8,24,51,238,6,3,6
21,21,47,9,16,19,43,25,15,16,35,9,6,5,3
40,50,92,73,47,81,113,198,33,46,84,79,19,40,23
20,20,51,88,26,41,48,125,30,42,59,131,10,20,19
16,29,42,152,17,26,37,162,8,24,30,23,12,12,7
3,3,19,114,8,12,28,115,17,18,27,105,3,7,16
36,36,88,8,40,40,88,0,51,60,99,76,26,33,39
23,25,38,84,37,41,54,135,47,52,73,110,9,15,30
29,29,60,0,27,29,61,15,26,28,55,89,20,19,19
8,10,25,131,6,6,23,20,9,11,21,121,3,3,4
12,36,55,61,28,30,67,32,34,45,77,36,6,17,19
12,18,60,74,10,20,58,104,22,33,88,70,9,8,17
20,20,56,0,22,22,50,0,27,27,67,0,5,10,18
14,20,51,8,17,17,62,15,13,15,70,83,11,14,11
49,98,118,0,38,47,75,0,39,43,61,142,39,24,30
27,40,64,155,13,23,45,205,33,47,78,195,17,8,22
12,20,30,8,14,22,30,40,38,40,70,91,5,2,23
33,35,58,12,26,27,46,64,44,47,66,75,29,17,33
24,24,55,5,35,56,91,88,30,33,59,15,13,30,25
14,19,43,190,16,21,39,211,9,14,21,121,11,13,7
15,19,31,29,30,31,50,39,21,21,49,0,9,20,18
7,32,36,64,13,28,36,73,29,50,63,147,7,9,26
20,70,77,267,18,83,86,293,35,47,77,76,17,16,22
34,34,72,0,61,61,115,0,80,80,158,27,20,49,70
21,28,54,153,29,30,72,7,34,34,92,7,14,22,25
23,30,63,8,31,37,71,36,25,33,55,82,16,21,17
10,26,51,77,14,21,41,132,17,26,40,142,7,4,8
17,22,45,39,44,47,92,3,40,50,84,18,7,33,39
17,17,39,0,25,25,49,0,19,19,47,6,4,16,13
33,44,70,67,39,43,95,0,49,55,111,17,31,31,39
7,18,26,95,19,24,47,90,30,44,69,164,3,13,21
26,46,66,158,25,30,64,83,16,17,40,82,12,17,15
17,17,33,0,16,16,34,0,17,17,40,0,8,7,7
27,27,67,0,31,43,75,101,27,34,48,153,22,25,22
15,15,53,0,13,13,53,0,22,22,73,0,6,4,7
25,25,55,0,16,16,31,0,14,25,49,53,13,5,3
15,21,35,0,21,33,50,0,27,27,48,0,7,13,24
54,71,112,91,26,40,77,56,14,38,52,86,47,21,11
5,7,20,35,15,16,32,0,25,25,54,11,3,13,18
11,12,14,202,17,28,32,277,12,20,28,292,8,12,7
9,9,27,121,22,23,40,28,20,20,49,32,7,18,16
19,44,47,26,12,26,36,74,6,21,29,45,16,11,6
12,12,30,0,19,19,44,0,24,24,52,0,5,12,17
3,11,12,58,5,21,28,130,7,29,41,65,2,3,4
22,51,73,184,31,61,105,85,32,61,76,176,14,18,25
17,20,56,62,26,31,61,55,19,23,52,33,5,10,10
17,20,32,107,7,35,44,181,0,3,7,0,8,4,0
25,28,42,0,20,21,35,42,43,43,73,3,11,13,21
19,23,37,50,8,10,23,13,18,27,52,28,11,3,11
37,37,112,0,24,28,74,2,32,41,85,10,19,18,30
12,21,41,61,26,58,74,138,36,44,73,107,7,24,25
9,14,29,12,23,24,42,95,8,23,27,103,6,9,6
0,2,12,222,9,11,23,161,6,7,30,98,0,9,5
13,13,34,0,12,13,36,20,13,14,55,0,5,5,9
24,30,82,49,2,6,10,98,5,7,20,2,17,1,4
23,49,78,169,5,30,51,191,15,37,70,142,20,2,14
21,30,49,251,6,25,37,294,0,3,9,297,19,5,0
19,19,45,0,18,34,47,226,10,72,99,252,9,12,9
19,24,46,13,14,16,37,78,5,11,20,13,10,8,1
3,9,11,37,17,20,32,2,18,31,54,83,3,8,10
10,36,46,235,9,21,24,235,14,14,42,37,10,8,14
19,19,78,0,25,25,80,17,34,34,99,0,11,13,27
22,25,49,0,11,16,35,95,20,27,72,0,9,4,11
8,16,27,113,7,23,40,241,12,35,61,156,3,6,6
7,19,26,92,1,1,2,0,1,4,7,11,2,1,0
29,29,51,0,34,35,66,4,36,36,72,0,14,9,13
20,21,48,0,12,17,29,27,26,28,54,0,11,6,16
10,33,38,203,21,46,52,212,8,43,60,191,3,10,6
22,24,54,2,16,16,45,0,7,7,21,3,8,8,6
63,76,126,44,11,41,67,196,12,37,60,273,26,10,12
7,9,28,2,5,11,19,272,5,9,27,119,6,3,5
7,13,19,29,2,2,14,8,11,12,25,4,2,0,10
8,12,25,43,41,49,85,142,22,27,57,34,7,37,19
32,33,82,29,33,41,84,22,15,33,62,100,28,30,12
27,29,58,2,34,37,69,0,19,19,57,0,10,15,7
8,10,32,60,0,2,14,16,4,4,22,9,4,0,1
4,5,12,11,8,11,29,30,2,7,11,0,1,0,1
27,27,64,2,54,54,119,0,20,21,53,0,11,29,9
17,42,67,121,17,33,48,173,2,19,31,208,7,8,1
20,20,41,7,29,30,57,17,14,18,39,57,19,27,12
21,22,45,0,23,24,42,7,18,20,48,28,5,6,6
41,47,61,205,24,29,40,229,10,20,29,203,34,21,9
10,22,25,270,10,15,23,251,18,25,36,283,0,4,18
6,26,39,168,9,32,44,187,15,23,46,80,2,2,8
11,47,61,224,5,41,58,222,3,24,36,184,9,5,3
23,25,65,79,6,11,18,43,20,20,69,1,16,3,17
11,25,34,0,9,26,42,114,27,35,81,8,1,3,11
22,23,59,0,34,35,57,0,24,30,58,0,10,19,11
29,29,97,0,46,46,133,0,43,46,97,121,16,32,18
12,19,46,29,21,42,61,0,30,57,92,3,4,6,18
31,33,66,43,18,21,51,132,28,29,76,33,20,13,26
9,43,59,265,4,38,55,287,7,27,39,191,8,4,5
10,10,38,0,21,21,47,0,34,34,75,0,3,14,19
27,41,69,96,44,62,101,164,24,55,84,149,17,33,16
4,6,16,0,8,8,28,0,3,7,19,0,0,4,2
9,10,27,0,20,25,42,42,13,17,43,117,2,7,7
12,15,53,15,28,28,65,0,7,29,42,185,9,13,5
18,18,42,21,21,21,54,0,20,20,41,0,13,18,17
13,17,32,0,17,19,33,51,23,34,56,99,3,7,16
27,27,90,0,30,30,84,0,34,34,102,0,23,26,29
25,25,59,0,35,37,67,13,38,38,72,0,13,15,12
22,27,58,2,29,29,71,0,5,5,16,0,17,13,0
10,12,23,50,8,30,40,99,23,75,87,247,8,6,20
18,23,47,10,28,33,70,1,44,44,95,0,16,24,38
33,84,98,271,14,49,61,221,9,44,58,257,32,12,6
7,14,32,83,9,22,47,216,9,15,29,200,6,8,5
16,17,27,79,8,16,22,117,5,14,18,107,10,6,4
12,13,30,35,15,18,34,30,22,25,39,16,7,10,16
4,8,17,19,15,15,58,0,12,13,52,45,4,4,12
21,36,59,28,14,24,48,0,39,40,83,0,10,10,31
22,56,73,129,6,73,92,256,3,46,59,143,19,5,3
21,22,88,0,6,37,40,2,13,17,33,0,20,1,11
34,34,95,0,32,32,90,6,30,34,70,46,14,15,17
23,23,45,0,32,32,51,0,31,31,56,0,9,12,23
17,26,43,176,27,28,52,48,9,16,29,150,14,26,8
10,14,31,105,8,16,36,59,12,13,38,0,9,6,11
30,30,60,0,20,21,47,0,14,31,51,11,5,1,4
5,5,13,150,5,25,29,242,2,26,37,243,2,2,2
8,8,16,63,7,17,23,221,5,13,32,95,1,4,3
19,21,52,18,24,27,57,0,22,23,54,0,13,12,12
11,12,30,11,7,15,29,47,17,30,52,0,4,2,10
11,15,31,95,14,18,30,41,15,17,35,27,1,2,5
32,32,50,0,51,51,91,0,55,55,101,11,25,43,43
8,9,19,113,14,14,29,14,9,9,21,0,5,10,6
