"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"red",9,13,38,196,22,32,60,87,14,27,38,211,4,13,8,4,5,24,3,12,17,40,0,3,3,19,9,0,6,1
"red",42,42,94,15,38,39,83,35,49,55,107,112,31,34,44,19,19,69,0,25,25,76,0,25,26,61,0,10,7,9
"blue",18,20,40,0,20,21,40,9,21,21,44,0,4,5,6,14,15,30,30,14,15,32,10,41,42,69,31,7,2,14
"red",13,28,41,73,39,51,102,83,18,49,70,37,3,21,12,10,15,36,129,24,24,40,49,8,9,17,165,5,15,5
"blue",31,32,67,33,14,18,31,64,13,20,40,86,26,13,13,29,31,46,84,13,21,32,170,7,13,29,159,21,4,6
"red",25,26,50,21,29,30,51,2,20,21,51,1,9,6,12,12,14,23,0,16,16,35,12,21,21,36,13,9,9,18
"blue",21,24,42,6,14,30,42,16,19,20,61,36,17,10,16,29,32,54,186,10,18,34,217,23,24,44,40,24,7,15
"red",18,45,57,215,22,50,69,194,17,40,49,264,9,13,11,9,13,23,2,21,27,34,0,8,30,40,0,5,13,4
"blue",14,21,26,23,14,35,41,12,9,15,16,15,8,6,3,13,27,40,232,14,27,34,246,9,31,39,225,6,9,5
"red",13,26,67,13,19,34,53,66,9,13,24,140,7,14,4,12,19,31,93,6,14,22,112,5,13,17,64,5,4,3
"red",12,28,37,178,21,57,67,245,22,30,45,256,3,18,16,3,4,17,0,4,18,22,15,1,2,7,0,3,3,1
"blue",30,41,72,121,37,44,95,34,10,19,51,148,16,21,2,48,69,104,0,65,81,137,1,35,64,78,18,18,22,12
"red",28,33,60,77,7,34,57,276,15,36,63,151,20,4,8,12,24,54,2,1,20,23,0,3,7,20,0,5,1,2
"red",9,12,31,0,25,25,49,5,20,36,55,0,2,17,9,9,21,44,167,11,14,40,71,14,22,51,150,6,9,9
"blue",16,16,38,0,20,21,49,0,13,13,62,0,5,14,10,30,32,57,0,32,33,71,0,40,40,92,5,8,10,15
"blue",7,8,17,46,20,20,50,33,19,22,70,7,3,9,12,7,37,49,202,28,34,64,59,47,66,122,15,6,25,39
"red",14,25,72,30,31,32,70,10,23,37,58,178,6,19,15,23,29,46,27,25,25,56,0,11,20,48,0,9,9,4
"blue",12,12,63,17,21,23,73,0,13,14,57,22,10,18,12,34,37,82,27,32,37,78,54,20,26,54,105,30,30,19
"red",19,19,62,0,33,33,75,0,33,33,77,0,14,27,28,14,14,45,0,22,22,69,0,22,22,79,0,8,15,13
"red",16,16,37,0,14,19,38,20,18,25,56,91,8,8,13,11,12,39,6,11,15,31,65,17,24,51,10,2,4,10
"red",17,17,39,0,15,15,38,0,18,18,50,0,6,7,9,7,7,36,0,13,13,38,2,8,8,49,0,4,11,5
"red",8,16,23,181,15,33,47,223,6,12,28,2,8,7,2,5,12,20,54,6,14,18,0,14,24,37,207,1,1,5
"red",8,16,27,141,13,15,20,169,8,8,18,117,3,5,3,12,29,58,10,5,22,52,12,14,34,89,45,1,3,8
"red",31,31,58,43,40,40,77,7,37,40,75,0,16,22,16,29,38,78,4,48,52,129,26,40,42,122,21,17,39,27
"red",6,60,77,23,21,58,83,145,12,39,49,124,3,17,10,9,15,23,216,11,12,16,37,8,10,13,113,6,3,4
"blue",7,17,25,210,23,25,53,19,28,28,70,0,0,10,24,10,26,34,34,36,43,79,35,42,42,93,0,9,22,13
"red",9,9,29,0,35,35,61,41,33,33,52,0,3,22,21,26,26,47,0,34,34,53,0,26,49,71,113,7,23,20
"blue",17,41,69,20,17,33,67,3,10,40,54,103,7,9,8,21,39,61,93,18,31,56,90,14,31,43,85,12,12,12
"blue",17,17,70,0,12,12,59,0,15,15,71,0,7,4,1,23,23,62,0,17,17,58,4,16,16,49,0,17,13,13
"blue",21,21,74,36,19,23,62,33,24,34,80,0,15,15,17,44,45,84,22,26,26,48,73,25,39,65,133,39,21,21
"red",19,28,38,4,24,25,40,0,1,7,8,293,7,9,1,16,29,42,86,28,39,63,85,2,24,28,0,2,5,1
"red",11,11,20,0,19,19,32,18,14,26,42,63,4,9,11,12,12,31,0,22,28,56,36,21,22,47,0,5,9,9
"red",6,9,18,31,32,32,51,3,12,39,46,238,2,15,9,11,18,35,150,17,17,46,0,3,15,21,0,9,11,2
"blue",7,20,29,263,8,14,23,125,34,36,79,5,6,7,30,3,9,17,0,28,56,70,99,61,67,100,35,3,16,38
"red",9,9,15,141,6,30,39,221,5,25,35,207,4,3,3,26,33,37,28,9,14,19,0,10,23,31,0,19,5,5
"blue",6,25,29,13,1,7,9,46,2,10,10,2,5,1,1,6,22,25,273,12,19,20,241,9,31,40,253,6,8,7
"red",35,43,66,21,41,54,82,53,44,62,86,97,22,19,29,9,9,17,32,25,25,43,0,6,6,21,2,7,15,6
"red",13,26,37,220,6,34,47,214,12,16,40,103,11,4,8,2,2,7,0,7,7,18,0,19,20,56,0,0,3,15
"blue",11,11,29,0,6,11,12,0,2,4,8,5,7,5,2,16,28,43,215,12,34,38,245,13,24,31,239,12,6,8
"red",28,29,67,54,25,32,58,19,29,40,70,81,16,16,25,19,20,35,0,20,31,51,125,24,29,66,39,12,13,21
"red",38,43,68,58,53,58,81,78,15,22,34,178,17,39,12,33,44,80,14,38,43,74,3,13,49,79,8,18,20,7
"red",11,19,47,125,12,49,79,210,28,50,79,101,5,8,18,14,25,57,0,7,10,26,0,8,13,34,15,6,5,4
"blue",27,28,66,0,30,30,71,0,23,23,61,0,18,20,20,49,49,104,0,38,39,92,2,36,38,81,0,34,28,26
"blue",56,61,122,2,24,27,46,0,34,35,69,26,38,11,22,46,57,104,70,30,54,78,192,50,53,93,5,33,18,39
"blue",10,13,28,92,5,6,13,64,8,9,24,102,4,4,6,26,36,46,27,14,44,53,190,30,38,51,39,12,8,24
"blue",20,22,65,0,6,6,33,1,16,19,71,9,6,2,4,33,36,59,49,21,33,47,153,40,40,72,39,27,18,33
"blue",14,14,31,142,20,20,60,13,30,35,75,33,7,11,26,27,30,43,9,44,44,60,4,57,69,104,26,18,28,40
"red",27,27,72,2,24,24,80,0,18,18,78,0,11,19,15,21,21,60,0,17,17,71,0,22,22,66,0,11,8,12
"blue",31,31,69,0,17,33,65,39,35,41,88,2,11,9,24,17,17,42,0,9,14,43,55,24,27,70,33,5,3,16
"red",41,41,96,3,71,72,127,3,56,56,109,4,29,46,41,33,33,71,0,35,35,72,14,32,33,68,52,24,27,28
"red",10,25,36,206,17,37,58,143,37,51,89,171,9,16,31,8,40,44,39,13,36,54,37,11,19,32,45,3,5,6
"red",6,25,30,64,5,54,62,171,15,72,92,264,3,0,11,13,32,38,133,13,36,40,63,7,19,29,0,9,7,3
"blue",29,33,55,97,25,26,38,59,13,28,38,166,20,16,11,29,54,85,58,18,50,86,88,10,52,75,39,28,18,10
"blue",7,8,12,0,15,22,40,0,7,7,17,0,2,6,4,15,36,42,214,8,20,27,133,6,23,26,214,14,4,6
"blue",13,22,40,0,19,29,37,2,44,57,88,0,11,14,36,10,23,40,218,15,26,42,203,24,37,62,174,5,15,17
"red",61,62,111,14,68,72,126,5,47,74,123,135,50,56,40,39,39,91,12,51,51,82,0,34,43,69,0,24,36,21
"red",16,31,69,94,24,27,59,6,19,22,30,47,6,15,13,18,19,30,24,20,21,43,38,20,56,79,110,5,13,12
"red",6,6,16,0,13,13,31,0,15,15,35,0,2,6,8,16,16,25,0,23,23,39,0,29,29,55,0,4,5,7
"red",23,25,38,92,54,54,89,0,43,50,92,103,15,34,36,13,25,62,58,12,12,79,0,24,31,81,29,11,9,20
"blue",10,53,72,246,17,18,44,7,9,13,33,153,9,13,7,19,51,70,0,26,27,80,0,29,55,84,19,10,23,21
"red",15,28,35,240,18,26,38,127,13,46,62,245,7,11,10,3,8,14,10,19,20,50,8,5,23,33,16,2,13,4
"blue",26,26,56,23,29,33,63,32,30,35,68,16,10,6,13,13,13,36,16,14,14,33,20,15,16,51,75,8,10,11
"red",39,39,84,0,27,27,60,0,40,40,83,0,29,22,37,20,20,81,0,10,10,69,0,18,18,102,0,7,4,8
"red",25,25,56,0,27,27,60,6,17,23,42,124,18,24,17,19,19,29,0,24,24,43,0,10,15,22,30,3,9,5
"blue",51,51,120,0,48,48,113,0,37,39,92,0,22,26,22,54,54,96,0,40,40,90,2,29,31,63,88,29,26,19
"blue",20,20,42,16,19,19,49,0,17,22,42,129,13,13,17,22,27,69,0,23,23,60,0,14,19,48,5,14,14,10
"blue",17,19,59,58,18,18,65,0,29,29,92,0,7,11,12,31,33,55,13,31,31,49,1,32,32,58,0,20,24,29
"blue",15,15,40,0,18,18,53,0,31,31,78,2,4,9,20,21,21,72,0,24,24,68,0,28,28,65,0,14,18,21
"blue",15,25,43,61,16,18,52,56,21,26,56,92,13,12,17,11,12,22,0,15,20,42,0,11,11,29,1,1,6,5
"red",9,17,32,52,19,42,60,272,29,45,69,250,1,16,26,14,15,26,76,3,14,16,0,5,10,19,0,6,1,4
"red",3,51,79,249,1,143,187,275,6,66,84,267,3,1,6,0,1,2,0,3,4,6,0,2,8,17,0,0,0,1
"blue",11,11,40,31,8,14,33,151,1,4,11,234,3,4,0,22,22,46,63,13,16,25,0,12,16,27,9,14,9,11
"red",13,15,33,3,12,12,26,95,7,7,18,0,1,5,2,4,6,16,8,3,7,22,14,4,12,21,171,4,3,3
"blue",46,47,135,0,30,34,99,19,13,14,53,0,38,19,6,28,31,70,0,41,44,76,6,25,80,128,182,23,27,19
"blue",4,5,22,16,4,6,17,125,9,29,46,30,1,3,6,6,7,19,155,6,21,33,127,1,2,10,200,2,4,1
"blue",0,20,24,228,7,16,32,110,22,22,47,22,0,3,9,1,13,16,22,7,22,38,43,15,26,55,51,0,4,7
"red",23,23,50,0,11,13,41,7,31,33,72,22,10,8,14,11,11,31,26,11,12,52,32,12,12,47,6,8,5,10
"red",6,13,22,163,6,31,51,256,8,22,36,179,2,3,6,6,12,32,34,2,7,19,14,2,8,19,79,2,2,2
"blue",20,20,42,18,8,18,32,47,19,21,60,76,8,2,10,13,19,55,48,12,25,42,146,21,25,55,33,8,11,19
"blue",14,14,27,0,28,29,58,30,6,70,89,163,3,15,6,23,23,57,0,27,28,76,64,28,37,54,24,7,12,20
"red",15,15,38,0,30,30,71,0,43,43,121,2,5,17,28,31,31,63,0,26,26,56,0,27,27,63,0,3,3,3
"blue",7,8,15,18,16,23,51,34,21,37,60,119,0,4,13,10,10,34,130,21,21,55,0,15,20,41,18,4,9,6
"blue",14,35,49,71,7,13,37,50,9,14,51,23,11,6,8,10,12,19,101,29,38,57,140,29,31,50,50,7,25,18
"red",36,39,52,43,29,29,53,40,15,17,37,0,17,7,3,9,10,22,54,11,12,26,0,6,17,27,100,7,8,6
"red",40,40,94,0,29,29,79,0,40,40,90,0,21,11,25,19,19,64,0,14,14,52,0,13,13,55,0,9,9,8
"red",29,36,80,36,17,35,63,111,22,22,60,0,27,16,22,26,27,60,15,13,14,37,0,30,31,55,24,13,7,14
"red",13,13,41,0,36,37,59,0,20,20,37,0,3,20,8,10,10,29,0,21,26,59,77,4,4,10,46,10,18,3
"red",7,13,24,18,25,37,71,29,35,36,90,37,4,16,27,13,19,30,202,18,22,48,75,23,29,55,40,6,10,19
"blue",11,11,35,0,12,12,40,0,2,15,20,0,4,6,2,22,24,51,29,23,23,53,0,27,46,70,263,19,23,27
"red",9,12,19,48,16,21,26,157,13,25,32,194,6,13,10,5,23,28,154,5,24,30,104,7,12,14,68,1,2,5
"blue",5,17,22,8,2,2,10,0,12,17,33,82,5,1,10,4,5,8,164,3,5,6,169,9,9,12,103,2,2,3
"red",33,68,92,124,31,49,78,10,10,46,53,81,26,19,9,17,35,53,20,28,30,43,78,12,32,63,151,9,8,9
"blue",15,15,48,0,15,15,52,0,20,20,62,0,5,7,4,18,18,41,0,19,19,54,0,31,32,52,4,8,9,13
"red",33,34,75,48,35,35,97,0,55,55,129,0,19,24,35,19,21,38,12,21,21,61,0,41,43,81,6,15,9,25
"red",12,54,80,132,29,30,90,28,19,45,97,129,11,28,17,14,21,40,80,55,62,101,13,28,35,69,4,3,35,12
"red",16,35,41,232,15,32,46,123,30,42,62,96,6,13,22,2,8,10,50,8,20,43,26,9,10,36,27,1,2,5
"blue",13,19,37,114,13,31,54,0,8,16,37,0,10,10,6,13,15,36,120,17,44,67,242,23,48,68,250,11,15,20
"red",16,82,100,12,30,48,83,38,17,45,67,67,11,23,15,7,13,26,161,17,20,39,68,12,21,40,121,4,14,8
"red",23,26,47,12,36,37,55,0,23,28,48,0,13,24,20,20,20,69,8,34,34,75,0,31,34,76,28,14,20,23
"blue",11,14,32,32,11,31,38,43,9,24,51,118,3,6,7,26,48,51,168,6,11,17,209,10,16,22,105,19,4,6
"blue",5,13,19,12,4,18,22,10,0,9,12,14,1,4,0,17,39,45,202,9,61,65,271,18,41,49,261,5,5,6
"blue",8,12,12,35,7,9,16,0,11,20,34,58,5,6,7,11,40,42,220,16,32,37,205,35,44,65,69,1,12,23
"blue",35,35,79,0,22,22,73,0,11,28,54,46,34,18,9,36,36,77,0,36,37,74,0,16,50,69,127,19,20,12
"red",47,48,72,32,23,23,38,113,34,56,70,228,25,11,28,41,47,86,35,34,66,97,44,14,32,41,0,28,22,7
"blue",31,31,66,0,19,20,51,16,21,21,57,0,21,15,18,28,29,70,11,30,30,70,4,27,27,59,0,20,27,21
"blue",18,18,44,0,15,15,49,0,20,20,64,0,12,9,12,12,12,29,0,17,17,43,0,25,25,67,0,5,13,16
"red",33,37,61,53,22,32,41,87,28,33,48,2,22,12,17,17,38,54,109,20,49,56,142,20,51,71,162,10,9,11
"blue",15,15,44,0,20,28,56,0,42,46,97,0,14,17,30,43,43,81,8,29,31,67,114,46,48,89,44,27,17,35
"blue",5,5,16,0,12,14,37,4,10,12,37,0,1,5,5,26,46,58,115,9,17,45,50,15,25,68,59,1,5,10
"blue",11,11,30,136,2,8,10,67,1,7,17,107,4,2,0,12,19,31,14,12,39,51,209,17,26,42,171,5,11,11
"blue",12,12,42,2,12,18,52,10,19,29,62,51,4,7,14,17,17,36,4,20,23,46,59,12,12,31,62,4,13,6
"blue",6,34,51,72,6,28,46,146,20,27,79,12,3,5,15,10,20,30,86,13,21,26,31,23,29,39,46,7,3,5
"red",43,49,79,73,32,34,58,97,39,55,79,139,22,12,15,24,37,72,0,43,63,102,0,47,85,124,0,5,29,29
"blue",6,19,38,0,25,32,69,94,2,9,11,0,4,20,1,5,13,24,179,15,23,40,37,9,31,34,281,4,12,9
"red",8,64,78,262,23,92,108,284,12,53,68,250,3,11,6,2,18,24,18,1,2,3,3,3,10,23,0,2,1,2
"red",26,31,57,95,41,44,70,50,18,51,62,222,15,28,12,33,34,71,0,28,28,67,2,10,19,34,2,22,18,7
"red",24,28,61,0,36,36,71,2,44,44,87,0,22,33,38,10,13,33,53,12,12,44,0,15,15,70,1,8,11,13
"red",32,40,63,28,6,17,29,222,16,25,37,164,24,2,14,8,20,40,43,5,17,23,17,10,31,44,34,3,0,10
"red",6,9,18,45,13,15,31,4,17,21,33,13,4,12,14,7,17,28,96,18,18,48,0,19,19,42,19,5,10,13
"blue",29,29,59,12,12,16,42,15,13,19,38,0,19,5,7,35,37,73,23,34,38,67,46,46,61,79,116,20,16,31
"blue",19,51,78,196,14,33,42,166,16,45,48,220,13,2,3,2,12,25,0,10,66,78,38,9,80,91,51,2,6,1
"red",49,49,85,49,43,50,97,87,11,14,27,211,16,36,6,28,37,69,15,39,53,91,1,9,31,41,12,18,33,7
"blue",1,3,3,3,30,31,51,14,35,39,62,47,0,13,15,3,57,106,264,18,21,44,83,15,17,39,22,2,11,7
"red",16,24,46,89,15,15,31,11,23,39,52,77,8,7,12,13,23,40,0,15,34,58,81,18,18,31,0,13,10,16
"red",8,49,56,201,7,32,47,148,18,37,49,185,8,6,15,20,30,45,50,14,43,58,14,6,18,26,0,20,9,5
"red",9,9,24,0,17,17,33,7,19,22,39,19,1,9,9,7,7,21,0,10,11,18,46,12,12,29,1,2,4,7
"red",19,25,44,0,31,35,59,11,29,36,70,37,12,20,21,3,3,20,100,6,8,21,28,11,14,39,27,0,4,7
"blue",18,19,48,8,22,43,80,81,16,21,50,32,14,11,15,30,31,71,5,25,27,51,0,48,48,83,0,22,17,37
"red",6,21,31,179,15,15,40,0,8,31,43,231,4,14,4,8,11,22,3,17,17,37,0,5,13,26,18,5,4,4
"red",33,34,64,5,52,54,90,32,46,48,86,12,9,25,25,22,22,44,7,17,24,49,0,16,20,48,4,9,12,14
"blue",11,16,23,0,28,28,59,22,29,29,71,0,2,13,16,18,21,34,163,28,28,41,0,32,33,53,6,9,8,11
"blue",1,7,9,80,13,14,23,41,18,19,39,16,1,7,9,5,6,7,205,10,11,21,103,26,27,38,3,4,6,21
"red",14,46,53,235,6,57,82,243,33,33,83,13,5,3,17,5,21,26,9,2,12,19,0,24,24,60,0,3,1,13
"red",5,11,16,144,1,7,8,203,5,12,15,175,2,1,4,11,25,32,97,9,24,25,36,6,31,42,28,7,5,6
"blue",3,6,23,3,15,20,45,8,15,23,54,7,1,10,9,22,44,65,141,34,36,76,12,35,38,86,35,12,21,27
"blue",23,23,59,0,20,20,58,0,1,1,4,0,14,15,1,20,20,45,0,29,31,75,21,24,114,133,271,20,28,24
"red",22,24,63,11,23,41,69,98,22,25,61,53,4,14,13,16,16,34,2,20,21,35,5,19,27,62,15,11,16,12
"red",15,27,37,33,15,21,32,52,18,42,65,34,5,7,4,7,14,23,80,11,28,45,87,8,20,40,98,5,4,4
"blue",25,34,54,26,8,13,29,30,15,20,42,0,15,2,8,23,30,62,96,14,19,40,198,20,26,62,179,5,8,11
"blue",39,42,86,0,18,18,31,0,10,10,19,91,30,12,7,41,41,82,16,45,58,89,129,12,15,23,147,14,31,6
"red",13,35,50,131,2,75,90,271,29,131,142,220,8,1,26,12,13,24,43,2,8,15,0,6,6,26,0,6,2,5
"blue",18,18,53,0,26,28,76,0,27,33,84,29,5,10,16,31,31,75,0,31,31,81,0,20,20,79,0,21,26,16
"blue",20,20,50,10,9,9,41,43,17,17,47,0,11,3,9,14,14,23,0,13,13,27,2,13,13,38,0,6,8,9
"red",20,21,49,37,43,75,103,57,3,20,29,0,13,41,2,19,19,50,0,13,27,48,158,18,35,57,209,7,8,9
"red",9,27,38,165,7,19,30,162,8,24,51,238,6,3,6,9,21,27,11,5,24,28,5,4,9,16,0,3,3,3
"red",21,21,47,9,16,19,43,25,15,16,35,9,6,5,3,19,19,41,12,27,32,49,8,20,22,36,9,5,7,7
"red",40,50,92,73,47,81,113,198,33,46,84,79,19,40,23,14,25,63,0,4,17,30,6,27,36,75,0,8,2,12
"red",20,20,51,88,26,41,48,125,30,42,59,131,10,20,19,21,23,42,0,12,12,24,51,22,24,45,0,11,9,19
"red",16,29,42,152,17,26,37,162,8,24,30,23,12,12,7,5,11,17,114,22,48,62,88,7,33,48,262,2,20,7
"blue",3,3,19,114,8,12,28,115,17,18,27,105,3,7,16,11,12,30,73,13,22,40,99,35,36,53,91,7,7,28
"red",36,36,88,8,40,40,88,0,51,60,99,76,26,33,39,46,46,66,0,48,48,90,0,34,54,114,0,20,28,20
"red",23,25,38,84,37,41,54,135,47,52,73,110,9,15,30,17,24,59,79,13,35,52,98,16,22,43,51,8,5,7
"red",29,29,60,0,27,29,61,15,26,28,55,89,20,19,19,18,18,47,0,21,21,54,0,42,45,74,7,11,14,29
"blue",8,10,25,131,6,6,23,20,9,11,21,121,3,3,4,25,25,37,14,31,33,68,17,29,32,53,40,12,12,14
"red",12,36,55,61,28,30,67,32,34,45,77,36,6,17,19,9,10,12,148,11,12,28,34,14,15,31,92,1,3,5
"blue",12,18,60,74,10,20,58,104,22,33,88,70,9,8,17,19,22,51,0,23,36,61,35,30,34,66,18,11,13,22
"red",20,20,56,0,22,22,50,0,27,27,67,0,5,10,18,14,14,37,0,17,17,39,0,22,22,59,4,10,11,13
"red",14,20,51,8,17,17,62,15,13,15,70,83,11,14,11,16,16,45,14,28,30,56,0,18,19,41,0,7,10,9
"red",49,98,118,0,38,47,75,0,39,43,61,142,39,24,30,6,7,30,157,17,18,53,55,14,18,44,17,1,9,4
"red",27,40,64,155,13,23,45,205,33,47,78,195,17,8,22,4,25,47,0,5,13,25,2,5,11,31,0,3,1,1
"red",12,20,30,8,14,22,30,40,38,40,70,91,5,2,23,11,14,24,165,11,14,30,95,15,18,37,37,7,6,13
"red",33,35,58,12,26,27,46,64,44,47,66,75,29,17,33,16,16,72,48,15,17,52,87,22,27,73,41,8,10,20
"red",24,24,55,5,35,56,91,88,30,33,59,15,13,30,25,17,17,55,0,19,20,53,24,21,27,77,20,5,13,8
"blue",14,19,43,190,16,21,39,211,9,14,21,121,11,13,7,23,42,56,38,30,59,79,12,26,49,63,108,8,7,8
"blue",15,19,31,29,30,31,50,39,21,21,49,0,9,20,18,12,16,42,18,34,39,68,62,32,34,64,26,3,18,14
"red",7,32,36,64,13,28,36,73,29,50,63,147,7,9,26,19,34,56,232,11,21,32,187,7,9,14,122,18,10,6
"red",20,70,77,267,18,83,86,293,35,47,77,76,17,16,22,3,4,5,0,5,14,15,0,17,19,56,0,0,3,11
"red",34,34,72,0,61,61,115,0,80,80,158,27,20,49,70,26,26,68,0,43,43,85,5,58,58,120,6,4,25,32
"red",21,28,54,153,29,30,72,7,34,34,92,7,14,22,25,10,13,29,3,37,37,72,34,43,43,78,0,4,25,31
"red",23,30,63,8,31,37,71,36,25,33,55,82,16,21,17,31,32,55,58,30,32,54,49,19,23,43,8,21,11,8
"blue",10,26,51,77,14,21,41,132,17,26,40,142,7,4,8,22,36,50,35,20,31,52,0,24,34,52,11,13,15,19
"red",17,22,45,39,44,47,92,3,40,50,84,18,7,33,39,21,29,40,38,37,40,77,26,34,46,70,131,1,20,20
"red",17,17,39,0,25,25,49,0,19,19,47,6,4,16,13,11,11,33,0,10,10,26,0,13,14,36,3,8,6,6
"blue",33,44,70,67,39,43,95,0,49,55,111,17,31,31,39,25,26,57,11,43,44,84,6,50,51,96,12,18,36,42
"red",7,18,26,95,19,24,47,90,30,44,69,164,3,13,21,9,9,19,0,13,16,31,22,20,21,37,0,2,6,19
"red",26,46,66,158,25,30,64,83,16,17,40,82,12,17,15,10,10,16,14,14,14,31,0,23,29,51,16,6,11,16
"red",17,17,33,0,16,16,34,0,17,17,40,0,8,7,7,17,17,34,7,13,13,33,0,11,11,32,0,10,9,7
"red",27,27,67,0,31,43,75,101,27,34,48,153,22,25,22,20,20,63,0,13,41,73,0,11,23,43,0,8,9,5
"blue",15,15,53,0,13,13,53,0,22,22,73,0,6,4,7,12,12,55,0,20,20,60,0,31,31,100,0,7,9,20
"red",25,25,55,0,16,16,31,0,14,25,49,53,13,5,3,15,15,41,0,4,4,11,0,5,5,17,0,6,0,0
"red",15,21,35,0,21,33,50,0,27,27,48,0,7,13,24,17,17,31,60,20,20,52,38,25,25,65,8,10,8,13
"red",54,71,112,91,26,40,77,56,14,38,52,86,47,21,11,25,28,40,7,24,29,43,79,4,13,18,149,14,12,1
"red",5,7,20,35,15,16,32,0,25,25,54,11,3,13,18,9,9,28,0,13,13,26,0,22,22,44,0,4,3,8
"red",11,12,14,202,17,28,32,277,12,20,28,292,8,12,7,1,2,2,0,3,4,5,0,1,6,10,0,1,0,1
"red",9,9,27,121,22,23,40,28,20,20,49,32,7,18,16,17,57,67,0,15,17,41,0,25,29,48,29,10,9,21
"blue",19,44,47,26,12,26,36,74,6,21,29,45,16,11,6,16,45,51,232,12,33,40,218,17,50,57,230,13,11,14
"red",12,12,30,0,19,19,44,0,24,24,52,0,5,12,17,25,25,35,0,19,19,38,0,23,24,51,0,5,4,6
"blue",3,11,12,58,5,21,28,130,7,29,41,65,2,3,4,11,32,49,164,11,30,44,58,11,32,54,3,11,8,10
"red",22,51,73,184,31,61,105,85,32,61,76,176,14,18,25,7,10,20,0,23,38,66,0,6,8,13,60,5,13,4
"red",17,20,56,62,26,31,61,55,19,23,52,33,5,10,10,11,24,35,0,25,42,67,6,21,31,54,18,5,16,8
"blue",17,20,32,107,7,35,44,181,0,3,7,0,8,4,0,10,33,49,64,6,30,42,59,41,85,96,286,6,5,28
"blue",25,28,42,0,20,21,35,42,43,43,73,3,11,13,21,45,62,108,104,38,56,85,152,56,58,105,13,16,27,32
"blue",19,23,37,50,8,10,23,13,18,27,52,28,11,3,11,14,21,47,0,17,29,48,65,36,42,66,8,6,8,21
"blue",37,37,112,0,24,28,74,2,32,41,85,10,19,18,30,36,36,81,0,48,84,139,114,46,70,106,90,25,35,32
"red",12,21,41,61,26,58,74,138,36,44,73,107,7,24,25,8,8,24,79,1,1,6,127,7,7,35,13,5,1,5
"red",9,14,29,12,23,24,42,95,8,23,27,103,6,9,6,7,23,35,157,12,19,35,6,4,20,26,170,6,9,2
"red",0,2,12,222,9,11,23,161,6,7,30,98,0,9,5,6,8,16,0,8,9,23,0,27,28,40,0,3,3,19
"red",13,13,34,0,12,13,36,20,13,14,55,0,5,5,9,8,8,22,0,14,15,33,86,32,34,75,37,1,4,27
"blue",24,30,82,49,2,6,10,98,5,7,20,2,17,1,4,51,52,103,2,8,17,31,133,30,43,61,217,35,7,24
"red",23,49,78,169,5,30,51,191,15,37,70,142,20,2,14,10,13,31,0,11,15,29,0,5,12,41,0,10,9,4
"red",21,30,49,251,6,25,37,294,0,3,9,297,19,5,0,15,26,38,14,4,47,74,0,2,25,41,0,10,4,1
"red",19,19,45,0,18,34,47,226,10,72,99,252,9,12,9,28,28,66,13,6,7,15,3,3,3,7,2,12,2,2
"blue",19,24,46,13,14,16,37,78,5,11,20,13,10,8,1,36,41,75,112,39,47,83,50,18,69,96,145,23,28,8
"red",3,9,11,37,17,20,32,2,18,31,54,83,3,8,10,12,15,20,187,12,15,25,120,4,6,11,116,2,6,2
"red",10,36,46,235,9,21,24,235,14,14,42,37,10,8,14,2,6,21,0,15,35,55,4,33,44,86,0,1,12,22
"red",19,19,78,0,25,25,80,17,34,34,99,0,11,13,27,13,15,55,16,18,18,45,9,19,19,55,28,10,11,13
"blue",22,25,49,0,11,16,35,95,20,27,72,0,9,4,11,19,23,51,53,10,24,51,74,19,23,61,65,16,9,13
"red",8,16,27,113,7,23,40,241,12,35,61,156,3,6,6,11,23,33,108,5,14,20,0,7,27,46,0,5,4,6
"blue",7,19,26,92,1,1,2,0,1,4,7,11,2,1,0,8,13,18,137,10,17,18,276,17,30,38,270,8,10,17
"red",29,29,51,0,34,35,66,4,36,36,72,0,14,9,13,23,23,51,0,21,21,58,0,24,24,84,0,9,17,16
"blue",20,21,48,0,12,17,29,27,26,28,54,0,11,6,16,17,20,57,29,31,43,72,168,40,57,102,100,13,28,36
"red",10,33,38,203,21,46,52,212,8,43,60,191,3,10,6,4,16,28,0,1,4,12,0,1,17,29,0,2,1,1
"blue",22,24,54,2,16,16,45,0,7,7,21,3,8,8,6,19,43,92,70,24,33,75,117,20,38,74,153,7,9,14
