"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"red",11,21,31,181,6,24,28,262,4,13,17,205,8,4,4,14,31,35,3,3,20,25,0,14,34,38,0,7,2,9
"red",35,38,68,89,19,24,44,136,10,15,37,40,25,12,7,8,10,23,17,19,19,32,25,29,43,55,191,7,13,29
"red",24,41,57,57,20,30,45,56,41,51,89,21,8,6,23,17,34,61,39,15,23,35,66,36,48,124,78,9,8,26
"red",5,56,64,286,6,46,49,230,13,54,64,272,2,4,2,1,18,23,0,2,27,31,19,0,9,9,0,1,1,0
"red",9,16,27,130,18,18,56,8,23,23,53,6,6,8,8,7,11,31,21,16,16,62,0,22,25,86,0,2,5,11
"red",22,28,60,22,18,49,60,236,20,24,61,1,16,13,17,6,33,42,78,4,13,15,0,14,28,50,93,6,2,12
"red",9,11,35,0,26,26,50,7,18,35,59,160,6,17,13,16,24,57,108,12,22,76,30,9,19,52,0,13,3,5
"red",82,98,143,52,69,72,115,8,87,90,133,4,71,60,68,35,36,62,0,28,31,54,4,33,37,77,0,19,16,21
"blue",2,3,3,0,5,13,22,35,9,9,27,0,2,4,5,48,103,127,267,11,50,61,224,22,68,87,220,43,7,19
"red",13,15,32,0,19,35,51,70,20,37,44,46,4,10,14,13,17,28,66,19,21,31,104,11,12,18,169,7,14,11
"blue",7,16,31,19,20,28,49,0,17,23,42,0,6,10,6,18,21,30,206,6,22,45,110,9,16,27,168,2,5,4
"red",17,17,41,0,25,27,54,6,11,17,39,122,8,14,6,17,28,68,56,9,13,41,44,6,13,36,29,11,3,4
"red",7,37,47,254,4,32,39,253,6,16,22,174,5,2,6,1,12,14,0,0,16,20,0,6,25,30,75,0,0,5
"blue",8,8,15,51,6,12,25,135,5,5,23,25,3,5,4,13,13,25,4,10,10,20,36,19,19,46,15,2,2,5
"blue",10,17,20,19,14,29,41,44,4,19,23,22,3,7,3,7,21,27,173,7,13,23,141,9,19,24,225,4,4,6
"blue",12,15,60,2,15,15,47,0,20,30,71,74,4,6,11,6,6,23,70,11,11,34,23,16,16,33,8,4,1,4
"red",17,30,38,238,12,18,34,206,17,54,71,257,10,5,8,4,34,38,18,4,49,57,27,2,40,50,0,4,4,1
"red",28,29,94,0,20,20,58,10,13,13,82,0,18,12,8,14,14,49,3,14,14,46,0,17,17,55,0,9,8,11
"red",34,45,76,22,24,24,57,4,30,30,78,16,24,15,22,24,25,33,16,16,17,46,6,33,36,66,2,8,8,23
"red",24,37,59,2,41,55,81,14,7,41,56,7,7,26,3,15,26,38,115,22,32,38,138,6,26,29,212,4,12,2
"blue",34,37,94,8,13,14,48,2,14,22,41,27,25,8,6,17,17,67,0,11,24,70,116,10,14,28,179,17,8,9
"red",27,43,68,93,3,45,59,265,6,45,56,277,13,2,3,23,29,42,58,6,7,13,0,2,2,5,0,11,3,1
"red",8,12,33,25,37,38,72,24,11,14,31,54,6,30,9,5,7,30,37,8,14,39,20,12,18,41,64,4,5,4
"red",22,33,56,0,20,73,92,105,22,44,64,98,10,1,12,16,22,39,100,7,11,18,85,8,8,22,0,2,2,3
"blue",6,16,31,67,3,11,16,49,2,8,18,53,3,1,0,19,41,68,101,11,38,48,194,10,23,42,152,7,4,5
"blue",6,9,15,102,4,8,10,12,5,10,15,136,2,2,3,4,15,16,79,6,60,71,269,5,9,13,0,3,2,2
"red",33,34,61,7,47,51,81,36,22,25,40,8,18,28,13,4,5,24,0,12,14,26,0,8,9,13,116,2,3,3
"red",24,34,67,16,17,35,52,20,34,64,87,0,14,12,25,17,18,40,30,22,24,49,0,24,27,66,33,11,16,19
"red",21,61,83,3,10,80,93,0,28,115,135,49,6,7,12,9,25,37,171,4,11,14,146,6,12,24,95,9,4,6
"red",9,18,26,208,7,22,29,164,11,30,33,184,7,2,9,17,23,40,38,7,16,33,36,4,6,14,42,7,3,3
"blue",4,23,32,0,19,57,62,161,6,22,26,0,1,14,0,6,12,18,264,2,9,9,130,6,20,25,265,5,2,6
"red",9,19,33,112,11,16,26,225,5,21,35,151,7,10,3,15,15,53,22,6,11,28,5,11,14,42,23,12,4,7
"red",15,18,23,36,10,16,30,188,27,45,63,157,7,9,19,13,31,42,208,5,48,57,49,11,22,29,80,3,2,5
"blue",33,49,64,85,19,20,43,0,36,38,77,2,23,19,34,20,39,70,66,83,127,190,105,75,91,176,32,15,61,60
"red",7,9,25,60,19,19,72,0,18,42,62,270,1,10,12,3,4,13,1,17,17,39,1,1,1,6,0,2,12,1
"red",10,40,56,218,10,20,37,172,22,24,54,77,9,6,12,11,27,53,0,8,17,33,38,22,23,70,0,8,1,13
"red",7,14,27,162,12,29,38,203,5,15,19,46,2,8,3,18,26,57,24,7,30,57,0,10,34,50,189,12,4,4
"red",15,21,34,116,9,22,27,196,9,12,27,118,1,3,4,9,17,32,0,3,17,21,51,9,45,62,79,4,2,7
"red",29,41,48,243,14,34,41,251,16,88,101,270,21,13,16,4,5,16,3,2,17,21,28,0,0,6,0,3,1,0
"blue",9,19,26,151,2,17,27,110,11,20,32,99,3,1,5,10,17,22,74,20,37,45,135,21,28,40,75,0,13,10
"blue",6,7,30,0,11,20,36,0,1,8,23,0,5,8,1,9,14,46,29,10,31,48,121,7,36,53,202,7,9,7
"blue",32,36,109,0,36,36,136,0,32,35,137,26,17,22,17,42,50,93,57,78,78,165,0,54,67,102,36,28,58,45
"red",6,28,51,149,9,30,55,175,9,37,53,229,4,6,6,7,15,29,29,6,8,27,0,5,6,14,0,3,3,3
"red",9,37,54,8,2,25,30,257,10,27,33,146,3,2,4,9,13,33,114,6,19,24,7,2,33,39,88,2,1,2
"blue",11,20,60,3,34,45,77,53,7,15,45,0,8,23,5,25,35,65,59,24,31,55,131,19,37,60,175,10,18,10
"blue",1,1,8,11,0,0,5,14,1,1,5,20,1,0,1,8,54,77,270,5,55,61,258,14,66,80,261,7,3,14
"red",21,25,59,25,26,27,56,5,11,11,30,0,13,20,8,3,6,35,0,7,7,41,0,4,4,31,0,2,7,4
"blue",14,15,70,10,20,26,60,0,22,35,54,0,8,4,9,19,19,44,0,29,29,62,69,30,32,61,139,14,26,29
"red",40,48,71,72,25,32,44,11,28,39,54,162,19,15,24,31,79,100,33,16,52,78,193,19,62,77,71,25,15,14
"blue",13,14,30,86,3,3,10,8,3,6,14,37,13,3,3,7,12,34,23,21,61,82,202,19,47,57,153,7,18,19
"red",20,27,51,70,19,22,41,110,6,8,14,228,8,13,3,14,25,44,5,4,13,27,3,4,27,31,16,6,3,3
"blue",9,12,34,67,13,17,38,104,7,10,22,17,1,9,3,10,10,29,0,15,31,43,19,21,39,48,166,5,12,14
"red",7,16,26,112,21,25,31,78,35,123,147,236,4,6,30,3,13,23,0,4,4,10,0,3,3,7,15,3,3,3
"red",17,17,63,0,20,20,67,14,25,29,75,43,6,12,18,10,10,49,0,20,21,39,0,20,20,47,20,3,15,17
"blue",10,14,24,211,7,7,15,174,6,8,28,134,4,3,4,16,32,47,5,13,33,62,18,11,21,49,11,8,7,8
"red",20,20,96,0,34,36,111,12,38,38,146,0,18,33,36,16,16,57,2,8,8,63,0,11,11,86,10,7,4,8
"blue",3,14,20,108,3,24,39,42,20,58,74,267,1,3,6,14,43,55,111,16,54,76,183,9,19,22,0,8,8,2
"red",40,47,72,21,23,30,48,0,17,32,49,17,7,4,9,20,21,66,0,15,16,38,110,16,20,31,177,2,3,2
"red",20,27,41,128,16,34,49,126,5,11,15,8,9,10,1,15,19,31,57,6,7,13,74,21,38,43,274,10,5,19
"blue",21,22,68,19,19,19,60,2,20,21,60,18,15,16,16,17,17,68,0,22,22,68,1,16,16,54,0,9,12,8
"red",22,29,36,44,16,89,112,279,29,29,58,0,14,14,17,9,14,31,38,3,4,8,0,30,30,65,0,7,3,27
"red",9,10,19,132,3,7,31,101,7,13,34,62,5,1,7,4,17,39,0,8,29,62,29,11,16,60,8,3,3,8
"red",13,25,39,95,20,36,48,124,20,32,56,76,8,9,15,7,9,23,0,7,7,26,4,14,14,39,0,4,1,10
"red",15,33,66,122,5,22,30,182,2,20,27,130,8,2,2,11,13,19,0,8,9,17,0,10,32,41,135,4,2,8
"red",10,11,25,0,10,10,27,56,17,17,55,3,4,3,4,12,15,39,97,7,16,34,54,14,14,45,0,10,6,12
"blue",6,8,17,0,4,7,15,0,4,9,23,3,4,3,3,11,28,53,194,28,52,73,235,26,39,69,193,6,17,17
"blue",26,27,84,45,32,32,78,12,37,37,95,2,10,10,25,57,57,119,57,37,37,102,20,29,31,110,22,38,34,24
"red",21,21,51,0,23,26,43,9,22,22,53,0,9,8,11,7,7,22,0,11,12,22,20,6,6,28,0,3,7,2
"red",11,28,36,245,14,49,61,248,15,65,86,285,4,2,4,4,16,26,2,3,9,14,25,1,19,27,9,2,3,1
"red",1,17,26,114,1,7,10,148,4,15,15,205,0,1,3,5,10,16,64,2,7,9,122,15,30,32,0,1,1,0
"blue",9,17,30,30,6,19,40,159,10,33,61,117,4,3,8,5,18,38,159,21,35,61,90,9,26,45,86,4,19,6
"red",17,17,36,1,10,10,23,49,8,19,24,234,6,6,8,3,3,36,0,10,26,55,0,2,14,24,0,1,5,2
"red",12,31,63,0,25,31,75,1,24,25,70,0,5,11,9,6,6,29,115,5,7,25,69,20,21,67,0,4,4,15
"red",29,36,60,63,16,26,55,34,9,28,44,15,14,11,6,10,16,37,0,15,35,64,69,12,30,44,121,6,11,8
"red",33,106,133,246,11,13,34,108,16,19,46,163,32,8,8,2,2,8,0,23,30,77,0,13,19,48,0,2,14,10
"red",10,11,44,1,12,17,42,0,21,27,49,3,4,5,8,3,3,24,0,5,11,31,94,5,5,20,61,2,5,4
"red",17,38,79,20,3,43,49,0,11,47,85,68,8,1,5,8,9,29,100,12,19,37,283,6,6,20,71,3,12,3
"red",14,15,37,48,8,16,44,128,7,15,26,193,7,6,1,5,9,34,11,5,8,37,0,4,16,40,13,3,3,4
"blue",8,15,22,0,2,10,15,56,3,16,25,2,2,1,2,19,39,56,226,13,49,51,206,11,39,49,227,3,6,4
"red",59,61,101,18,32,32,59,40,25,25,54,8,37,15,9,4,4,46,5,6,7,30,5,5,6,40,15,3,3,2
"red",12,21,27,134,41,41,79,0,8,42,59,88,8,22,6,2,17,25,136,17,18,57,69,12,47,55,174,1,6,7
"red",9,51,55,203,1,18,25,243,1,1,6,136,7,1,1,7,13,21,37,4,17,26,14,6,31,44,116,3,1,5
"red",24,43,73,43,7,26,36,122,7,27,36,49,17,3,6,12,16,23,110,3,3,7,126,5,10,16,164,1,2,0
"red",15,25,40,109,26,26,57,2,26,49,66,117,5,8,9,14,23,29,89,13,13,38,1,5,6,17,68,6,10,1
"blue",2,3,7,0,5,6,24,80,20,20,47,1,1,4,13,9,48,63,211,17,23,45,43,36,36,101,0,4,14,36
"blue",14,15,42,0,0,1,1,79,9,10,26,0,6,0,3,11,19,35,62,19,50,57,207,36,44,61,75,8,8,24
"blue",5,7,25,24,10,10,38,0,5,5,25,32,5,7,5,41,52,93,30,24,24,61,0,23,28,58,14,38,14,21
"red",11,22,49,42,9,39,55,137,22,51,81,113,6,7,15,15,15,39,47,6,9,29,64,10,10,40,27,7,2,5
"red",5,7,24,24,28,53,59,177,11,15,32,121,3,8,8,20,23,49,56,4,4,13,31,8,13,25,26,11,4,4
"blue",19,20,39,26,9,9,30,30,18,18,39,0,13,6,12,24,24,42,1,22,23,38,26,40,40,66,13,5,5,15
"blue",12,13,25,91,5,15,26,109,0,0,0,23,7,4,0,11,19,58,22,17,33,53,88,38,60,68,218,7,7,4
"red",36,40,72,46,33,35,64,25,8,9,18,209,24,26,6,19,27,66,43,25,25,74,0,13,50,68,8,5,14,5
"red",34,35,107,5,37,37,122,0,7,7,60,0,31,32,7,19,19,44,0,25,26,56,0,21,32,58,88,14,19,18
"red",2,22,38,227,10,16,39,173,7,25,35,217,2,3,3,2,8,14,0,9,14,34,0,3,20,32,41,1,8,3
"blue",31,47,70,4,13,28,56,36,34,47,63,54,19,4,22,42,48,94,58,29,34,60,68,24,28,55,31,23,11,9
"blue",18,19,48,51,17,17,38,12,12,12,40,41,8,5,5,17,20,67,2,20,23,91,10,29,40,98,23,5,7,17
"blue",16,25,53,12,12,14,36,6,4,9,18,10,4,4,1,28,39,61,84,15,16,24,164,12,32,36,248,17,12,10
"blue",7,8,42,0,3,8,21,0,9,9,34,0,7,2,8,16,24,48,122,10,17,24,249,7,22,33,190,11,6,4
"red",12,19,30,48,25,55,83,58,20,39,57,124,5,12,17,14,27,40,203,19,25,46,102,9,32,58,108,8,11,7
"red",18,18,46,0,16,19,41,38,21,24,48,24,12,8,10,16,16,37,0,7,8,27,9,9,10,23,66,8,4,5
"red",22,26,39,60,9,24,29,164,15,32,35,220,11,6,11,12,21,39,151,6,15,25,72,3,10,13,17,6,6,1
"blue",9,14,32,16,4,12,28,34,28,28,65,10,7,2,25,30,39,61,196,10,16,34,187,22,24,92,76,10,4,16
"blue",4,26,32,152,5,48,56,17,1,21,27,104,2,1,0,5,27,35,98,5,20,33,253,3,16,24,169,0,1,1
"blue",12,32,43,38,5,20,30,32,3,16,22,38,0,0,1,8,33,39,184,5,33,41,207,4,24,31,209,1,2,1
"red",15,18,34,58,11,13,26,41,6,6,12,30,12,5,2,18,19,33,22,15,18,29,0,11,18,36,76,6,4,2
"blue",4,18,24,0,8,12,20,12,17,18,40,0,2,3,5,7,41,50,238,11,22,36,176,28,33,53,99,5,4,11
"blue",5,16,28,93,1,4,9,56,5,16,25,118,2,0,4,14,31,61,66,24,41,64,154,18,42,65,112,7,10,9
"blue",7,13,29,57,14,35,56,58,5,24,27,34,1,8,1,14,19,43,47,14,17,32,61,14,24,46,207,2,7,13
"blue",1,7,23,27,3,17,46,153,2,7,42,69,0,0,0,14,17,28,170,8,15,26,24,7,19,31,95,8,3,2
"red",12,19,38,40,21,38,70,119,9,15,35,210,1,13,4,5,5,24,0,2,2,22,0,1,9,22,0,4,2,1
"red",10,34,46,239,3,43,53,249,7,30,36,277,9,3,5,1,1,6,0,1,2,7,0,0,7,8,0,0,1,0
"red",12,54,73,4,16,46,72,59,15,107,154,194,8,10,10,26,58,74,241,15,57,74,145,7,18,29,70,4,8,3
"red",38,43,84,40,0,0,0,111,13,15,34,89,26,0,9,27,28,56,0,5,18,21,170,13,20,47,65,12,4,8
"blue",4,32,34,50,4,13,13,0,6,15,16,19,0,2,4,22,46,62,228,22,45,55,265,15,31,41,268,7,4,1
"red",13,15,28,0,18,18,41,219,18,28,53,87,8,14,14,7,8,24,92,0,7,25,0,4,6,32,11,5,0,3
"blue",2,9,12,69,5,8,25,50,3,19,28,0,1,4,2,7,23,29,172,19,22,34,75,21,30,47,191,6,15,20
"red",16,16,44,0,13,15,57,24,17,17,52,21,10,5,11,18,18,61,0,23,27,69,26,31,33,64,2,10,14,10
"blue",14,19,30,77,24,33,42,140,10,14,31,95,5,5,3,11,27,38,22,7,25,39,2,18,25,43,31,3,2,7
"blue",17,34,61,14,16,47,70,136,14,16,40,39,9,9,12,9,17,41,96,9,12,26,0,26,52,82,76,4,8,17
"red",20,28,52,32,14,18,46,88,14,24,49,107,5,5,8,19,20,38,2,13,16,35,3,13,14,25,10,14,10,8
"blue",11,21,36,0,12,19,31,0,0,4,10,0,8,5,0,15,19,37,68,10,25,35,170,6,35,44,280,12,5,5
"red",10,10,37,32,22,22,77,45,19,19,88,21,5,20,16,32,33,65,17,26,27,67,1,19,19,70,4,30,24,18
"blue",10,10,29,0,10,11,24,3,7,13,26,0,5,2,4,14,16,48,57,17,45,62,186,14,37,61,236,10,15,14
"blue",7,11,34,84,5,6,26,1,16,16,52,0,2,2,2,34,45,57,10,54,65,87,85,58,60,81,2,19,34,37
"blue",3,4,22,60,6,14,23,148,3,3,10,15,3,3,3,19,26,45,89,14,26,41,8,22,30,46,216,12,10,8
"red",18,20,43,0,15,27,47,101,10,30,43,153,7,7,6,35,38,78,0,13,29,53,32,19,38,55,28,31,7,5
"blue",6,28,32,148,5,18,30,69,1,2,4,0,4,4,1,7,23,33,144,14,59,73,213,26,149,181,286,1,7,21
"blue",9,9,46,8,14,14,76,0,15,15,82,0,6,11,11,24,29,75,19,16,16,73,0,34,34,83,0,14,10,16
"red",4,13,20,121,17,31,45,112,11,29,39,221,3,6,8,9,23,36,66,9,18,45,0,6,15,23,25,4,6,3
"red",15,15,57,5,26,29,77,23,18,25,76,88,12,16,10,19,20,46,17,13,14,62,1,6,9,48,14,8,9,4
"red",19,19,44,0,19,23,64,4,3,4,22,0,6,7,0,9,13,26,88,12,19,47,20,7,33,48,184,7,8,5
"blue",1,5,8,0,11,16,34,0,18,24,44,0,0,6,13,3,26,52,227,7,14,30,139,8,12,30,132,3,4,6
"red",12,82,118,272,19,24,66,62,19,20,65,19,9,12,7,2,8,9,0,16,16,57,0,15,16,46,21,0,11,10
"red",5,13,21,23,10,13,39,32,10,15,38,50,2,8,6,3,9,17,214,4,7,32,0,14,16,39,0,1,2,5
"red",20,20,43,0,25,25,71,0,28,28,74,0,15,21,25,2,2,27,1,3,3,49,0,5,5,59,0,2,2,5
"red",17,20,50,75,24,27,47,115,15,20,42,185,9,16,14,3,8,33,0,6,20,48,14,9,31,60,18,2,6,7
"blue",8,8,22,21,5,6,28,3,3,3,16,3,5,5,2,16,27,46,74,11,14,37,36,11,29,51,116,7,3,7
"red",3,6,12,21,17,17,35,0,26,35,56,32,1,6,7,15,29,48,118,20,34,89,66,20,41,98,78,6,15,14
"blue",13,21,41,2,6,17,28,1,3,22,33,0,7,1,2,26,33,73,157,26,32,62,246,24,41,73,257,18,24,20
"red",9,27,42,210,12,19,27,15,19,51,60,239,0,3,15,3,12,18,5,9,23,38,181,3,15,18,31,3,4,0
"red",4,16,21,263,4,13,18,226,7,9,15,88,1,3,7,0,11,17,0,6,22,29,0,17,34,52,88,0,2,14
"red",17,56,67,270,4,23,31,228,5,35,45,239,1,3,2,2,9,11,0,4,8,14,0,4,8,15,0,1,0,4
"blue",21,23,45,0,22,25,54,0,19,23,72,0,15,11,11,23,23,43,0,12,13,48,1,32,33,84,32,10,10,28
"blue",5,13,32,0,7,34,54,11,24,34,52,106,2,5,15,8,12,17,210,7,18,38,207,4,4,11,81,3,3,3
"red",38,50,84,156,25,38,66,214,14,18,31,99,22,22,11,10,15,33,6,1,5,13,10,5,15,17,146,2,1,4
"blue",35,47,69,145,13,21,47,62,20,33,48,88,16,5,5,18,20,29,0,25,29,49,36,22,26,44,94,7,10,10
"red",3,4,21,45,2,8,15,219,5,9,22,0,1,1,1,12,14,26,67,6,20,33,6,7,7,16,95,5,5,4
"red",29,37,85,34,14,37,72,140,30,31,70,3,16,7,13,12,16,50,14,8,19,33,0,17,19,58,39,4,4,7
"blue",3,33,42,0,4,41,53,77,5,61,67,0,2,3,4,13,47,70,260,3,28,48,173,2,46,68,282,12,3,2
"blue",4,8,13,59,8,14,25,82,41,49,62,175,2,6,30,5,19,26,197,6,24,30,165,2,2,7,0,5,5,0
"blue",5,5,53,0,11,17,80,44,19,19,133,0,4,10,17,48,71,109,150,25,35,72,30,39,42,114,42,28,24,34
"blue",1,7,11,0,4,7,12,34,1,6,10,18,0,2,0,17,33,50,267,5,11,26,226,26,49,60,246,14,3,24
"blue",4,4,49,2,9,9,48,2,6,6,65,0,1,3,5,21,24,44,19,27,27,45,0,26,26,45,0,13,13,16
"red",7,7,29,37,15,32,40,279,10,18,26,270,7,15,10,24,25,50,69,4,8,12,0,2,5,8,5,18,4,2
"red",13,28,43,214,19,52,75,226,12,67,81,278,3,12,4,8,11,21,46,13,15,36,31,2,14,16,6,5,9,2
"blue",6,9,19,0,4,11,27,0,8,30,60,0,6,3,8,22,33,48,212,11,29,37,216,9,9,26,68,15,7,7
"blue",14,19,38,33,8,14,28,86,2,12,13,258,12,6,0,32,40,86,29,21,36,61,112,2,22,23,30,14,6,0
"blue",33,33,71,8,34,45,74,147,35,38,96,6,23,30,27,30,30,111,0,13,18,51,20,21,22,126,36,18,8,14
"red",10,35,54,288,14,20,40,94,20,20,55,0,10,14,15,1,3,3,0,9,16,29,0,11,11,55,0,0,4,6
"blue",12,23,50,107,13,17,49,50,11,14,54,21,10,10,6,25,30,44,71,26,32,50,40,21,26,65,36,8,11,9
"blue",1,2,9,28,5,12,16,0,0,3,7,0,1,1,0,2,10,21,202,9,18,25,262,5,25,33,275,0,1,1
"red",5,26,39,62,7,28,38,62,4,16,27,17,4,3,2,12,16,22,18,8,11,15,84,13,26,34,176,1,2,10
"blue",2,2,16,4,3,3,12,50,3,3,33,4,2,2,1,12,21,29,79,10,30,40,165,3,3,8,0,9,7,2
"blue",13,23,49,83,13,16,44,52,17,31,53,59,7,5,9,23,25,49,45,24,30,49,37,29,37,76,95,10,12,13
"blue",7,7,16,200,12,23,37,125,12,36,49,102,2,6,11,13,39,40,43,14,18,36,19,7,18,26,142,6,9,4
"blue",2,5,13,92,6,8,19,52,13,14,36,28,0,4,8,3,14,16,145,6,7,20,100,16,19,62,4,3,5,15
"red",21,31,62,21,32,33,83,26,37,40,78,0,5,9,13,11,12,36,155,9,9,47,7,14,14,44,42,10,5,10
"red",16,17,41,0,16,36,49,67,25,54,78,176,8,5,22,10,48,72,116,4,17,37,165,9,9,24,57,5,2,7
"red",25,29,64,2,21,22,55,6,53,55,119,55,15,8,26,27,46,64,134,17,21,39,85,16,17,32,18,16,6,8
"red",22,65,92,129,17,62,77,206,11,103,121,153,6,8,10,8,17,54,84,10,24,38,53,15,21,37,60,7,10,11
"red",14,20,27,155,8,20,25,174,3,13,28,119,4,3,2,10,12,16,29,15,19,29,60,10,26,32,106,3,9,6
"red",7,7,32,31,15,29,46,239,26,37,61,282,5,7,21,24,29,50,90,11,14,22,0,1,6,14,2,16,11,1
"blue",17,18,64,0,12,23,52,0,8,18,41,0,11,3,5,11,11,45,8,13,22,48,137,17,25,61,87,9,9,15
"red",18,18,72,1,18,18,65,6,17,17,62,0,18,16,16,8,8,29,0,11,11,30,0,18,18,51,0,4,4,13
"blue",5,14,18,8,1,13,21,0,0,1,5,0,5,0,0,16,52,61,283,17,49,67,218,16,52,61,281,10,12,11
"red",38,38,99,7,30,31,84,19,39,39,113,1,19,19,20,50,50,84,0,38,38,89,0,52,52,123,0,26,25,37
"red",20,25,46,15,22,25,38,15,32,35,61,7,8,5,19,16,20,38,83,23,24,36,27,12,16,43,17,9,16,11
"red",23,24,71,2,35,35,86,0,60,60,111,0,14,24,51,14,14,42,0,22,22,62,0,14,14,73,0,6,18,11
"blue",9,17,60,27,6,8,39,9,3,32,40,13,7,5,1,12,20,50,47,22,71,96,153,12,30,34,236,8,18,11
"blue",9,11,29,14,35,54,71,142,14,25,42,113,2,12,5,12,13,45,0,3,3,17,32,7,10,17,37,4,0,3
"blue",5,14,22,0,6,21,28,32,1,11,16,14,2,1,0,11,17,29,253,4,15,17,235,8,31,39,261,8,2,7
"red",9,38,50,0,37,75,88,70,22,57,74,56,1,8,5,18,38,57,200,16,27,44,140,11,17,43,121,4,1,3
"blue",6,7,31,0,5,8,43,0,17,24,64,6,6,2,13,15,31,57,120,10,11,43,38,17,24,61,65,11,6,13
"blue",44,51,114,0,42,44,98,0,38,38,99,0,26,25,13,44,57,105,0,62,68,116,0,47,47,96,0,35,53,45
"red",6,35,40,205,15,23,51,151,17,23,74,134,5,12,14,3,8,14,24,28,42,79,5,44,73,123,5,3,23,39
"red",26,26,49,0,22,22,60,0,25,25,59,0,16,9,17,18,18,46,0,18,18,53,2,26,26,56,0,5,5,8
"red",19,23,43,0,26,28,55,0,31,35,67,0,14,21,26,23,57,91,177,20,23,50,102,9,13,66,22,12,16,7
"blue",12,15,29,0,7,45,70,0,4,8,18,0,2,3,1,5,19,27,91,9,21,40,111,12,34,51,210,5,8,12
"red",8,21,29,172,2,6,11,209,7,9,19,159,3,2,4,4,8,20,54,4,19,31,53,4,12,20,85,0,3,2
"red",14,19,50,16,9,12,35,64,6,13,43,45,6,3,4,6,10,39,84,7,13,31,59,10,13,44,58,6,5,10
"red",14,28,42,184,13,16,47,51,27,54,88,248,9,9,24,5,5,26,19,7,13,56,30,3,6,9,0,2,2,1
"blue",13,41,75,5,27,50,110,10,48,55,113,0,7,21,37,25,32,59,169,33,34,98,70,21,22,72,45,11,24,13
"blue",1,7,12,14,5,7,25,29,4,5,18,40,0,4,3,5,26,36,201,5,8,15,125,5,28,34,133,1,4,3
"red",13,22,45,8,4,4,17,0,8,20,41,187,7,1,7,14,15,51,44,9,23,53,52,5,13,28,0,6,7,1
"red",14,19,27,198,5,15,18,167,18,35,51,287,12,4,16,4,6,9,34,5,24,28,61,4,20,22,0,2,4,3
"red",9,29,52,161,13,47,60,246,8,28,34,185,3,11,7,5,6,22,8,3,13,19,24,6,10,19,49,1,1,3
"blue",7,14,33,0,2,5,21,0,5,14,31,0,3,1,3,2,8,21,79,4,16,31,140,9,23,34,180,1,4,7
"blue",8,14,20,11,9,23,24,14,3,4,12,0,4,5,2,7,12,16,252,10,20,24,251,6,48,55,277,1,4,5
"blue",20,27,48,51,9,15,29,6,0,2,6,0,13,8,0,18,28,48,140,15,51,73,240,37,73,91,282,10,10,24
"red",11,19,40,118,10,32,40,222,8,19,34,147,5,5,5,7,15,41,58,2,6,17,19,13,18,45,44,3,2,8
"blue",11,11,24,56,8,8,31,34,21,21,46,0,11,8,19,49,50,96,12,27,30,84,0,54,58,111,8,39,20,37
"blue",1,1,3,0,0,0,3,0,1,4,6,0,0,0,1,29,47,57,239,18,30,47,252,12,20,33,193,22,11,7
"blue",12,14,29,37,10,17,37,53,6,11,21,41,2,2,4,19,38,52,104,21,34,61,0,20,38,50,120,10,12,13
"blue",1,9,11,0,6,11,17,0,23,34,44,0,0,1,16,9,25,38,289,9,38,46,253,10,33,48,167,9,7,8
"blue",4,7,14,55,6,6,18,29,6,6,16,4,2,5,6,3,14,29,16,3,22,41,124,16,65,92,162,2,2,12
"blue",4,4,27,12,9,24,31,139,11,17,27,83,3,8,8,21,31,64,174,7,12,20,147,4,18,27,151,14,7,4
"red",15,52,60,52,13,34,55,184,10,40,52,173,5,8,7,44,73,100,180,26,42,50,60,15,33,43,63,4,8,4
"red",20,27,93,22,12,26,43,230,16,29,63,35,18,12,16,14,15,52,57,8,12,26,0,17,41,63,135,11,6,16
"red",14,18,42,0,6,47,64,23,8,18,40,4,7,4,6,6,6,31,81,5,17,31,191,3,4,11,132,1,1,0
"blue",2,7,17,13,10,31,45,43,9,9,35,0,0,4,2,1,7,12,182,1,7,17,117,3,31,64,134,0,1,3
"red",21,43,50,186,12,45,52,203,4,30,38,200,6,4,4,7,10,15,6,2,4,10,2,7,7,22,3,2,0,0
"blue",23,23,78,0,22,23,81,0,20,20,69,0,16,14,15,20,20,50,6,38,48,105,38,19,22,59,47,14,36,17
"blue",14,14,40,0,18,18,44,0,20,20,58,0,3,6,12,18,18,71,0,30,30,77,1,29,29,108,0,7,11,13
