"winner","win_method","red_kd_tot","blue_kd_tot","red_sig_str_tot","red_sig_str_attempt_tot","blue_sig_str_tot","blue_sig_str_attempt_tot","red_tot_str_tot","red_tot_str_attempt_tot","blue_tot_str_tot","blue_tot_str_attempt_tot","red_td_tot","red_td_attempt_tot","blue_td_tot","blue_td_attempt_tot","red_sub_attempt_tot","blue_sub_attempt_tot","red_ctrl_time_tot","blue_ctrl_time_tot","red_kd_rnd_1","blue_kd_rnd_1","red_sig_str_rnd_1","red_sig_str_attempt_rnd_1","blue_sig_str_rnd_1","blue_sig_str_attempt_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","red_td_rnd_1","red_td_attempt_rnd_1","blue_td_rnd_1","blue_td_attempt_rnd_1","red_sub_attempt_rnd_1","blue_sub_attempt_rnd_1","red_ctrl_time_rnd_1","blue_ctrl_time_rnd_1","red_kd_rnd_2","blue_kd_rnd_2","red_sig_str_rnd_2","red_sig_str_attempt_rnd_2","blue_sig_str_rnd_2","blue_sig_str_attempt_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","red_td_rnd_2","red_td_attempt_rnd_2","blue_td_rnd_2","blue_td_attempt_rnd_2","red_sub_attempt_rnd_2","blue_sub_attempt_rnd_2","red_ctrl_time_rnd_2","blue_ctrl_time_rnd_2","red_kd_rnd_3","blue_kd_rnd_3","red_sig_str_rnd_3","red_sig_str_attempt_rnd_3","blue_sig_str_rnd_3","blue_sig_str_attempt_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","red_td_rnd_3","red_td_attempt_rnd_3","blue_td_rnd_3","blue_td_attempt_rnd_3","red_sub_attempt_rnd_3","blue_sub_attempt_rnd_3","red_ctrl_time_rnd_3","blue_ctrl_time_rnd_3","red_sig_str_head_tot","red_sig_str_head_attempt_tot","blue_sig_str_head_tot","blue_sig_str_head_attempt_tot","red_sig_str_body_tot","red_sig_str_body_attempt_tot","blue_sig_str_body_tot","blue_sig_str_body_attempt_tot","red_sig_str_leg_tot","red_sig_str_leg_attempt_tot","blue_sig_str_leg_tot","blue_sig_str_leg_attempt_tot","red_sig_str_dist_tot","red_sig_str_dist_attempt_tot","blue_sig_str_dist_tot","blue_sig_str_dist_attempt_tot","red_sig_str_clinch_tot","red_sig_str_clinch_attempt_tot","blue_sig_str_clinch_tot","blue_sig_str_clinch_attempt_tot","red_sig_str_gnd_tot","red_sig_str_gnd_attempt_tot","blue_sig_str_gnd_tot","blue_sig_str_gnd_attempt_tot","red_sig_str_head_rnd_1","red_sig_str_head_attempt_rnd_1","blue_sig_str_head_rnd_1","blue_sig_str_head_attempt_rnd_1","red_sig_str_body_rnd_1","red_sig_str_body_attempt_rnd_1","blue_sig_str_body_rnd_1","blue_sig_str_body_attempt_rnd_1","red_sig_str_leg_rnd_1","red_sig_str_leg_attempt_rnd_1","blue_sig_str_leg_rnd_1","blue_sig_str_leg_attempt_rnd_1","red_sig_str_dist_rnd_1","red_sig_str_dist_attempt_rnd_1","blue_sig_str_dist_rnd_1","blue_sig_str_dist_attempt_rnd_1","red_sig_str_clinch_rnd_1","red_sig_str_clinch_attempt_rnd_1","blue_sig_str_clinch_rnd_1","blue_sig_str_clinch_attempt_rnd_1","red_sig_str_gnd_rnd_1","red_sig_str_gnd_attempt_rnd_1","blue_sig_str_gnd_rnd_1","blue_sig_str_gnd_attempt_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_attempt_rnd_2","blue_sig_str_head_rnd_2","blue_sig_str_head_attempt_rnd_2","red_sig_str_body_rnd_2","red_sig_str_body_attempt_rnd_2","blue_sig_str_body_rnd_2","blue_sig_str_body_attempt_rnd_2","red_sig_str_leg_rnd_2","red_sig_str_leg_attempt_rnd_2","blue_sig_str_leg_rnd_2","blue_sig_str_leg_attempt_rnd_2","red_sig_str_dist_rnd_2","red_sig_str_dist_attempt_rnd_2","blue_sig_str_dist_rnd_2","blue_sig_str_dist_attempt_rnd_2","red_sig_str_clinch_rnd_2","red_sig_str_clinch_attempt_rnd_2","blue_sig_str_clinch_rnd_2","blue_sig_str_clinch_attempt_rnd_2","red_sig_str_gnd_rnd_2","red_sig_str_gnd_attempt_rnd_2","blue_sig_str_gnd_rnd_2","blue_sig_str_gnd_attempt_rnd_2","red_sig_str_head_rnd_3","red_sig_str_head_attempt_rnd_3","blue_sig_str_head_rnd_3","blue_sig_str_head_attempt_rnd_3","red_sig_str_body_rnd_3","red_sig_str_body_attempt_rnd_3","blue_sig_str_body_rnd_3","blue_sig_str_body_attempt_rnd_3","red_sig_str_leg_rnd_3","red_sig_str_leg_attempt_rnd_3","blue_sig_str_leg_rnd_3","blue_sig_str_leg_attempt_rnd_3","red_sig_str_dist_rnd_3","red_sig_str_dist_attempt_rnd_3","blue_sig_str_dist_rnd_3","blue_sig_str_dist_attempt_rnd_3","red_sig_str_clinch_rnd_3","red_sig_str_clinch_attempt_rnd_3","blue_sig_str_clinch_rnd_3","blue_sig_str_clinch_attempt_rnd_3","red_sig_str_gnd_rnd_3","red_sig_str_gnd_attempt_rnd_3","blue_sig_str_gnd_rnd_3","blue_sig_str_gnd_attempt_rnd_3"
"red","Decision - Unanimous",0,0,46,69,27,72,100,135,51,97,7,13,0,0,1,0,612,34,0,0,15,21,3,9,28,35,8,14,3,4,0,0,0,0,240,10,0,0,18,29,19,49,26,38,20,50,1,6,0,0,1,0,127,8,0,0,13,19,5,14,46,62,23,33,3,3,0,0,0,0,245,16,28,49,19,62,14,15,5,7,4,5,3,3,29,42,23,67,0,0,0,0,17,27,4,5,7,13,2,8,7,7,1,1,1,1,0,0,5,6,3,8,0,0,0,0,10,15,0,1,11,20,13,42,5,6,4,5,2,3,2,2,17,27,16,46,0,0,0,0,1,2,3,3,10,16,4,12,2,2,0,1,1,1,1,1,7,9,4,13,0,0,0,0,6,10,1,1
"blue","Decision - Unanimous",0,0,85,177,42,119,94,187,43,120,2,3,2,3,0,1,71,111,0,0,26,56,13,36,26,56,13,36,0,0,1,2,0,0,23,16,0,0,29,59,14,33,33,63,14,33,1,2,0,0,0,1,32,20,0,0,30,62,15,50,35,68,16,51,1,1,1,1,0,0,16,75,29,104,29,102,31,40,5,7,25,33,8,10,82,170,42,119,3,4,0,0,0,3,0,0,10,36,8,29,9,10,2,2,7,10,3,5,25,55,13,36,1,1,0,0,0,0,0,0,6,29,10,29,14,19,2,2,9,11,2,2,28,56,14,33,1,2,0,0,0,1,0,0,13,39,11,44,8,11,1,3,9,12,3,3,29,59,15,50,1,1,0,0,0,2,0,0
"red","Decision - Unanimous",0,0,106,227,48,252,106,227,48,252,0,0,0,0,0,0,0,0,0,0,39,84,20,81,39,84,20,81,0,0,0,0,0,0,0,0,0,0,27,60,10,69,27,60,10,69,0,0,0,0,0,0,0,0,0,0,40,83,18,102,40,83,18,102,0,0,0,0,0,0,0,0,88,203,19,176,15,21,18,59,3,3,11,17,106,227,48,252,0,0,0,0,0,0,0,0,29,72,7,59,7,9,5,13,3,3,8,9,39,84,20,81,0,0,0,0,0,0,0,0,22,52,4,43,5,8,5,21,0,0,1,5,27,60,10,69,0,0,0,0,0,0,0,0,37,79,8,74,3,4,8,25,0,0,2,3,40,83,18,102,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",1,0,69,151,53,89,75,158,58,94,0,2,0,0,0,0,130,30,0,0,25,56,19,29,25,56,19,29,0,0,0,0,0,0,0,0,0,0,27,60,24,43,27,60,24,43,0,1,0,0,0,0,6,0,1,0,17,35,10,17,23,42,15,22,0,1,0,0,0,0,124,30,59,138,17,46,5,8,14,18,5,5,22,25,62,137,49,84,1,2,4,5,6,12,0,0,18,47,3,12,2,4,5,6,5,5,11,11,25,56,19,29,0,0,0,0,0,0,0,0,24,56,9,24,3,4,4,6,0,0,11,13,26,58,24,43,1,2,0,0,0,0,0,0,17,35,5,10,0,0,5,6,0,0,0,1,11,23,6,12,0,0,4,5,6,12,0,0
"blue","Decision - Unanimous",0,0,136,321,123,247,138,325,125,249,0,3,2,6,0,0,0,90,0,0,51,120,54,96,51,120,54,96,0,0,0,0,0,0,0,0,0,0,48,113,40,90,48,113,40,90,0,0,0,2,0,0,0,2,0,0,37,88,29,61,39,92,31,63,0,3,2,4,0,0,0,88,70,237,74,189,9,22,25,32,57,62,24,26,134,318,118,241,2,3,4,5,0,0,1,1,22,83,29,68,6,12,13,15,23,25,12,13,51,120,53,95,0,0,1,1,0,0,0,0,26,86,26,71,0,4,5,9,22,23,9,10,48,113,39,89,0,0,1,1,0,0,0,0,22,68,19,50,3,6,7,8,12,14,3,3,35,85,26,57,2,3,2,3,0,0,1,1
"blue","Decision - Split",1,0,56,126,59,166,61,133,69,177,0,3,0,0,0,0,145,5,0,0,20,42,22,64,20,42,27,69,0,0,0,0,0,0,16,0,0,0,19,49,23,60,19,49,23,60,0,0,0,0,0,0,0,0,1,0,17,35,14,42,22,42,19,48,0,3,0,0,0,0,129,5,43,108,38,140,5,10,3,8,8,8,18,18,46,114,56,162,6,8,2,3,4,4,1,1,13,35,14,53,4,4,1,4,3,3,7,7,19,41,21,63,1,1,1,1,0,0,0,0,13,39,14,50,1,5,2,3,5,5,7,7,19,49,23,60,0,0,0,0,0,0,0,0,17,34,10,37,0,1,0,1,0,0,4,4,8,24,12,39,5,7,1,2,4,4,1,1
"blue","Decision - Unanimous",0,0,64,214,94,159,66,216,96,162,2,12,0,1,0,0,58,14,0,0,17,57,31,52,19,59,33,55,2,7,0,0,0,0,58,13,0,0,18,65,31,49,18,65,31,49,0,2,0,0,0,0,0,1,0,0,29,92,32,58,29,92,32,58,0,3,0,1,0,0,0,0,30,143,73,135,11,43,18,21,23,28,3,3,64,214,94,159,0,0,0,0,0,0,0,0,7,33,20,41,3,15,9,9,7,9,2,2,17,57,31,52,0,0,0,0,0,0,0,0,11,47,24,41,2,11,6,7,5,7,1,1,18,65,31,49,0,0,0,0,0,0,0,0,12,63,29,53,6,17,3,5,11,12,0,0,29,92,32,58,0,0,0,0,0,0,0,0
"blue","Decision - Unanimous",0,0,64,171,73,205,64,171,73,205,0,5,0,0,0,0,2,0,0,0,15,40,21,72,15,40,21,72,0,0,0,0,0,0,0,0,0,0,18,53,24,68,18,53,24,68,0,2,0,0,0,0,0,0,0,0,31,78,28,65,31,78,28,65,0,3,0,0,0,0,2,0,33,127,53,170,17,29,18,33,14,15,2,2,56,163,69,201,8,8,4,4,0,0,0,0,4,26,14,56,2,5,7,16,9,9,0,0,15,40,21,72,0,0,0,0,0,0,0,0,9,39,18,60,6,10,6,8,3,4,0,0,14,49,23,67,4,4,1,1,0,0,0,0,20,62,21,54,9,14,5,9,2,2,2,2,27,74,25,62,4,4,3,3,0,0,0,0
"blue","Decision - Split",0,1,52,126,37,86,69,151,43,93,5,16,0,1,0,0,209,1,0,0,15,32,11,20,25,43,12,22,1,4,0,0,0,0,61,0,0,1,16,45,15,37,18,52,20,42,1,5,0,0,0,0,56,0,0,0,21,49,11,29,26,56,11,29,3,7,0,1,0,0,92,1,42,112,12,48,6,10,12,24,4,4,13,14,37,103,35,84,4,4,0,0,11,19,2,2,13,29,1,6,1,2,6,10,1,1,4,4,9,24,9,18,0,0,0,0,6,8,2,2,12,40,6,24,3,4,4,8,1,1,5,5,13,41,15,37,2,2,0,0,1,2,0,0,17,43,5,18,2,4,2,6,2,2,4,5,15,38,11,29,2,2,0,0,4,9,0,0
"red","Decision - Unanimous",0,0,57,98,22,43,104,161,39,61,3,7,0,0,0,0,574,76,0,0,9,24,14,25,17,32,15,26,1,3,0,0,0,0,52,76,0,0,19,29,3,4,42,60,14,16,1,1,0,0,0,0,272,0,0,0,29,45,5,14,45,69,10,19,1,3,0,0,0,0,250,0,43,77,11,32,7,10,8,8,7,11,3,3,9,30,15,35,0,0,4,5,48,68,3,3,1,11,6,17,6,8,6,6,2,5,2,2,3,18,7,17,0,0,4,5,6,6,3,3,16,26,1,2,1,1,1,1,2,2,1,1,3,3,3,4,0,0,0,0,16,26,0,0,26,40,4,13,0,1,1,1,3,4,0,0,3,9,5,14,0,0,0,0,26,36,0,0
"red","Decision - Unanimous",0,0,10,21,5,14,260,350,13,25,4,4,0,0,0,0,791,0,0,0,3,9,0,1,51,79,1,2,2,2,0,0,0,0,249,0,0,0,1,6,3,4,143,187,4,6,1,1,0,0,0,0,275,0,0,0,6,6,2,9,66,84,8,17,1,1,0,0,0,0,267,0,10,21,1,10,0,0,2,2,0,0,2,2,2,2,5,14,0,0,0,0,8,19,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,0,0,1,6,0,1,0,0,1,1,0,0,2,2,0,0,3,4,0,0,0,0,1,6,0,0,6,6,1,8,0,0,1,1,0,0,0,0,2,2,2,9,0,0,0,0,4,4,0,0
"blue","Decision - Unanimous",0,0,20,72,47,89,29,84,54,98,5,11,1,5,0,0,416,72,0,0,11,40,22,46,11,40,22,46,1,3,1,3,0,0,31,63,0,0,8,25,13,21,14,33,16,25,2,4,0,1,0,0,151,0,0,0,1,7,12,22,4,11,16,27,2,4,0,1,0,0,234,9,7,51,34,76,2,8,4,4,11,13,9,9,18,65,35,72,2,7,6,8,0,0,6,9,3,28,14,38,1,4,2,2,7,8,6,6,10,37,17,38,1,3,3,5,0,0,2,3,4,18,9,17,1,3,2,2,3,4,2,2,7,22,12,20,1,3,1,1,0,0,0,0,0,5,11,21,0,1,0,0,1,1,1,1,1,6,6,14,0,1,2,2,0,0,4,6
"red","Decision - Unanimous",2,0,32,74,11,39,34,77,25,59,0,0,3,6,1,0,98,193,0,0,13,31,4,13,15,33,6,16,0,0,1,2,0,0,3,8,2,0,12,26,3,15,12,26,7,22,0,0,1,2,1,0,95,14,0,0,7,17,4,11,7,18,12,21,0,0,1,2,0,0,0,171,8,42,10,36,18,23,1,3,6,9,0,0,31,69,10,36,0,1,0,1,1,4,1,2,1,16,4,12,7,9,0,1,5,6,0,0,13,30,4,13,0,1,0,0,0,0,0,0,5,16,3,14,6,7,0,1,1,3,0,0,11,22,3,14,0,0,0,1,1,4,0,0,2,10,3,10,5,7,1,1,0,0,0,0,7,17,3,9,0,0,0,0,0,0,1,2
"blue","Decision - Unanimous",0,0,89,276,94,183,95,287,155,274,0,0,1,3,0,0,19,188,0,0,46,134,28,66,47,135,31,70,0,0,0,0,0,0,0,0,0,0,30,93,41,72,34,99,44,76,0,0,0,2,0,0,19,6,0,0,13,49,25,45,14,53,80,128,0,0,1,1,0,0,0,182,63,247,69,154,16,19,15,19,10,10,10,10,78,260,89,165,11,16,3,12,0,0,2,6,38,124,23,60,6,8,5,6,2,2,0,0,39,124,28,60,7,10,0,6,0,0,0,0,19,82,27,55,6,6,7,10,5,5,7,7,27,89,38,67,3,4,3,5,0,0,0,0,6,41,19,39,4,5,3,3,3,3,3,3,12,47,23,38,1,2,0,1,0,0,2,6
"blue","Decision - Unanimous",0,0,17,53,13,33,40,85,30,62,0,2,5,9,1,5,171,482,0,0,4,21,6,16,5,22,7,19,0,0,1,4,0,3,16,155,0,0,4,10,6,9,6,17,21,33,0,2,1,1,0,1,125,127,0,0,9,22,1,8,29,46,2,10,0,0,3,4,1,1,30,200,10,43,7,23,4,7,6,10,3,3,0,0,15,50,12,30,2,2,1,2,0,1,0,1,1,16,2,9,2,4,4,7,1,1,0,0,4,21,6,16,0,0,0,0,0,0,0,0,3,8,4,6,0,1,2,3,1,1,0,0,4,10,6,9,0,0,0,0,0,0,0,0,6,19,1,8,2,2,0,0,1,1,0,0,7,19,0,5,2,2,1,2,0,1,0,1
"blue","Decision - Unanimous",0,0,29,67,23,62,58,103,61,109,5,15,0,0,1,4,360,116,0,0,0,3,1,2,20,24,13,16,2,2,0,0,1,4,228,22,0,0,7,19,7,19,16,32,22,38,1,4,0,0,0,0,110,43,0,0,22,45,15,41,22,47,26,55,2,9,0,0,0,0,22,51,12,42,11,43,3,6,5,9,14,19,7,10,27,61,21,58,1,3,2,4,1,3,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,2,1,2,0,1,0,0,0,0,0,0,3,12,4,14,1,4,0,0,3,3,3,5,6,16,7,19,0,1,0,0,1,2,0,0,9,29,7,28,2,2,5,9,11,14,3,4,21,43,13,37,1,1,2,4,0,1,0,0
"red","Decision - Unanimous",1,0,65,157,34,128,69,163,35,130,0,1,0,0,0,0,29,64,0,0,23,50,11,31,23,50,11,31,0,0,0,0,0,0,0,26,0,0,11,39,11,50,13,41,12,52,0,1,0,0,0,0,7,32,1,0,31,68,12,47,33,72,12,47,0,0,0,0,0,0,22,6,32,117,23,111,24,28,7,11,9,12,4,6,54,134,34,125,0,2,0,0,11,21,0,3,10,35,8,27,7,7,1,1,6,8,2,3,23,50,11,31,0,0,0,0,0,0,0,0,8,33,5,42,3,5,4,5,0,1,2,3,11,39,11,50,0,0,0,0,0,0,0,0,14,49,10,42,14,16,2,5,3,3,0,0,20,45,12,44,0,2,0,0,11,21,0,3
"red","Decision - Unanimous",0,0,20,42,10,32,66,109,27,70,3,5,1,6,0,0,598,127,0,0,6,14,6,16,13,22,12,32,1,2,0,1,0,0,163,34,0,0,6,13,2,9,31,51,7,19,1,1,0,0,0,0,256,14,0,0,8,15,2,7,22,36,8,19,1,2,1,5,0,0,179,79,11,28,6,24,3,6,0,2,6,8,4,6,9,24,8,29,0,2,2,3,11,16,0,0,2,7,2,10,2,3,0,1,2,4,4,5,4,11,6,16,0,1,0,0,2,2,0,0,3,8,2,9,1,3,0,0,2,2,0,0,3,6,0,6,0,0,2,3,3,7,0,0,6,13,2,5,0,0,0,1,2,2,0,1,2,7,2,7,0,1,0,0,6,7,0,0
"blue","Decision - Unanimous",0,0,47,114,46,122,59,134,69,152,4,8,5,11,0,0,141,227,0,0,20,40,13,48,20,42,19,55,1,2,1,3,0,0,18,48,0,0,8,18,12,25,18,32,25,42,1,2,3,4,0,0,47,146,0,0,19,56,21,49,21,60,25,55,2,4,1,4,0,0,76,33,20,81,38,110,10,12,3,5,17,21,5,7,40,104,45,119,7,10,1,3,0,0,0,0,8,26,8,39,1,1,2,4,11,13,3,5,19,39,13,48,1,1,0,0,0,0,0,0,2,9,11,24,1,2,0,0,5,7,1,1,7,16,12,25,1,2,0,0,0,0,0,0,10,46,19,47,8,9,1,1,1,1,1,1,14,49,20,46,5,7,1,3,0,0,0,0
"blue","Decision - Unanimous",0,0,48,100,78,177,113,174,88,187,0,1,0,0,0,0,193,88,0,0,14,27,23,57,14,27,23,57,0,0,0,0,0,0,0,0,0,0,28,57,27,75,29,58,28,76,0,0,0,0,0,0,30,64,0,0,6,16,28,45,70,89,37,54,0,1,0,0,0,0,163,24,24,72,39,127,8,11,28,38,16,17,11,12,48,99,65,161,0,1,13,16,0,0,0,0,3,14,7,35,2,3,8,14,9,10,8,8,14,27,23,57,0,0,0,0,0,0,0,0,15,42,12,55,6,8,12,16,7,7,3,4,28,56,24,71,0,1,3,4,0,0,0,0,6,16,20,37,0,0,8,8,0,0,0,0,6,16,18,33,0,0,10,12,0,0,0,0
"red","Decision - Unanimous",1,0,88,230,84,182,88,230,84,182,0,0,0,0,0,0,2,0,1,0,15,38,31,63,15,38,31,63,0,0,0,0,0,0,0,0,0,0,30,71,26,56,30,71,26,56,0,0,0,0,0,0,0,0,0,0,43,121,27,63,43,121,27,63,0,0,0,0,0,0,2,0,50,173,9,73,17,34,28,51,21,23,47,58,87,228,84,182,0,0,0,0,1,2,0,0,5,19,3,22,4,12,11,17,6,7,17,24,15,38,31,63,0,0,0,0,0,0,0,0,17,54,3,19,7,11,6,17,6,6,17,20,30,71,26,56,0,0,0,0,0,0,0,0,28,100,3,32,6,11,11,17,9,10,13,14,42,119,27,63,0,0,0,0,1,2,0,0
"blue","Decision - Split",0,1,44,101,46,124,68,126,51,130,0,0,0,7,3,0,171,148,0,1,7,14,10,34,8,15,10,34,0,0,0,4,1,0,18,130,0,0,16,43,21,55,23,51,21,55,0,0,0,1,0,0,34,0,0,0,21,44,15,35,37,60,20,41,0,0,0,2,2,0,119,18,17,63,19,78,10,19,22,40,17,19,5,6,34,81,40,115,0,0,2,2,10,20,4,7,0,4,4,17,2,5,3,14,5,5,3,3,7,14,7,30,0,0,2,2,0,0,1,2,4,24,9,37,5,11,12,17,7,8,0,1,15,42,21,55,0,0,0,0,1,1,0,0,13,35,6,24,3,3,7,9,5,6,2,2,12,25,12,30,0,0,0,0,9,19,3,5
"blue","Decision - Unanimous",0,0,30,98,68,110,62,137,81,126,0,3,1,8,0,4,144,291,0,0,14,26,10,17,35,49,12,19,0,1,1,5,0,2,71,101,0,0,7,27,29,45,13,37,38,57,0,2,0,2,0,2,50,140,0,0,9,45,29,48,14,51,31,50,0,0,0,1,0,0,23,50,25,88,50,90,4,9,13,14,1,1,5,6,23,88,48,83,7,10,12,13,0,0,8,14,11,21,7,14,2,4,2,2,1,1,1,1,7,18,7,14,7,8,3,3,0,0,0,0,6,25,25,41,1,2,3,3,0,0,1,1,7,26,18,28,0,1,3,3,0,0,8,14,8,42,18,35,1,3,8,9,0,0,3,4,9,44,23,41,0,1,6,7,0,0,0,0
"red","Decision - Unanimous",0,0,80,137,26,61,85,142,39,75,0,1,1,4,0,0,83,154,0,0,36,49,9,21,39,52,10,22,0,1,0,2,0,0,43,54,0,0,29,53,11,24,29,53,12,26,0,0,0,0,0,0,40,0,0,0,15,35,6,16,17,37,17,27,0,0,1,2,0,0,0,100,27,61,21,49,35,56,4,8,18,20,1,4,42,86,13,47,38,50,13,14,0,1,0,0,17,27,7,17,13,16,2,3,6,6,0,1,12,22,2,13,24,27,7,8,0,0,0,0,7,19,8,17,14,25,2,4,8,9,1,3,16,33,7,20,13,20,4,4,0,0,0,0,3,15,6,15,8,15,0,1,4,5,0,0,14,31,4,14,1,3,2,2,0,1,0,0
"red","Decision - Unanimous",0,0,109,263,46,171,109,263,46,171,0,1,0,0,0,0,0,0,0,0,40,94,19,64,40,94,19,64,0,0,0,0,0,0,0,0,0,0,29,79,14,52,29,79,14,52,0,0,0,0,0,0,0,0,0,0,40,90,13,55,40,90,13,55,0,1,0,0,0,0,0,0,57,192,26,140,41,58,11,20,11,13,9,11,109,261,46,171,0,2,0,0,0,0,0,0,21,69,9,53,15,19,5,6,4,6,5,5,40,94,19,64,0,0,0,0,0,0,0,0,11,58,9,43,15,18,2,4,3,3,3,5,29,79,14,52,0,0,0,0,0,0,0,0,25,65,8,44,11,21,4,10,4,4,1,1,40,88,13,55,0,2,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,68,171,69,149,93,203,72,152,2,5,0,1,0,0,147,39,0,0,29,70,26,59,36,80,27,60,1,3,0,0,0,0,36,15,0,0,17,41,13,36,35,63,14,37,1,1,0,0,0,0,111,0,0,0,22,60,30,54,22,60,31,55,0,1,0,1,0,0,0,24,65,165,34,102,3,6,22,34,0,0,13,13,66,169,65,143,2,2,2,3,0,0,2,3,27,66,13,39,2,4,7,14,0,0,6,6,27,68,24,56,2,2,2,3,0,0,0,0,16,40,7,27,1,1,4,7,0,0,2,2,17,41,13,36,0,0,0,0,0,0,0,0,22,59,14,36,0,1,11,13,0,0,5,5,22,60,28,51,0,0,0,0,0,0,2,3
"red","Decision - Split",0,0,69,136,35,93,70,137,40,98,0,0,1,7,0,0,0,123,0,0,13,41,10,29,13,41,10,29,0,0,0,0,0,0,0,0,0,0,36,58,21,54,37,59,26,59,0,0,1,2,0,0,0,77,0,0,20,37,4,10,20,37,4,10,0,0,0,5,0,0,0,46,31,80,31,88,14,21,4,5,24,35,0,0,69,136,34,92,0,0,0,0,0,0,1,1,3,24,10,29,3,5,0,0,7,12,0,0,13,41,10,29,0,0,0,0,0,0,0,0,20,38,18,50,8,9,3,4,8,11,0,0,36,58,20,53,0,0,0,0,0,0,1,1,8,18,3,9,3,7,1,1,9,12,0,0,20,37,4,10,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,67,166,54,112,86,185,70,133,1,6,3,9,0,1,84,317,0,0,7,18,13,20,13,24,19,30,0,1,3,3,0,1,18,202,0,0,25,59,18,43,37,71,22,48,1,3,0,3,0,0,29,75,0,0,35,89,23,49,36,90,29,55,0,2,0,3,0,0,37,40,47,142,35,91,13,16,10,12,7,8,9,9,61,158,49,105,5,7,4,6,1,1,1,1,4,15,6,13,2,2,3,3,1,1,4,4,7,18,10,17,0,0,2,2,0,0,1,1,16,49,10,34,6,7,4,5,3,3,4,4,22,54,18,42,3,5,0,1,0,0,0,0,27,78,19,44,5,7,3,4,3,4,1,1,32,86,21,46,2,2,2,3,1,1,0,0
"blue","Decision - Unanimous",0,1,25,81,72,148,38,95,93,174,0,1,1,2,0,0,0,292,0,0,11,35,22,46,11,35,24,51,0,1,1,2,0,0,0,29,0,0,12,40,23,53,12,40,23,53,0,0,0,0,0,0,0,0,0,1,2,6,27,49,15,20,46,70,0,0,0,0,0,0,0,263,12,57,69,145,4,12,3,3,9,12,0,0,23,77,42,97,0,0,1,1,2,4,29,50,4,20,19,43,4,10,3,3,3,5,0,0,11,35,16,38,0,0,1,1,0,0,5,7,6,32,23,53,0,1,0,0,6,7,0,0,12,40,23,53,0,0,0,0,0,0,0,0,2,5,27,49,0,1,0,0,0,0,0,0,0,2,3,6,0,0,0,0,2,4,24,43
"red","Decision - Unanimous",0,0,38,54,17,30,58,77,59,72,4,5,1,4,1,0,399,326,0,0,9,15,5,10,12,19,23,28,0,1,0,2,0,0,48,154,0,0,16,21,5,11,21,26,24,30,2,2,1,2,1,0,157,104,0,0,13,18,7,9,25,32,12,14,2,2,0,0,0,0,194,68,29,40,8,18,3,6,8,11,6,8,1,1,10,24,9,22,9,9,8,8,19,21,0,0,6,9,1,6,1,3,4,4,2,3,0,0,5,11,1,6,4,4,4,4,0,0,0,0,13,16,2,5,1,2,2,5,2,3,1,1,2,6,4,10,1,1,1,1,13,14,0,0,10,15,5,7,1,1,2,2,2,2,0,0,3,7,4,6,4,4,3,3,6,7,0,0
"blue","Decision - Unanimous",0,0,19,46,16,22,36,65,19,26,0,0,4,16,1,0,90,436,0,0,5,10,4,7,17,22,5,8,0,0,1,9,0,0,8,164,0,0,2,10,3,3,2,10,5,6,0,0,1,1,0,0,0,169,0,0,12,26,9,12,17,33,9,12,0,0,2,6,1,0,82,103,16,43,7,12,1,1,6,7,2,2,3,3,12,37,15,20,3,3,0,1,4,6,1,1,5,10,2,4,0,0,1,2,0,0,1,1,4,8,4,6,0,0,0,1,1,2,0,0,1,9,2,2,0,0,0,0,1,1,1,1,2,10,3,3,0,0,0,0,0,0,0,0,10,24,3,6,1,1,5,5,1,1,1,1,6,19,8,11,3,3,0,0,3,4,1,1
"red","Decision - Split",0,0,74,129,57,110,163,223,97,159,0,3,3,8,0,0,215,249,0,0,33,56,17,35,68,92,35,53,0,1,0,2,0,0,124,20,0,0,31,57,28,40,49,78,30,43,0,1,1,2,0,0,10,78,0,0,10,16,12,35,46,53,32,63,0,1,2,4,0,0,81,151,54,101,26,74,9,13,6,7,11,15,25,29,62,112,33,69,11,15,6,8,1,2,18,33,26,45,9,26,4,5,3,4,3,6,5,5,28,50,13,29,5,6,4,6,0,0,0,0,19,41,8,17,5,8,2,2,7,8,18,21,26,49,17,29,4,6,0,0,1,2,11,11,9,15,9,31,0,0,1,1,1,1,2,3,8,13,3,11,2,3,2,2,0,0,7,22
