"winner","win_method","red_kd_tot","blue_kd_tot","red_sig_str_tot","red_sig_str_attempt_tot","blue_sig_str_tot","blue_sig_str_attempt_tot","red_tot_str_tot","red_tot_str_attempt_tot","blue_tot_str_tot","blue_tot_str_attempt_tot","red_td_tot","red_td_attempt_tot","blue_td_tot","blue_td_attempt_tot","red_sub_attempt_tot","blue_sub_attempt_tot","red_ctrl_time_tot","blue_ctrl_time_tot","red_kd_rnd_1","blue_kd_rnd_1","red_sig_str_rnd_1","red_sig_str_attempt_rnd_1","blue_sig_str_rnd_1","blue_sig_str_attempt_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","red_td_rnd_1","red_td_attempt_rnd_1","blue_td_rnd_1","blue_td_attempt_rnd_1","red_sub_attempt_rnd_1","blue_sub_attempt_rnd_1","red_ctrl_time_rnd_1","blue_ctrl_time_rnd_1","red_kd_rnd_2","blue_kd_rnd_2","red_sig_str_rnd_2","red_sig_str_attempt_rnd_2","blue_sig_str_rnd_2","blue_sig_str_attempt_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","red_td_rnd_2","red_td_attempt_rnd_2","blue_td_rnd_2","blue_td_attempt_rnd_2","red_sub_attempt_rnd_2","blue_sub_attempt_rnd_2","red_ctrl_time_rnd_2","blue_ctrl_time_rnd_2","red_kd_rnd_3","blue_kd_rnd_3","red_sig_str_rnd_3","red_sig_str_attempt_rnd_3","blue_sig_str_rnd_3","blue_sig_str_attempt_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","red_td_rnd_3","red_td_attempt_rnd_3","blue_td_rnd_3","blue_td_attempt_rnd_3","red_sub_attempt_rnd_3","blue_sub_attempt_rnd_3","red_ctrl_time_rnd_3","blue_ctrl_time_rnd_3","red_sig_str_head_tot","red_sig_str_head_attempt_tot","blue_sig_str_head_tot","blue_sig_str_head_attempt_tot","red_sig_str_body_tot","red_sig_str_body_attempt_tot","blue_sig_str_body_tot","blue_sig_str_body_attempt_tot","red_sig_str_leg_tot","red_sig_str_leg_attempt_tot","blue_sig_str_leg_tot","blue_sig_str_leg_attempt_tot","red_sig_str_dist_tot","red_sig_str_dist_attempt_tot","blue_sig_str_dist_tot","blue_sig_str_dist_attempt_tot","red_sig_str_clinch_tot","red_sig_str_clinch_attempt_tot","blue_sig_str_clinch_tot","blue_sig_str_clinch_attempt_tot","red_sig_str_gnd_tot","red_sig_str_gnd_attempt_tot","blue_sig_str_gnd_tot","blue_sig_str_gnd_attempt_tot","red_sig_str_head_rnd_1","red_sig_str_head_attempt_rnd_1","blue_sig_str_head_rnd_1","blue_sig_str_head_attempt_rnd_1","red_sig_str_body_rnd_1","red_sig_str_body_attempt_rnd_1","blue_sig_str_body_rnd_1","blue_sig_str_body_attempt_rnd_1","red_sig_str_leg_rnd_1","red_sig_str_leg_attempt_rnd_1","blue_sig_str_leg_rnd_1","blue_sig_str_leg_attempt_rnd_1","red_sig_str_dist_rnd_1","red_sig_str_dist_attempt_rnd_1","blue_sig_str_dist_rnd_1","blue_sig_str_dist_attempt_rnd_1","red_sig_str_clinch_rnd_1","red_sig_str_clinch_attempt_rnd_1","blue_sig_str_clinch_rnd_1","blue_sig_str_clinch_attempt_rnd_1","red_sig_str_gnd_rnd_1","red_sig_str_gnd_attempt_rnd_1","blue_sig_str_gnd_rnd_1","blue_sig_str_gnd_attempt_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_attempt_rnd_2","blue_sig_str_head_rnd_2","blue_sig_str_head_attempt_rnd_2","red_sig_str_body_rnd_2","red_sig_str_body_attempt_rnd_2","blue_sig_str_body_rnd_2","blue_sig_str_body_attempt_rnd_2","red_sig_str_leg_rnd_2","red_sig_str_leg_attempt_rnd_2","blue_sig_str_leg_rnd_2","blue_sig_str_leg_attempt_rnd_2","red_sig_str_dist_rnd_2","red_sig_str_dist_attempt_rnd_2","blue_sig_str_dist_rnd_2","blue_sig_str_dist_attempt_rnd_2","red_sig_str_clinch_rnd_2","red_sig_str_clinch_attempt_rnd_2","blue_sig_str_clinch_rnd_2","blue_sig_str_clinch_attempt_rnd_2","red_sig_str_gnd_rnd_2","red_sig_str_gnd_attempt_rnd_2","blue_sig_str_gnd_rnd_2","blue_sig_str_gnd_attempt_rnd_2","red_sig_str_head_rnd_3","red_sig_str_head_attempt_rnd_3","blue_sig_str_head_rnd_3","blue_sig_str_head_attempt_rnd_3","red_sig_str_body_rnd_3","red_sig_str_body_attempt_rnd_3","blue_sig_str_body_rnd_3","blue_sig_str_body_attempt_rnd_3","red_sig_str_leg_rnd_3","red_sig_str_leg_attempt_rnd_3","blue_sig_str_leg_rnd_3","blue_sig_str_leg_attempt_rnd_3","red_sig_str_dist_rnd_3","red_sig_str_dist_attempt_rnd_3","blue_sig_str_dist_rnd_3","blue_sig_str_dist_attempt_rnd_3","red_sig_str_clinch_rnd_3","red_sig_str_clinch_attempt_rnd_3","blue_sig_str_clinch_rnd_3","blue_sig_str_clinch_attempt_rnd_3","red_sig_str_gnd_rnd_3","red_sig_str_gnd_attempt_rnd_3","blue_sig_str_gnd_rnd_3","blue_sig_str_gnd_attempt_rnd_3"
"red","Decision - Unanimous",0,0,34,103,27,65,107,183,31,70,4,8,0,0,1,0,478,2,0,0,6,49,21,47,9,52,22,49,1,2,0,0,0,0,36,2,0,0,18,30,1,3,53,66,3,5,1,1,0,0,1,0,248,0,0,0,10,24,5,15,45,65,6,16,2,5,0,0,0,0,194,0,16,80,22,60,7,9,3,3,11,14,2,2,9,66,21,58,16,21,6,7,9,16,0,0,5,44,16,42,1,3,3,3,0,2,2,2,5,45,15,40,1,4,6,7,0,0,0,0,6,17,1,3,4,4,0,0,8,9,0,0,1,6,1,3,10,11,0,0,7,13,0,0,5,19,5,15,2,2,0,0,3,3,0,0,3,15,5,15,5,6,0,0,2,3,0,0
"red","Decision - Unanimous",0,0,91,193,41,145,91,193,43,147,1,4,0,4,1,1,46,24,0,0,36,66,11,54,36,66,11,54,0,1,0,1,0,0,1,0,0,0,31,53,9,37,31,53,9,37,1,1,0,3,1,1,45,15,0,0,24,74,21,54,24,74,23,56,0,2,0,0,0,0,0,9,75,170,34,135,16,23,6,9,0,0,1,1,89,187,35,134,2,6,5,10,0,0,1,1,29,57,11,53,7,9,0,1,0,0,0,0,36,66,8,49,0,0,3,5,0,0,0,0,26,46,6,33,5,7,2,3,0,0,1,1,29,49,8,34,2,4,0,2,0,0,1,1,20,67,17,49,4,7,4,5,0,0,0,0,24,72,19,51,0,2,2,3,0,0,0,0
"red","Decision - Unanimous",0,1,71,190,38,82,192,327,44,88,2,6,4,4,0,0,383,165,0,1,43,92,18,35,70,123,20,37,1,3,1,1,0,0,101,77,0,0,9,26,8,14,80,107,12,18,1,1,1,1,0,0,214,38,0,0,19,72,12,33,42,97,12,33,0,2,2,2,0,0,68,50,43,157,31,71,16,19,4,7,12,14,3,4,34,113,26,56,22,40,9,19,15,37,3,7,25,71,12,28,13,15,4,5,5,6,2,2,14,37,9,16,21,37,9,18,8,18,0,1,7,23,7,11,1,1,0,1,1,2,1,2,3,9,5,10,0,0,0,0,6,17,3,4,11,63,12,32,2,3,0,1,6,6,0,0,17,67,12,30,1,3,0,1,1,2,0,2
"red","Decision - Unanimous",0,0,48,81,22,35,276,321,40,53,4,7,1,1,0,0,671,23,0,0,15,36,21,33,35,59,26,38,2,4,1,1,0,0,111,21,0,0,13,18,0,0,73,81,10,10,1,1,0,0,0,0,281,0,0,0,20,27,1,2,168,181,4,5,1,2,0,0,0,0,279,2,18,45,11,18,24,29,1,3,6,7,10,14,3,19,18,27,17,25,4,8,28,37,0,0,2,17,10,16,8,13,1,3,5,6,10,14,1,15,17,26,13,19,4,7,1,2,0,0,12,17,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12,16,0,0,4,11,1,2,15,15,0,0,1,1,0,0,2,3,1,1,3,5,0,1,15,19,0,0
"red","Decision - Unanimous",1,0,45,62,37,76,70,89,74,114,7,10,0,2,0,0,249,131,1,0,20,27,9,19,26,34,17,27,4,6,0,1,0,0,78,31,0,0,18,21,11,28,25,28,21,39,3,4,0,0,0,0,95,51,0,0,7,14,17,29,19,27,36,48,0,0,0,1,0,0,76,49,24,35,15,46,16,22,10,13,5,5,12,17,13,23,8,39,22,27,28,36,10,12,1,1,10,16,0,6,8,9,3,5,2,2,6,8,4,9,1,9,10,10,8,10,6,8,0,0,10,11,5,19,5,7,3,4,3,3,3,5,8,10,3,16,7,8,7,11,3,3,1,1,4,8,10,21,3,6,4,4,0,0,3,4,1,4,4,14,5,9,13,15,1,1,0,0
"red","Decision - Split",0,0,49,99,49,135,75,127,70,158,4,11,0,8,1,0,530,50,0,0,24,47,19,57,39,62,24,62,1,2,0,1,1,0,154,1,0,0,15,25,7,13,20,31,14,21,1,5,0,5,0,0,208,29,0,0,10,27,23,65,16,34,32,75,2,4,0,2,0,0,168,20,15,59,39,120,4,9,7,11,30,31,3,4,21,57,36,117,19,29,12,17,9,13,1,1,13,34,17,53,2,4,1,3,9,9,1,1,14,30,17,53,4,8,2,4,6,9,0,0,2,9,4,10,1,3,1,1,12,13,2,2,1,5,4,9,11,16,3,4,3,4,0,0,0,16,18,57,1,2,5,7,9,9,0,1,6,22,15,55,4,5,7,9,0,0,1,1
"red","Decision - Unanimous",0,0,40,70,7,20,174,232,18,32,4,7,0,0,2,0,608,121,0,0,17,26,4,6,35,48,11,13,2,4,0,0,0,0,213,22,0,0,10,20,1,3,91,121,3,5,1,2,0,0,1,0,246,30,0,0,13,24,2,11,48,63,4,14,1,1,0,0,1,0,149,69,15,40,1,10,18,22,3,6,7,8,3,4,11,27,4,15,16,20,2,3,13,23,1,2,4,11,0,1,9,10,1,1,4,5,3,4,4,11,3,5,11,13,1,1,2,2,0,0,7,17,0,0,1,1,1,3,2,2,0,0,2,5,0,2,1,1,1,1,7,14,0,0,4,12,1,9,8,11,1,2,1,1,0,0,5,11,1,8,4,6,0,1,4,7,1,2
"red","Decision - Unanimous",0,0,27,64,26,86,70,115,66,129,3,7,1,5,0,1,308,138,0,0,9,20,4,6,51,69,19,22,2,2,0,1,0,1,240,5,0,0,3,7,7,25,4,9,31,51,1,3,1,1,0,0,59,115,0,0,15,37,15,55,15,37,16,56,0,2,0,3,0,0,9,18,24,60,18,76,3,4,3,4,0,0,5,6,17,44,18,71,1,3,3,4,9,17,5,11,9,20,3,4,0,0,1,1,0,0,0,1,0,3,1,3,0,0,2,2,9,17,1,1,3,7,4,21,0,0,1,2,0,0,2,2,3,7,3,15,0,0,0,0,0,0,4,10,12,33,11,51,3,4,1,1,0,0,3,3,14,34,14,53,1,3,1,2,0,0,0,0
"red","Decision - Split",0,0,21,41,45,82,80,106,67,107,7,7,2,6,2,2,361,191,0,0,6,15,14,31,16,25,21,38,3,3,1,3,0,1,51,73,0,0,6,13,24,37,30,39,28,43,2,2,1,3,0,0,82,103,0,0,9,13,7,14,34,42,18,26,2,2,0,0,2,1,228,15,13,32,18,47,4,4,19,24,4,5,8,11,10,24,23,49,2,4,6,10,9,13,16,23,1,10,6,19,2,2,5,7,3,3,3,5,5,12,8,21,1,2,0,2,0,1,6,8,3,9,8,18,2,2,11,13,1,2,5,6,5,11,12,21,1,2,6,8,0,0,6,8,9,13,4,10,0,0,3,4,0,0,0,0,0,1,3,7,0,0,0,0,9,12,4,7
"red","Decision - Split",1,0,25,84,46,179,61,122,67,200,9,11,0,1,0,0,314,4,1,0,12,28,9,37,36,54,12,40,3,3,0,1,0,0,158,0,0,0,6,31,20,62,18,43,26,68,2,3,0,0,0,0,97,0,0,0,7,25,17,80,7,25,29,92,4,5,0,0,0,0,59,4,25,84,31,158,0,0,3,4,0,0,12,17,17,67,44,172,5,9,2,7,3,8,0,0,12,28,6,33,0,0,1,1,0,0,2,3,4,13,8,33,5,8,1,4,3,7,0,0,6,31,11,50,0,0,0,0,0,0,9,12,6,29,20,62,0,1,0,0,0,1,0,0,7,25,14,75,0,0,2,3,0,0,1,2,7,25,16,77,0,0,1,3,0,0,0,0
"red","Decision - Split",0,0,24,68,16,25,38,90,148,164,0,0,2,5,0,5,653,145,0,0,6,21,5,10,9,29,42,48,0,0,1,3,0,2,235,23,0,0,7,20,5,8,12,26,81,88,0,0,0,0,0,0,281,0,0,0,11,27,6,7,17,35,25,28,0,0,1,2,0,3,137,122,22,66,10,18,1,1,4,5,1,1,2,2,2,3,4,11,0,0,0,2,22,65,12,12,6,21,2,7,0,0,2,2,0,0,1,1,0,0,2,6,0,0,0,1,6,21,3,3,6,19,3,5,0,0,2,3,1,1,0,0,0,0,1,3,0,0,0,1,7,20,4,4,10,26,5,6,1,1,0,0,0,0,1,1,2,3,1,2,0,0,0,0,9,24,5,5
"red","Decision - Split",0,0,36,88,39,96,43,96,47,106,4,6,0,0,0,0,306,93,0,0,18,36,10,21,21,40,10,21,2,2,0,0,0,0,105,1,0,0,11,31,8,26,14,34,9,27,1,2,0,0,0,0,147,3,0,0,7,21,21,49,8,22,28,58,1,2,0,0,0,0,54,89,18,64,14,66,3,5,22,27,15,19,3,3,21,59,31,82,4,8,8,13,11,21,0,1,9,26,2,13,2,2,7,7,7,8,1,1,8,21,10,21,2,4,0,0,8,11,0,0,5,24,4,19,1,2,4,7,5,5,0,0,8,19,6,22,1,3,2,4,2,9,0,0,4,14,8,34,0,1,11,13,3,6,2,2,5,19,15,39,1,1,6,9,1,1,0,1
"red","Decision - Unanimous",0,0,18,35,7,36,124,168,22,51,7,10,1,1,0,1,663,57,0,0,8,15,0,8,49,65,0,8,2,2,0,0,0,0,267,0,0,0,6,13,4,17,36,53,10,23,2,3,1,1,0,1,157,57,0,0,4,7,3,11,39,50,12,20,3,5,0,0,0,0,239,0,17,32,5,34,1,3,1,1,0,0,1,1,5,14,6,31,1,2,0,3,12,19,1,2,8,15,0,8,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,8,14,0,0,6,11,2,15,0,2,1,1,0,0,1,1,5,11,4,15,0,1,0,1,1,1,0,1,3,6,3,11,1,1,0,0,0,0,0,0,0,2,2,10,1,1,0,0,3,4,1,1
"red","Decision - Split",0,0,59,166,73,198,73,180,91,216,0,1,0,0,0,0,6,3,0,0,17,40,25,59,22,45,31,65,0,0,0,0,0,0,2,0,0,0,18,51,26,65,26,59,37,76,0,1,0,0,0,0,4,3,0,0,24,75,22,74,25,76,23,75,0,0,0,0,0,0,0,0,29,122,34,150,27,40,14,19,3,4,25,29,53,154,58,167,6,12,15,31,0,0,0,0,8,29,8,40,9,11,5,6,0,0,12,13,16,38,23,54,1,2,2,5,0,0,0,0,11,41,14,49,7,10,3,5,0,0,9,11,15,47,17,48,3,4,9,17,0,0,0,0,10,52,12,61,11,19,6,8,3,4,4,5,22,69,18,65,2,6,4,9,0,0,0,0
"red","Decision - Unanimous",0,0,39,77,6,39,77,117,17,52,0,0,0,11,0,0,536,15,0,0,11,16,2,11,29,35,6,15,0,0,0,3,0,0,168,0,0,0,13,25,1,9,16,28,6,15,0,0,0,5,0,0,186,15,0,0,15,36,3,19,32,54,5,22,0,0,0,3,0,0,182,0,32,70,2,33,6,6,0,1,1,1,4,5,16,44,6,36,6,6,0,3,17,27,0,0,10,15,1,10,1,1,0,0,0,0,1,1,9,14,2,11,1,1,0,0,1,1,0,0,9,21,1,8,3,3,0,1,1,1,0,0,3,13,1,8,3,3,0,1,7,9,0,0,13,34,0,15,2,2,0,0,0,0,3,4,4,17,3,17,2,2,0,2,9,17,0,0
"red","Decision - Unanimous",1,0,79,296,63,181,84,301,65,183,0,1,0,2,0,0,22,0,0,0,33,107,16,57,33,107,16,57,0,0,0,0,0,0,3,0,1,0,24,80,19,52,29,85,21,54,0,1,0,1,0,0,19,0,0,0,22,109,28,72,22,109,28,72,0,0,0,1,0,0,0,0,48,254,31,144,10,19,20,23,21,23,12,14,76,291,62,179,1,1,0,1,2,4,1,1,22,91,7,48,4,8,5,5,7,8,4,4,33,106,16,57,0,0,0,0,0,1,0,0,11,66,8,37,3,4,6,9,10,10,5,6,21,76,18,50,1,1,0,1,2,3,1,1,15,97,16,59,3,7,9,9,4,5,3,4,22,109,28,72,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,27,45,20,55,81,104,95,132,7,8,0,1,0,2,560,76,0,0,13,23,3,13,17,29,15,26,2,2,0,1,0,1,225,0,0,0,12,15,7,19,45,51,18,30,3,4,0,0,0,0,182,43,0,0,2,7,10,23,19,24,62,76,2,2,0,0,0,1,153,33,9,22,9,36,4,8,4,9,14,15,7,10,4,13,11,40,6,9,7,11,17,23,2,4,8,16,0,9,1,3,2,3,4,4,1,1,1,4,2,11,3,5,1,2,9,14,0,0,1,2,1,8,3,5,1,4,8,8,5,7,3,4,1,11,3,4,6,8,6,7,0,0,0,4,8,19,0,0,1,2,2,3,1,2,0,5,8,18,0,0,0,1,2,2,2,4
"red","Decision - Unanimous",0,0,14,22,10,22,70,82,101,116,7,19,0,0,0,0,682,139,0,0,8,15,1,5,37,46,8,12,1,2,0,0,0,0,276,0,0,0,6,7,3,7,33,36,12,16,3,7,0,0,0,0,261,13,0,0,0,0,6,10,0,0,81,88,3,10,0,0,0,0,145,126,14,22,6,18,0,0,3,3,0,0,1,1,0,0,1,10,2,4,5,8,12,18,4,4,8,15,1,5,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,7,12,1,1,6,7,2,6,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,5,5,6,1,1,0,0,3,7,0,0,2,2,0,0,1,1,0,0,1,5,0,0,3,3,0,0,2,2
"red","Decision - Split",0,0,10,32,21,74,69,95,93,153,3,10,1,1,2,0,478,237,0,0,2,6,4,14,36,44,11,26,1,2,0,0,0,0,257,0,0,0,7,21,9,22,19,33,39,52,1,3,0,0,1,0,170,71,0,0,1,5,8,38,14,18,43,75,1,5,1,1,1,0,51,166,10,32,10,56,0,0,8,15,0,0,3,3,1,9,8,45,1,3,9,21,8,20,4,8,2,6,1,11,0,0,2,2,0,0,1,1,0,3,3,13,0,0,0,0,2,3,1,1,7,21,3,13,0,0,4,7,0,0,2,2,1,3,3,13,0,1,4,7,6,17,2,2,1,5,6,32,0,0,2,6,0,0,0,0,0,3,2,19,1,2,5,14,0,0,1,5
"red","Decision - Unanimous",0,0,61,137,20,56,110,193,34,73,4,6,1,3,2,0,638,50,0,0,22,60,9,24,39,78,11,26,0,0,1,2,1,0,139,45,0,0,29,59,5,17,52,84,13,26,1,3,0,0,0,0,221,0,0,0,10,18,6,15,19,31,10,21,3,3,0,1,1,0,278,5,50,120,13,48,9,14,4,5,2,3,3,3,18,56,15,44,19,38,5,12,24,43,0,0,17,52,5,20,5,7,2,2,0,1,2,2,9,34,8,21,5,10,1,3,8,16,0,0,23,50,2,13,4,7,2,3,2,2,1,1,9,20,4,14,12,24,1,3,8,15,0,0,10,18,6,15,0,0,0,0,0,0,0,0,0,2,3,9,2,4,3,6,8,12,0,0
"red","Decision - Unanimous",0,0,30,55,10,29,100,139,14,33,8,10,1,2,5,1,592,30,0,0,6,16,1,6,34,49,2,7,3,4,0,0,2,0,249,0,0,0,13,21,3,9,25,35,4,10,2,3,1,2,0,1,154,29,0,0,11,18,6,14,41,55,8,16,3,3,0,0,3,0,189,1,15,37,2,17,3,4,6,8,12,14,2,4,12,25,3,18,6,12,6,7,12,18,1,4,5,15,0,4,0,0,1,1,1,1,0,1,1,4,0,5,1,3,1,1,4,9,0,0,3,8,0,4,3,4,2,3,7,9,1,2,6,11,0,3,5,8,2,3,2,2,1,3,7,14,2,9,0,0,3,4,4,4,1,1,5,10,3,10,0,1,3,3,6,7,0,1
"red","Decision - Unanimous",1,1,40,88,42,100,114,163,94,157,1,4,0,4,0,0,394,136,0,1,13,23,15,29,42,53,31,48,0,2,0,0,0,0,177,52,0,0,12,38,13,37,29,55,23,47,0,1,0,2,0,0,92,36,1,0,15,27,14,34,43,55,40,62,1,1,0,2,0,0,125,48,29,66,28,84,4,6,11,13,7,16,3,3,24,61,18,63,16,27,22,35,0,0,2,2,5,12,11,25,3,3,2,2,5,8,2,2,5,13,4,15,8,10,9,12,0,0,2,2,10,31,10,34,0,2,2,2,2,5,1,1,8,29,8,29,4,9,5,8,0,0,0,0,14,23,7,25,1,1,7,9,0,3,0,0,11,19,6,19,4,8,8,15,0,0,0,0
"red","Decision - Unanimous",0,0,98,222,70,199,133,261,91,220,1,1,1,4,0,0,147,12,0,0,33,67,31,91,33,67,33,93,0,0,0,0,0,0,0,0,0,0,32,78,23,61,42,89,35,73,1,1,1,1,0,0,66,12,0,0,33,77,16,47,58,105,23,54,0,0,0,3,0,0,81,0,63,172,46,166,21,27,21,26,14,23,3,7,69,181,56,174,21,29,14,25,8,12,0,0,16,44,23,80,11,12,8,10,6,11,0,1,30,63,26,80,3,4,5,11,0,0,0,0,24,64,16,50,1,5,5,8,7,9,2,3,23,61,18,54,3,8,5,7,6,9,0,0,23,64,7,36,9,10,8,8,1,3,1,3,16,57,12,40,15,17,4,7,2,3,0,0
"red","Decision - Unanimous",2,0,80,181,39,128,87,188,46,135,0,2,0,5,0,0,17,158,1,0,22,52,12,48,26,56,12,48,0,2,0,1,0,0,3,31,0,0,18,47,13,35,21,50,20,42,0,0,0,2,0,0,1,100,1,0,40,82,14,45,40,82,14,45,0,0,0,2,0,0,13,27,43,134,25,106,2,4,9,17,35,43,5,5,68,162,34,121,10,17,5,7,2,2,0,0,10,37,7,40,0,1,4,7,12,14,1,1,19,48,11,46,1,2,1,2,2,2,0,0,9,34,7,27,2,3,4,6,7,10,2,2,17,43,11,33,1,4,2,2,0,0,0,0,24,63,11,39,0,0,1,4,16,19,2,2,32,71,12,42,8,11,2,3,0,0,0,0
"red","Decision - Unanimous",0,0,22,61,7,42,66,111,20,57,5,7,0,0,2,0,581,13,0,0,13,39,6,24,28,55,10,28,1,2,0,0,0,0,85,0,0,0,5,17,1,14,13,28,7,21,2,3,0,0,1,0,229,8,0,0,4,5,0,4,25,28,3,8,2,2,0,0,1,0,267,5,17,55,3,37,5,6,0,1,0,0,4,4,14,46,5,32,2,2,0,6,6,13,2,4,10,35,3,21,3,4,0,0,0,0,3,3,10,33,4,21,1,1,0,1,2,5,2,2,4,16,0,13,1,1,0,0,0,0,1,1,3,11,1,10,1,1,0,4,1,5,0,0,3,4,0,3,1,1,0,1,0,0,0,0,1,2,0,1,0,0,0,1,3,3,0,2
"red","Decision - Unanimous",0,0,92,253,74,240,103,264,102,268,3,7,0,2,0,0,151,0,0,0,23,53,22,55,27,57,47,80,2,5,0,1,0,0,133,0,0,0,33,88,26,92,37,92,29,95,1,2,0,1,0,0,18,0,0,0,36,112,26,93,39,115,26,93,0,0,0,0,0,0,0,0,66,226,50,208,11,11,16,21,15,16,8,11,78,230,67,229,14,23,7,11,0,0,0,0,16,46,12,45,4,4,7,7,3,3,3,3,17,46,18,48,6,7,4,7,0,0,0,0,27,81,19,78,1,1,5,9,5,6,2,5,27,77,24,89,6,11,2,3,0,0,0,0,23,99,19,85,6,6,4,5,7,7,3,3,34,107,25,92,2,5,1,1,0,0,0,0
"red","Decision - Unanimous",0,0,31,49,15,24,142,165,62,71,6,7,0,0,0,5,627,222,0,0,17,27,7,11,34,44,32,36,3,4,0,0,0,1,203,63,0,0,6,7,6,8,24,26,23,25,2,2,0,0,0,3,131,159,0,0,8,15,2,5,84,95,7,10,1,1,0,0,0,1,293,0,26,44,10,19,4,4,5,5,1,1,0,0,7,13,4,8,5,5,4,9,19,31,7,7,14,24,4,8,2,2,3,3,1,1,0,0,5,10,3,5,5,5,2,4,7,12,2,2,5,6,4,6,1,1,2,2,0,0,0,0,2,3,1,2,0,0,0,1,4,4,5,5,7,14,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,8,15,0,0
"red","Decision - Unanimous",0,0,60,122,40,104,65,127,55,120,0,0,1,9,0,0,2,110,0,0,18,45,18,48,18,45,18,48,0,0,0,0,0,0,0,0,0,0,23,45,16,35,23,45,16,35,0,0,0,1,0,0,0,0,0,0,19,32,6,21,24,37,21,37,0,0,1,8,0,0,2,110,24,71,34,97,1,4,2,3,35,47,4,4,60,121,37,100,0,1,1,2,0,0,2,2,5,25,15,44,1,2,2,3,12,18,1,1,18,45,18,48,0,0,0,0,0,0,0,0,8,24,13,32,0,2,0,0,15,19,3,3,23,44,16,34,0,1,0,1,0,0,0,0,11,22,6,21,0,0,0,0,8,10,0,0,19,32,3,18,0,0,1,1,0,0,2,2
"red","Decision - Unanimous",0,0,65,123,50,112,88,146,58,121,1,10,4,6,1,0,82,232,0,0,3,5,22,28,14,16,30,37,0,3,3,3,0,0,6,207,0,0,30,63,9,42,31,64,9,42,0,3,1,2,0,0,12,25,0,0,32,55,19,42,43,66,19,42,1,4,0,1,1,0,64,0,52,109,37,97,10,11,8,10,3,3,5,5,61,117,28,85,4,6,9,14,0,0,13,13,2,4,15,21,0,0,5,5,1,1,2,2,2,3,3,7,1,2,6,8,0,0,13,13,24,56,8,39,5,6,1,3,1,1,0,0,29,62,9,41,1,1,0,1,0,0,0,0,26,49,14,37,5,5,2,2,1,1,3,3,30,52,16,37,2,3,3,5,0,0,0,0
"red","Decision - Unanimous",0,0,70,160,51,164,77,167,62,176,1,3,1,2,0,0,30,47,0,0,20,51,23,57,22,53,25,59,1,3,0,0,0,0,19,7,0,0,20,49,14,58,21,50,18,62,0,0,0,1,0,0,9,0,0,0,30,60,14,49,34,64,19,55,0,0,1,1,0,0,2,40,52,133,22,117,14,21,12,24,4,6,17,23,65,145,43,142,5,15,8,22,0,0,0,0,13,39,7,35,7,11,7,11,0,1,9,11,16,40,18,42,4,11,5,15,0,0,0,0,17,42,8,43,3,6,2,8,0,1,4,7,20,47,13,55,0,2,1,3,0,0,0,0,22,52,7,39,4,4,3,5,4,4,4,5,29,58,12,45,1,2,2,4,0,0,0,0
"red","Decision - Split",1,1,50,131,48,86,59,140,57,95,2,4,1,1,0,0,220,38,1,1,20,41,13,18,28,49,19,24,2,2,0,0,0,0,183,9,0,0,12,36,18,32,12,36,20,34,0,1,1,1,0,0,0,29,0,0,18,54,17,36,19,55,18,37,0,1,0,0,0,0,37,0,35,114,27,62,5,6,12,14,10,11,9,10,27,81,35,65,13,27,4,10,10,23,9,11,16,37,10,13,2,2,1,2,2,2,2,3,7,13,7,10,3,5,1,2,10,23,5,6,8,31,11,25,0,1,5,5,4,4,2,2,8,25,11,22,4,11,3,5,0,0,4,5,11,46,6,24,3,3,6,7,4,5,5,5,12,43,17,33,6,11,0,3,0,0,0,0
"red","Decision - Unanimous",0,0,102,194,85,160,212,304,133,209,2,3,0,2,0,0,479,64,0,0,35,54,32,52,83,102,46,66,0,0,0,0,0,0,181,18,0,0,33,55,20,43,70,92,40,64,1,2,0,2,0,0,153,38,0,0,34,85,33,65,59,110,47,79,1,1,0,0,0,0,145,8,54,131,42,109,42,57,15,23,6,6,28,28,56,128,48,105,43,63,37,55,3,3,0,0,13,29,17,34,16,19,6,9,6,6,9,9,15,30,14,28,20,24,18,24,0,0,0,0,16,33,4,25,17,22,6,8,0,0,10,10,19,33,10,27,11,19,10,16,3,3,0,0,25,69,21,50,9,16,3,6,0,0,9,9,22,65,24,50,12,20,9,15,0,0,0,0
