"winner","kd_rnd_1","sig_str_rnd_1","sig_str_attempt_rnd_1","tot_str_rnd_1","tot_str_attempt_rnd_1","td_rnd_1","td_attempt_rnd_1","sub_attempt_rnd_1","ctrl_time_rnd_1","kd_rnd_2","sig_str_rnd_2","sig_str_attempt_rnd_2","tot_str_rnd_2","tot_str_attempt_rnd_2","td_rnd_2","td_attempt_rnd_2","sub_attempt_rnd_2","ctrl_time_rnd_2","kd_rnd_3","sig_str_rnd_3","sig_str_attempt_rnd_3","tot_str_rnd_3","tot_str_attempt_rnd_3","td_rnd_3","td_attempt_rnd_3","sub_attempt_rnd_3","ctrl_time_rnd_3","sig_str_head_rnd_1","sig_str_head_attempt_rnd_1","sig_str_body_rnd_1","sig_str_body_attempt_rnd_1","sig_str_leg_rnd_1","sig_str_leg_attempt_rnd_1","sig_str_dist_rnd_1","sig_str_dist_attempt_rnd_1","sig_str_clinch_rnd_1","sig_str_clinch_attempt_rnd_1","sig_str_gnd_rnd_1","sig_str_gnd_attempt_rnd_1","sig_str_head_rnd_2","sig_str_head_attempt_rnd_2","sig_str_body_rnd_2","sig_str_body_attempt_rnd_2","sig_str_leg_rnd_2","sig_str_leg_attempt_rnd_2","sig_str_dist_rnd_2","sig_str_dist_attempt_rnd_2","sig_str_clinch_rnd_2","sig_str_clinch_attempt_rnd_2","sig_str_gnd_rnd_2","sig_str_gnd_attempt_rnd_2","sig_str_head_rnd_3","sig_str_head_attempt_rnd_3","sig_str_body_rnd_3","sig_str_body_attempt_rnd_3","sig_str_leg_rnd_3","sig_str_leg_attempt_rnd_3","sig_str_dist_rnd_3","sig_str_dist_attempt_rnd_3","sig_str_clinch_rnd_3","sig_str_clinch_attempt_rnd_3","sig_str_gnd_rnd_3","sig_str_gnd_attempt_rnd_3"
"blue",-2,1,13,1,14,-1,4,0,-45,0,8,39,5,37,-2,-2,0,-65,0,-16,-3,-20,-6,-1,2,0,-120,-1,7,-1,0,3,6,6,19,0,0,-5,-6,4,35,3,1,1,3,11,45,0,0,-3,-6,-14,1,-1,-3,-1,-1,-8,8,0,0,-8,-11
"red",0,18,43,19,44,0,1,0,7,0,11,22,10,21,0,1,0,9,1,14,34,14,34,0,0,0,0,0,18,10,16,8,9,17,42,1,1,0,0,-5,3,10,12,6,7,12,23,-1,-1,0,0,2,15,9,12,3,7,14,34,0,0,0,0
"red",0,-4,0,-4,0,0,-3,0,-16,0,-4,-10,-6,-12,0,3,-1,-81,0,-1,-6,-1,-6,2,3,0,17,-2,1,1,2,-3,-3,-4,0,0,0,0,0,1,2,-3,-10,-2,-2,-2,0,1,-2,-3,-8,-2,-9,-2,-1,3,4,0,-6,-1,0,0,0
"blue",0,-2,-8,-8,-15,0,2,0,-58,0,-11,-18,-12,-22,1,0,0,-44,0,-17,-30,-19,-33,1,2,1,-104,1,0,-1,-1,-2,-7,0,-6,-2,-3,0,1,-3,-7,1,0,-9,-11,-6,-13,-2,-2,-3,-3,-17,-29,0,0,0,-1,0,-3,0,0,-17,-27
"red",0,7,1,-2,-14,1,3,2,-98,0,-6,-3,23,26,3,4,1,134,0,-10,-23,-24,-37,0,3,0,-90,3,-1,2,0,2,2,1,-5,2,2,4,4,-4,0,-2,-3,0,0,-4,-11,-3,-3,1,11,-8,-22,-1,1,-1,-2,-5,-18,0,0,-5,-5
"red",0,9,12,28,31,0,0,-2,125,0,-3,-4,11,9,1,2,0,66,0,-13,-25,-12,-23,0,2,0,0,9,11,1,1,-1,0,0,0,0,0,9,12,2,4,-3,-6,-2,-2,2,0,-5,-4,0,0,-14,-20,-1,-6,2,1,-14,-27,1,2,0,0
"red",-1,-28,-39,-28,-39,0,0,0,-21,0,1,16,3,18,0,-1,0,-19,0,-2,4,-1,5,-2,-2,0,-105,-27,-37,-15,-18,14,16,-10,-14,-18,-23,0,-2,-4,9,-1,1,6,6,0,17,1,-1,0,0,-1,3,-3,-1,2,2,2,9,-4,-5,0,0
"red",0,12,7,16,12,-2,-2,0,42,0,9,11,10,10,2,3,0,-11,0,7,7,14,14,3,0,0,113,6,3,7,8,-1,-4,7,2,5,5,0,0,8,10,0,0,1,1,5,7,3,4,1,0,6,5,1,2,0,0,9,8,-3,-2,1,1
"blue",0,1,4,-7,-4,3,4,-2,-99,0,6,4,8,7,1,1,0,56,0,11,13,13,15,-1,0,0,1,-4,-2,6,7,-1,-1,1,3,0,1,0,0,2,1,4,4,0,-1,2,-1,2,2,2,3,-4,-4,14,16,1,1,5,6,6,7,0,0
"red",1,-7,-8,-12,-11,3,3,0,114,0,-8,-13,-22,-27,-2,-3,0,-24,0,-13,-16,-22,-26,3,4,0,137,-4,-7,-7,-7,4,6,0,-4,-7,-7,0,3,-4,-9,-7,-8,3,4,2,-3,-10,-10,0,0,-6,-8,-8,-9,1,1,-2,-4,-5,-4,-6,-8
"red",0,7,3,27,27,1,1,1,210,0,17,9,20,12,0,2,0,37,0,8,6,5,3,-1,-1,1,-169,10,5,-4,-4,1,2,-6,-11,-1,-3,14,17,8,-2,2,7,7,4,14,2,3,7,0,0,0,-1,1,3,7,4,7,5,2,2,-1,-1
"red",-1,3,24,6,28,1,4,0,-96,0,14,13,22,22,2,2,0,-210,0,23,29,31,40,2,3,2,-174,2,24,1,-1,0,1,-1,10,0,6,4,8,8,5,4,5,2,3,8,7,-1,-1,7,7,16,21,4,4,3,4,5,6,0,1,18,22
"blue",0,-5,-6,-5,-6,0,2,0,-15,0,-6,14,-5,15,0,3,0,5,-2,3,6,3,6,0,2,0,-24,-4,-7,-1,0,0,1,-4,-6,-1,0,0,0,-15,-6,6,17,3,3,-2,19,-4,-5,0,0,-3,-2,5,7,1,1,10,18,-2,-2,-5,-10
"blue",0,5,1,5,1,0,1,0,9,0,-5,-20,-9,-24,0,0,0,16,0,-7,-24,-7,-25,0,-1,0,-2,3,0,0,-1,2,2,1,-7,4,8,0,0,3,-9,-7,-10,-1,-1,-8,-21,3,1,0,0,-7,-18,-1,-6,1,0,-8,-24,1,0,0,0
"red",0,25,34,25,34,0,0,0,0,0,8,3,-4,-11,-1,-1,0,-100,0,16,7,5,-5,-2,-6,0,-77,12,13,-1,2,14,19,25,34,0,0,0,0,4,-2,4,3,0,2,12,9,0,-1,-4,-5,13,3,1,1,2,3,18,13,3,1,-5,-7
"red",0,22,46,18,40,1,0,0,90,0,10,9,10,9,-1,1,1,7,0,8,7,2,0,1,1,0,178,13,36,9,10,0,0,17,38,0,0,5,8,6,4,5,6,-1,-1,10,9,0,0,0,0,7,7,4,3,-3,-3,4,-3,1,1,3,9
"red",0,-2,-1,-2,-1,-1,-1,0,-4,0,-4,2,-8,-2,0,1,0,-7,0,-5,-14,-1,-8,1,5,0,165,-2,-4,0,3,0,0,-1,0,0,0,-1,-1,-1,1,-2,2,-1,-1,-2,4,-2,-2,0,0,-7,-15,2,0,0,1,-5,-14,-1,-1,1,1
"blue",0,12,7,10,5,0,-2,1,-37,0,15,15,25,28,1,-2,0,172,0,7,1,6,0,0,2,0,31,2,-2,7,6,3,3,9,4,3,3,0,0,9,10,4,3,2,2,6,3,-1,-1,10,13,2,-6,4,6,1,1,9,5,2,2,-4,-6
"blue",0,5,-7,3,-9,0,-2,0,-18,0,-3,-26,-3,-26,0,-1,0,0,-1,-4,-3,10,16,0,-2,0,19,6,-6,5,5,-6,-6,3,-10,2,3,0,0,5,-19,0,1,-8,-8,-4,-27,1,1,0,0,1,2,-3,-3,-2,-2,-6,-10,-2,-2,4,9
"red",0,17,25,21,32,1,1,-1,199,0,-10,-16,-9,-15,1,1,0,-161,0,-7,-9,3,4,1,3,0,135,15,23,2,2,0,0,-6,-6,0,0,23,31,-11,-18,0,0,1,2,-1,1,0,0,-9,-17,-7,-10,-2,-1,2,2,-4,-7,0,0,-3,-2
"red",0,15,27,15,27,-1,-4,0,-36,0,19,49,16,46,0,-3,0,-17,0,27,27,25,25,-1,-5,0,-56,5,17,6,11,4,-1,15,27,0,0,0,0,10,41,11,13,-2,-5,19,50,0,-1,0,0,9,9,14,15,4,3,28,34,1,-5,-2,-2
"blue",0,-6,-6,6,7,1,4,0,103,0,-12,-29,-15,-32,1,1,0,97,0,-29,-64,-29,-64,0,5,0,0,1,1,-1,-1,-6,-6,-10,-10,0,0,4,4,-7,-23,1,-1,-6,-5,-13,-33,-2,1,3,3,-11,-45,-2,-3,-16,-16,-30,-65,1,1,0,0
"blue",-1,-21,-22,-36,-37,-1,-3,0,-188,0,8,6,6,4,-1,-2,0,-2,0,-23,-31,-48,-59,-1,-2,0,-136,-18,-18,-3,-3,0,-1,-2,2,-1,-1,-18,-23,15,13,-4,-3,-3,-4,9,7,0,0,-1,-1,-19,-28,-4,-3,0,0,-7,-11,-2,-2,-14,-18
"blue",0,-8,3,-8,3,0,-1,0,0,0,-8,4,-7,5,0,0,0,5,0,0,4,2,7,0,-2,0,25,3,19,-2,-8,-9,-8,-8,3,0,0,0,0,4,20,-9,-11,-3,-5,-7,6,-1,-2,0,0,5,14,-4,-8,-1,-2,-6,-1,-2,-5,8,10
"red",0,27,46,27,46,0,1,0,29,-1,-7,-4,1,4,0,1,0,-16,0,7,36,8,37,0,0,0,0,1,10,16,22,10,14,15,32,12,14,0,0,-20,-22,0,1,13,17,-4,-1,-3,-3,0,0,-4,23,5,3,6,10,5,35,2,1,0,0
"red",0,9,-2,15,3,-1,-1,0,-24,0,5,15,5,15,-2,-2,0,-31,0,-7,3,-13,-3,-1,0,-1,13,-1,-6,-2,-9,12,13,5,-6,0,0,4,4,-2,6,-1,0,8,9,3,13,1,1,1,1,2,7,-2,4,-7,-8,-6,5,0,-1,-1,-1
"blue",0,3,0,3,0,0,0,0,0,0,-16,-13,-16,-13,0,0,0,0,0,-27,-30,-27,-30,0,0,0,0,-2,-4,3,3,2,1,3,0,0,0,0,0,-14,-11,3,4,-5,-6,-16,-13,0,0,0,0,-26,-32,2,5,-3,-3,-27,-30,0,0,0,0
"blue",0,-17,-13,-29,-25,0,2,0,42,0,-15,-23,-49,-59,0,6,0,31,0,-30,-37,-53,-63,0,7,0,15,-5,2,-3,-4,-9,-11,-16,-12,-1,-1,0,0,-11,-16,-3,-5,-1,-2,-11,-18,-4,-5,0,0,-21,-28,-3,-3,-6,-6,-14,-19,-10,-10,-6,-8
"red",0,-7,-5,-10,-7,3,6,0,138,0,-1,0,-1,0,2,5,1,133,0,1,9,-1,7,2,6,0,61,-5,-1,-2,-3,0,-1,-7,-7,0,2,0,0,-4,-4,0,0,3,4,-1,1,0,-1,0,0,-4,-1,-1,3,6,7,1,9,0,0,0,0
"red",0,-4,1,-4,1,0,1,0,0,1,2,1,8,8,0,1,0,-40,0,9,16,9,16,0,2,0,0,3,7,-5,-5,-2,-1,-3,2,-1,-1,0,0,6,5,-7,-7,3,3,6,3,-4,-2,0,0,9,18,-3,-6,3,4,8,15,1,1,0,0
"blue",1,-18,-28,-30,-40,0,2,0,-212,0,-32,-43,-69,-88,0,2,2,-229,-1,-20,-34,-38,-56,1,3,0,-101,-16,-27,-3,-3,1,2,-3,0,0,0,-15,-28,-30,-41,-3,-3,1,1,-1,5,1,1,-32,-49,-15,-28,-2,-3,-3,-3,-14,-15,0,0,-6,-19
"blue",0,-13,-32,-21,-41,-2,-2,1,-161,0,-5,-16,-17,-34,-2,-2,0,-239,0,6,13,22,30,-1,-6,0,-96,-7,-27,-6,-6,0,1,-3,-14,-1,-1,-9,-17,-3,-13,-1,-2,-1,-1,1,-1,-1,1,-5,-16,3,10,3,3,0,0,0,3,3,6,3,4
"blue",0,-6,-5,-13,-14,-2,-5,0,-156,0,-11,-10,-48,-50,-1,-2,0,-221,0,-7,-9,-20,-30,-2,-4,0,-209,-3,0,-2,-5,-1,0,-5,-3,0,0,-1,-2,-7,-7,-3,-3,-1,0,-4,3,0,0,-7,-13,-7,-10,-1,0,1,1,-6,-6,2,2,-3,-5
"blue",0,0,11,3,14,-2,-8,0,-203,0,-8,-8,-8,-9,-2,-5,0,-249,0,20,31,24,36,-3,-5,0,-104,1,11,0,0,-1,0,-2,11,2,0,0,0,-3,-5,-3,-1,-2,-2,-2,-1,-5,-6,-1,-1,19,32,1,-1,0,0,5,9,4,7,11,15
"blue",0,-6,15,-3,17,-1,-1,0,-39,0,-12,-7,1,7,0,0,0,-17,0,-15,-14,0,-3,-1,-1,0,-141,-7,14,-2,-2,3,3,-7,14,1,1,0,0,-8,1,-4,-8,0,0,-9,-1,-3,-6,0,0,-8,-3,-7,-11,0,0,-4,-3,-5,-2,-6,-9
"blue",0,-7,1,-6,2,0,2,0,-6,0,-2,12,-3,11,0,1,0,15,-1,-3,6,-17,-9,0,0,0,-109,1,4,-12,-7,4,4,-3,6,-4,-5,0,0,4,16,-5,-4,-1,0,-3,13,1,-1,0,0,-2,5,-5,-5,4,6,7,18,3,3,-13,-15
"blue",0,-11,-3,-13,-6,0,-1,0,-32,0,-8,-19,-8,-19,0,2,0,-7,0,3,1,-1,-3,0,2,1,-137,-4,-3,-3,-1,-4,1,-9,-1,-2,-2,0,0,-2,-11,-5,-7,-1,-1,-8,-18,1,0,-1,-1,5,3,-4,-4,2,2,1,-1,0,0,2,2
"red",0,12,5,12,5,0,0,0,0,0,-7,-15,-7,-15,0,0,0,0,0,0,-19,-2,-20,2,2,0,157,6,-1,2,2,4,4,12,5,0,0,0,0,-5,-15,0,0,-2,0,-4,-10,-3,-5,0,0,2,-13,-3,-6,1,0,-1,-20,-1,-1,2,2
"blue",0,-15,-26,-16,-27,0,0,0,3,0,-11,-16,-11,-16,0,0,0,0,0,-11,-18,-11,-18,0,-2,0,-46,-19,-32,4,4,0,2,-12,-20,-3,-6,0,0,-9,-18,0,3,-2,-1,-13,-17,2,1,0,0,-10,-20,-5,-2,4,4,-12,-18,1,0,0,0
"blue",-1,-9,-9,-15,-15,0,1,0,138,0,3,20,5,25,0,0,0,80,0,0,6,0,6,0,0,0,92,-20,-23,0,1,11,13,0,3,-7,-9,-2,-3,-9,-1,3,5,9,16,-4,12,7,8,0,0,-18,-16,9,11,9,11,5,5,-5,1,0,0
"red",0,-11,-5,-12,-4,0,3,0,-4,-1,-22,-35,-23,-37,-1,0,0,-7,1,-12,-11,-19,-22,0,0,0,163,1,9,-10,-12,-2,-2,-11,-9,2,5,-2,-1,-8,-18,-13,-16,-1,-1,-16,-28,-2,-1,-4,-6,-6,0,-6,-11,0,0,-8,-9,0,0,-4,-2
"red",0,25,43,25,43,0,0,0,0,0,16,32,16,34,0,1,0,0,0,23,35,23,35,0,0,0,0,21,35,-3,-6,7,14,25,43,0,0,0,0,14,31,-1,-3,3,4,16,34,0,-2,0,0,20,29,1,-3,2,9,23,37,0,-2,0,0
"blue",0,-7,-12,-13,-19,1,4,-2,146,-1,-4,-9,5,0,3,3,0,84,0,-18,-19,-44,-46,0,-3,0,0,-2,-6,-6,-4,1,-2,-2,-6,-1,-2,-4,-4,-1,-9,0,3,-3,-3,1,0,0,-1,-5,-8,-18,-20,-1,0,1,1,-7,-6,-9,-10,-2,-3
"blue",0,3,17,2,17,1,-1,0,-87,0,-17,-27,-20,-30,1,-2,0,-110,0,-30,-21,-46,-39,-1,0,0,-146,-3,10,0,0,6,7,3,18,0,-1,0,0,-5,-8,-14,-20,2,1,-8,-15,-9,-12,0,0,-23,-16,-6,-6,-1,1,-11,1,-1,0,-18,-22
"red",0,-1,14,-1,14,0,0,0,-2,0,2,26,1,25,0,0,0,-41,0,27,65,27,65,0,0,0,0,-1,12,5,7,-5,-5,0,17,-1,-3,0,0,8,34,2,4,-8,-12,4,29,-2,-3,0,0,19,53,1,6,7,6,27,66,0,-1,0,0
"blue",0,1,10,-2,6,-3,-3,0,-80,0,-5,-12,0,-5,-1,-1,0,-121,0,2,-1,2,3,-1,0,0,-51,-2,2,4,9,-1,-1,2,9,2,5,-3,-4,-11,-18,-6,-5,12,11,6,0,-1,1,-10,-13,-4,-9,1,-1,5,9,4,-2,-1,0,-1,1
"red",0,14,13,14,13,0,0,0,0,0,5,2,19,21,1,2,0,150,0,19,1,28,12,0,2,-1,112,8,5,2,3,4,5,11,10,3,3,0,0,5,1,0,1,0,0,-1,-6,0,0,6,8,18,0,0,0,1,1,8,-15,2,2,9,14
"blue",0,-5,-11,-15,-18,0,3,0,104,0,-1,-8,-4,-8,0,3,0,82,0,-12,-4,-20,-3,0,2,0,113,-3,-6,-2,-4,0,-1,-3,-7,-2,-4,0,0,-5,-12,-2,-3,6,7,0,-5,-1,-3,0,0,-5,0,-2,0,-5,-4,-9,-1,-3,-3,0,0
"red",0,16,25,25,37,1,2,-3,248,0,14,16,37,43,3,4,1,282,0,6,11,31,51,0,0,0,282,12,22,1,0,3,3,0,3,1,1,15,21,5,7,1,0,8,9,3,0,0,0,11,16,0,4,6,7,0,0,-2,0,1,1,7,10
"red",0,4,-13,2,-15,0,-3,1,-90,0,10,11,6,6,0,-3,0,-37,0,14,17,13,16,0,-1,0,-65,-3,-18,-1,-3,8,8,3,-12,1,-1,0,0,10,9,-2,0,2,2,0,0,6,6,4,5,6,9,4,4,4,4,14,17,0,0,0,0
"red",0,-7,-9,-3,-4,-1,-2,0,-67,0,0,-3,2,-1,0,-1,1,-152,0,-6,-3,-7,-3,0,-1,0,91,3,5,-3,-6,-7,-8,-6,-11,0,0,-1,2,0,-1,2,0,-2,-2,-2,-3,3,1,-1,-1,1,5,-2,-2,-5,-6,-2,3,0,0,-4,-6
"blue",0,0,3,-8,-7,-3,-3,1,-69,0,6,4,-1,-3,-2,-4,2,-157,0,2,3,-8,-9,-1,-2,1,-128,1,4,3,3,-4,-4,0,2,0,1,0,0,5,3,0,1,1,0,1,-2,1,1,4,5,1,3,1,0,0,0,2,2,-1,0,1,1
"red",0,4,19,4,19,0,1,0,35,0,18,17,-7,-9,0,1,0,-23,0,-11,7,-14,4,0,4,0,21,-7,7,1,1,10,11,3,14,1,5,0,0,9,10,3,1,6,6,10,10,8,7,0,0,-13,3,0,0,2,4,-11,4,0,3,0,0
"red",0,2,-20,-1,-23,0,1,0,18,0,0,-11,25,18,1,1,0,135,0,11,4,36,32,1,1,0,153,-2,-19,4,4,0,-5,-1,-25,3,5,0,0,4,-7,-1,-1,-3,-3,-1,-11,0,-1,1,1,10,4,0,0,1,0,7,-2,0,0,4,6
"blue",0,-4,-2,-5,-4,-2,-2,0,-240,0,-5,0,-11,-11,-1,-1,-1,-243,0,1,4,-20,-20,0,-1,-1,-210,-7,-6,3,4,0,0,1,13,3,4,-8,-19,0,6,-1,-2,-4,-4,-3,2,0,0,-2,-2,0,4,0,-1,1,1,1,3,0,1,0,0
"red",0,12,20,1,10,2,2,0,196,1,4,4,-12,-18,-1,-1,0,-133,0,13,31,19,39,1,-1,0,137,5,11,3,5,4,4,9,10,0,0,3,10,2,1,3,4,-1,-1,1,-2,2,2,1,4,10,27,3,4,0,0,6,23,1,2,6,6
"blue",-1,-5,-5,14,19,0,3,2,159,-1,-8,-8,-10,-10,1,2,0,-4,0,6,30,7,31,0,0,0,-2,-4,-4,-1,-1,0,0,0,9,0,0,-5,-14,-6,-4,-1,-4,-1,0,-3,1,-3,-3,-2,-6,4,22,2,8,0,0,10,35,-4,-5,0,0
"blue",-1,10,9,7,6,0,-2,1,7,-1,-20,-20,-30,-29,1,4,-1,19,0,9,23,9,23,0,-1,0,-4,12,7,2,6,-4,-4,9,9,1,1,0,-1,-15,-15,-6,-5,1,0,-16,-17,-2,-1,-2,-2,8,18,-2,1,3,4,4,19,5,4,0,0
"blue",0,-7,-11,-30,-42,0,0,0,-136,0,-11,-6,-14,-10,0,-2,0,-1,0,-3,-4,5,5,-2,-1,0,-229,-6,-12,0,1,-1,0,-1,0,0,0,-6,-11,-6,-4,0,2,-5,-4,-7,-1,-4,-5,0,0,-3,-3,0,-1,0,0,-1,2,0,0,-2,-6
"red",0,4,-2,4,-2,0,0,0,0,0,11,20,11,20,0,0,0,0,0,17,12,19,15,1,1,0,39,6,-1,7,8,-9,-9,5,0,-1,-2,0,0,-1,1,11,18,1,1,11,20,0,0,0,0,12,6,5,7,0,-1,16,10,0,0,1,2
"red",2,16,20,29,33,0,0,0,93,0,-9,4,-13,0,-1,-2,0,-88,0,1,3,-6,-4,3,3,1,-38,5,14,7,5,4,1,-1,1,13,14,4,5,-15,-1,8,7,-2,-2,6,13,14,23,-29,-32,3,5,0,0,-2,-2,1,0,0,4,0,-1
"red",0,2,-10,2,-10,0,0,0,0,0,-7,-2,-7,-2,0,0,0,0,0,2,6,1,5,0,0,0,-2,4,-7,1,1,-3,-4,2,-10,0,0,0,0,-1,6,2,0,-8,-8,-6,-1,-1,-1,0,0,3,12,-2,-6,1,0,2,9,0,-1,0,-2
"blue",0,-6,-6,-9,-11,-1,-2,0,80,-1,-11,-16,-39,-45,-1,0,0,-228,0,-7,-6,-24,-25,1,0,0,-63,-2,1,-3,-6,-1,-1,-10,-10,4,4,0,0,-5,-10,-4,-4,-2,-2,0,-2,1,0,-12,-14,-8,-6,2,1,-1,-1,0,0,4,3,-11,-9
"blue",-1,-5,22,-5,22,0,0,0,-2,0,3,53,2,52,0,0,0,0,0,-44,-47,-50,-50,0,-1,0,-173,-12,12,4,6,3,4,0,29,-2,-2,-3,-5,2,58,-1,-5,2,0,3,53,0,0,0,0,-32,-35,-9,-9,-3,-3,-9,21,-13,-22,-22,-46
"blue",0,-11,-12,0,1,-1,-4,0,-59,0,-19,-7,-25,-13,-1,-1,0,-126,0,7,12,17,24,1,1,-1,-151,3,1,-5,-4,-9,-9,-12,-12,0,0,1,0,-13,-2,-1,0,-5,-5,-14,-3,-1,0,-4,-4,10,15,-2,-2,-1,-1,3,4,1,3,3,5
"red",0,-2,-8,1,-5,0,0,0,38,0,-4,-10,7,2,0,0,0,108,0,10,15,32,40,1,1,0,243,11,6,-1,-2,-12,-12,-3,-9,1,1,0,0,0,-4,-3,-5,-1,-1,-6,-16,2,6,0,0,12,17,-2,-2,0,0,1,3,0,1,9,11
"red",0,2,11,2,11,0,0,0,-5,0,8,11,8,11,0,0,0,-1,0,2,14,1,13,0,0,0,0,-8,-5,0,2,10,14,2,11,0,0,0,0,-4,-3,-4,-5,16,19,9,13,-1,-2,0,0,-14,-6,3,5,13,15,1,16,1,-2,0,0
"blue",0,-44,-54,-47,-58,1,5,0,31,0,-6,-9,-5,-8,0,1,0,-37,-1,-6,-8,-10,-12,0,1,0,13,-28,-36,-11,-12,-5,-6,-21,-28,-23,-26,0,0,-2,-3,-1,-4,-3,-2,-3,-7,-3,-2,0,0,5,4,0,0,-11,-12,-6,-7,0,-1,0,0
"red",0,-6,-18,-3,-15,0,-1,0,-104,0,15,11,34,30,-1,-1,0,87,0,16,14,30,22,0,2,0,-172,3,-2,-6,-12,-3,-4,-4,-16,-2,-2,0,0,14,10,4,4,-3,-3,-1,-5,4,5,12,11,15,14,2,1,-1,-1,2,2,2,-2,12,14
"blue",0,7,26,23,41,-1,-2,0,-87,0,3,27,17,44,-1,-2,0,-108,0,2,7,-39,-47,0,-1,0,-251,0,17,3,4,4,5,8,27,0,-1,-1,0,4,26,0,1,-1,0,4,25,0,0,-1,2,2,7,0,0,0,0,2,7,0,0,0,0
"blue",0,-10,-13,-33,-39,-2,-4,-1,-216,0,-15,-15,-19,-18,-1,-1,1,-177,0,-4,4,-46,-42,-2,-3,0,-182,-3,-2,-4,-5,-3,-6,-2,-4,-5,-5,-3,-4,-1,6,-5,-10,-9,-11,-10,-7,-5,-8,0,0,-4,3,2,3,-2,-2,1,9,0,0,-5,-5
"blue",-1,15,19,18,21,1,3,2,201,0,-12,-20,4,-4,1,1,0,65,0,-12,-21,-12,-21,0,0,0,0,9,11,5,7,1,1,-1,3,2,2,14,14,-9,-25,-6,-2,3,7,-13,-21,0,0,1,1,-18,-29,2,4,4,4,-12,-20,0,-1,0,0
"blue",0,12,17,24,33,1,1,0,185,0,-12,-21,-12,-20,0,0,0,12,0,-12,-22,-17,-27,1,4,0,88,10,15,2,3,0,-1,2,6,0,0,10,11,7,4,-8,-11,-11,-14,-9,-21,-3,0,0,0,1,-7,-4,-6,-9,-9,-12,-21,-1,-2,1,1
"blue",0,-4,-23,-4,-23,2,6,0,36,0,-4,-3,4,5,1,4,0,17,0,-8,-12,-2,-5,1,1,0,-58,-7,-25,1,1,2,1,-6,-24,0,0,2,1,-6,-5,2,2,0,0,-3,-4,0,0,-1,1,-3,-7,-5,-5,0,0,0,-5,-3,-3,-5,-4
"red",0,-10,-4,-10,-4,0,0,0,0,0,4,26,-2,19,1,1,0,-25,0,14,15,10,10,1,2,0,-48,1,8,3,6,-14,-18,-10,-4,0,0,0,0,5,30,6,7,-7,-11,3,24,1,2,0,0,4,7,6,5,4,3,10,12,4,3,0,0
"blue",0,4,6,-14,-11,-1,-2,0,-119,0,-11,-6,-21,-16,1,1,0,-69,0,-7,-12,-5,-10,0,0,0,0,0,3,1,0,3,3,3,5,1,3,0,-2,-10,-4,-1,-2,0,0,0,4,0,0,-11,-10,-1,-4,-3,-5,-3,-3,-6,-11,-1,-1,0,0
"red",0,-4,-13,-4,-13,0,0,0,0,0,-16,-24,-16,-24,0,0,0,0,0,8,15,20,28,1,2,0,-48,2,-6,-1,-2,-5,-5,-4,-13,0,0,0,0,-6,-9,-3,-6,-7,-9,-16,-24,0,0,0,0,17,32,-2,-6,-7,-11,4,5,4,10,0,0
"red",0,3,-13,5,-9,0,-3,0,-43,0,14,1,21,7,-1,-1,0,-99,0,25,24,26,25,0,-2,0,0,2,-13,1,1,0,-1,-2,-16,5,3,0,0,13,4,2,-2,-1,-1,9,-4,2,3,3,2,21,22,3,1,1,1,19,14,6,10,0,0
"red",0,-15,-26,-15,-26,0,1,0,0,0,2,-5,3,-4,1,4,0,170,0,-14,-22,-11,-19,2,3,0,80,-2,-12,-1,1,-12,-15,-15,-26,0,0,0,0,9,1,-3,-2,-4,-4,-2,-9,1,0,3,4,-6,-10,-1,-3,-7,-9,-14,-24,-1,0,1,2
"red",0,1,-4,1,-4,0,-1,0,0,0,-4,-1,-3,0,0,-2,0,4,0,3,4,3,4,0,-1,0,0,-1,-4,2,1,0,-1,1,-4,0,0,0,0,-4,-2,-2,0,2,1,-5,-2,1,1,0,0,0,-1,1,3,2,2,3,5,0,-1,0,0
"red",1,6,15,10,20,1,0,1,34,0,5,4,2,1,-1,-2,0,-39,0,3,7,4,7,1,0,0,13,10,16,0,4,-4,-5,-2,3,2,5,6,7,4,8,4,-2,-3,-2,1,1,4,3,0,0,2,6,5,6,-4,-5,-1,2,3,3,1,2
"red",0,20,42,62,93,2,4,0,242,0,7,18,33,47,2,3,0,178,0,27,71,88,139,1,1,0,273,21,44,-1,-2,0,0,0,10,2,6,18,26,4,14,-1,-1,4,5,1,5,3,4,3,9,21,63,4,6,2,2,2,1,0,0,25,70
"red",0,14,-3,15,-2,0,1,0,2,0,5,9,5,9,0,1,0,0,0,2,2,2,2,0,0,0,0,4,-14,2,2,8,9,15,-2,-1,-1,0,0,4,3,-3,0,4,6,5,8,0,1,0,0,-4,-5,2,2,4,5,6,6,-4,-4,0,0
"red",0,5,17,14,30,1,1,-1,293,0,5,5,-12,-12,1,2,0,279,-1,18,13,16,12,1,1,0,280,3,15,2,2,0,0,-3,0,0,0,8,17,2,2,3,3,0,0,-2,-7,-1,-1,8,13,13,9,5,4,0,0,0,-2,1,1,17,14
"red",0,-1,-51,-1,-51,0,0,0,0,0,9,-19,10,-20,0,1,0,0,0,6,-33,2,-37,0,0,0,-15,-2,-51,0,0,1,0,0,-49,-1,-2,0,0,1,-29,0,2,8,8,8,-19,1,0,0,0,0,-45,-1,1,7,11,4,-35,2,2,0,0
