"winner","kd_rnd_1","sig_str_rnd_1","sig_str_attempt_rnd_1","tot_str_rnd_1","tot_str_attempt_rnd_1","td_rnd_1","td_attempt_rnd_1","sub_attempt_rnd_1","ctrl_time_rnd_1","kd_rnd_2","sig_str_rnd_2","sig_str_attempt_rnd_2","tot_str_rnd_2","tot_str_attempt_rnd_2","td_rnd_2","td_attempt_rnd_2","sub_attempt_rnd_2","ctrl_time_rnd_2","kd_rnd_3","sig_str_rnd_3","sig_str_attempt_rnd_3","tot_str_rnd_3","tot_str_attempt_rnd_3","td_rnd_3","td_attempt_rnd_3","sub_attempt_rnd_3","ctrl_time_rnd_3","sig_str_head_rnd_1","sig_str_head_attempt_rnd_1","sig_str_body_rnd_1","sig_str_body_attempt_rnd_1","sig_str_leg_rnd_1","sig_str_leg_attempt_rnd_1","sig_str_dist_rnd_1","sig_str_dist_attempt_rnd_1","sig_str_clinch_rnd_1","sig_str_clinch_attempt_rnd_1","sig_str_gnd_rnd_1","sig_str_gnd_attempt_rnd_1","sig_str_head_rnd_2","sig_str_head_attempt_rnd_2","sig_str_body_rnd_2","sig_str_body_attempt_rnd_2","sig_str_leg_rnd_2","sig_str_leg_attempt_rnd_2","sig_str_dist_rnd_2","sig_str_dist_attempt_rnd_2","sig_str_clinch_rnd_2","sig_str_clinch_attempt_rnd_2","sig_str_gnd_rnd_2","sig_str_gnd_attempt_rnd_2","sig_str_head_rnd_3","sig_str_head_attempt_rnd_3","sig_str_body_rnd_3","sig_str_body_attempt_rnd_3","sig_str_leg_rnd_3","sig_str_leg_attempt_rnd_3","sig_str_dist_rnd_3","sig_str_dist_attempt_rnd_3","sig_str_clinch_rnd_3","sig_str_clinch_attempt_rnd_3","sig_str_gnd_rnd_3","sig_str_gnd_attempt_rnd_3"
"red",0,23,27,42,50,1,3,2,287,0,44,52,92,103,1,1,2,275,0,7,2,1,-3,1,3,0,180,23,27,0,0,0,0,1,0,0,0,22,27,40,48,3,3,1,1,1,-1,0,0,43,53,3,-1,1,0,3,3,0,-10,0,0,7,12
"blue",0,-5,-1,-7,-3,-2,-5,0,-45,0,-3,8,-5,6,0,-6,0,-44,0,-4,-3,-15,-15,-2,-4,0,-164,-2,2,3,5,-6,-8,-4,0,1,3,-2,-4,-4,6,6,7,-5,-5,-3,9,0,-1,0,0,-2,-1,-3,-2,1,0,4,6,0,-1,-8,-8
"red",0,15,26,17,28,0,-2,0,8,0,15,32,16,34,0,-3,0,11,0,25,44,35,54,0,-6,0,31,8,18,10,12,-3,-4,3,10,12,14,0,2,7,24,10,10,-2,-2,5,21,4,4,6,7,19,37,6,7,0,0,10,26,5,7,10,11
"blue",0,-15,-27,2,-11,0,0,0,79,0,-28,-13,-25,-10,0,0,0,0,0,-22,-27,-20,-25,0,-1,1,21,-3,-12,-7,-9,-5,-6,-10,-21,-6,-7,1,1,-8,8,-10,-11,-10,-10,-27,-15,-1,2,0,0,-18,-24,-2,-2,-2,-1,-20,-26,-2,-1,0,0
"red",0,-4,-6,-10,-13,0,-3,0,-91,0,-6,-16,-9,-19,1,0,0,8,0,2,-2,4,1,0,1,0,82,-3,-5,2,2,-3,-3,-3,-5,-1,-1,0,0,-4,-12,-2,-4,0,0,-11,-22,4,5,1,1,-1,-3,3,1,0,0,3,-1,-1,-1,0,0
"red",0,8,33,9,34,0,-4,0,22,0,11,27,26,42,0,-2,0,82,0,12,33,12,33,0,-1,0,0,4,24,-3,0,7,9,7,31,1,2,0,0,9,25,-1,-2,3,4,11,27,0,0,0,0,3,22,6,7,3,4,12,33,0,0,0,0
"blue",-1,-4,-11,-7,-13,0,0,2,109,0,21,18,25,23,1,1,3,46,0,-3,1,5,8,0,0,2,69,-6,-14,1,2,1,1,2,1,-1,-1,-5,-11,16,13,6,6,-1,-1,22,19,0,0,-1,-1,1,5,-3,-2,-1,-2,2,7,-2,-2,-3,-4
"red",0,-15,-23,-15,-23,0,0,0,0,0,3,2,3,2,0,0,0,0,0,19,10,54,48,2,2,0,140,-17,-28,6,9,-4,-4,-15,-24,0,1,0,0,-9,-15,10,14,2,3,3,2,0,0,0,0,6,-5,11,13,2,2,8,-2,1,1,10,11
"red",0,-1,-2,3,3,4,7,1,70,0,23,30,29,36,1,7,0,67,-1,-16,-18,-39,-41,1,2,1,24,-1,0,0,0,0,-2,1,2,-1,-1,-1,-3,19,23,2,4,2,3,15,22,8,8,0,0,-17,-19,0,0,1,1,0,1,0,0,-16,-19
"red",0,11,7,20,15,2,3,0,13,0,-4,-1,7,15,1,1,0,-75,0,3,5,6,10,0,0,0,261,5,1,4,3,2,3,-1,-5,6,5,6,7,0,3,-4,-4,0,0,0,-2,-5,-3,1,4,2,4,1,1,0,0,1,-1,0,0,2,6
"blue",0,0,-7,-1,-8,-1,-1,0,-9,0,0,12,5,17,-2,-3,0,-46,0,-7,-2,-12,-9,-1,5,0,-43,1,-6,-1,0,0,-1,-5,-14,5,7,0,0,-2,8,4,5,-2,-1,-1,10,2,3,-1,-1,-7,-2,1,0,-1,0,-4,-2,-2,1,-1,-1
"red",0,-3,3,-10,-4,2,3,0,178,0,3,0,4,3,2,3,0,262,0,-10,-9,-21,-21,2,4,0,205,1,6,-1,0,-3,-3,3,10,-7,-6,1,-1,2,-1,1,1,0,0,-2,-4,0,0,5,4,-5,-4,-4,-4,-1,-1,-6,-4,-5,-6,1,1
"red",0,27,44,28,45,0,-6,0,72,0,0,7,5,12,1,-4,0,111,0,-19,-7,-28,-18,-1,-1,0,-151,18,39,2,-2,7,7,17,33,10,11,0,0,-1,5,-4,-4,5,6,-5,2,4,3,1,2,-22,-10,1,1,2,2,4,18,0,0,-23,-25
"red",0,7,4,7,-4,0,-1,0,18,0,5,8,7,10,1,-1,0,-10,0,5,-27,3,-35,0,2,0,-57,-1,-8,4,6,4,6,2,-1,5,5,0,0,-2,0,4,4,3,4,1,4,4,4,0,0,-3,-28,6,0,2,1,2,-26,3,-1,0,0
"red",0,4,0,38,41,1,2,0,286,0,4,1,19,18,0,2,-2,211,0,13,14,45,55,1,0,-1,272,1,-3,2,2,1,1,0,-5,1,1,3,4,3,0,-1,-1,2,2,0,-3,0,0,4,4,2,3,11,11,0,0,1,2,0,0,12,12
"red",0,2,-8,5,-4,2,6,0,109,0,2,-6,2,-6,0,3,0,8,0,1,-30,-2,-33,0,2,0,6,4,-5,-2,-3,0,0,3,-7,-1,-1,0,0,3,-4,-1,-2,0,0,3,-5,-1,-1,0,0,-3,-36,5,8,-1,-2,3,-26,-2,-4,0,0
"red",0,16,40,-5,18,0,-2,1,-56,0,14,21,36,45,0,0,1,236,0,6,28,-4,11,-1,-2,0,-92,10,33,5,6,1,1,9,33,2,2,5,5,11,18,3,3,0,0,5,12,0,0,9,9,5,28,1,0,0,0,7,29,-1,-1,0,0
"red",0,-7,-14,-13,-22,0,-1,0,-108,0,14,-17,4,-26,0,-1,0,-23,0,9,0,16,7,0,-1,0,160,-7,-17,-1,1,1,2,-1,-5,-3,-2,-3,-7,14,-14,0,-3,0,0,14,-16,0,-1,0,0,8,0,2,1,-1,-1,4,-9,1,2,4,7
"red",0,47,62,62,81,0,2,0,52,0,41,61,41,61,0,0,0,4,0,54,57,53,56,0,0,0,4,52,66,0,1,-5,-5,49,63,-2,-1,0,0,44,64,5,7,-8,-10,40,58,1,3,0,0,47,49,9,11,-2,-3,55,56,-1,1,0,0
"blue",0,-46,-60,-100,-124,-4,-5,-1,-267,0,-6,-3,-37,-39,-4,-9,0,-189,0,-13,-10,-59,-60,-3,-6,-1,-220,-41,-55,-5,-5,0,0,0,-2,-3,-4,-43,-54,-3,0,-3,-3,0,0,-1,2,-2,-3,-3,-2,-14,-13,1,3,0,0,2,11,-2,-2,-13,-19
"red",0,0,6,-2,4,-1,-4,0,-66,0,0,6,14,20,0,-6,0,-34,0,9,8,25,26,-1,-7,0,-123,-3,0,0,2,3,4,-3,3,3,3,0,0,-4,0,5,7,-1,-1,0,9,1,0,-1,-3,3,3,3,2,3,3,10,6,-1,2,0,0
"blue",0,-11,-6,-5,1,-3,-9,1,-187,0,14,17,6,4,-1,-4,0,-110,0,8,16,7,15,-2,-3,0,-168,4,7,0,2,-15,-15,4,11,-14,-15,-1,-2,5,7,9,11,0,-1,10,13,4,5,0,-1,2,11,2,2,4,3,12,17,-4,-1,0,0
"red",0,0,-16,-11,-27,0,1,0,-56,1,16,15,14,13,0,-2,0,-38,0,5,4,4,3,2,3,0,93,-3,-20,1,1,2,3,2,-14,0,0,-2,-2,11,8,0,-2,5,9,17,16,-2,-4,1,3,2,0,0,0,3,4,6,5,-1,-1,0,0
"red",0,6,14,25,33,0,0,0,254,0,4,5,16,19,2,5,0,253,0,0,-2,-9,-8,1,4,-2,99,5,12,1,0,0,2,0,4,0,0,6,10,2,2,2,2,0,1,0,1,1,1,3,3,1,-2,-1,-1,0,1,1,0,-4,-5,3,3
"blue",0,-5,-10,-5,-10,1,5,0,47,0,-4,-2,2,5,1,5,0,99,0,-14,-23,-14,-23,0,7,0,10,1,1,0,-2,-6,-9,-10,-16,4,5,1,1,3,5,-6,-6,-1,-1,-5,-6,-1,2,2,2,-1,-4,-4,-8,-9,-11,-12,-20,-2,-3,0,0
"blue",0,3,1,-4,-7,-1,-3,1,-154,0,7,9,16,18,0,-1,0,-97,0,-5,-2,0,-1,-1,-5,2,-203,-1,-1,6,4,-2,-2,-5,-7,8,8,0,0,3,4,6,6,-2,-1,-1,-2,8,11,0,0,-3,0,0,0,-2,-2,0,3,-1,-1,-4,-4
"blue",0,6,33,9,37,-1,-3,0,-68,0,4,13,4,13,-1,-1,1,-23,0,4,27,14,38,0,-1,1,66,0,28,3,6,3,-1,5,32,1,1,0,0,5,14,1,3,-2,-4,3,13,1,0,0,0,7,23,2,2,-5,2,1,24,0,0,3,3
"red",0,13,16,-4,0,2,3,-1,220,0,8,15,-31,-23,1,2,-1,179,0,15,23,14,21,2,2,-1,257,6,9,6,6,1,1,1,0,3,3,9,13,1,8,4,4,3,3,2,-2,0,0,6,17,7,15,5,6,3,2,4,1,0,0,11,22
"red",0,14,43,15,45,0,-1,1,-3,0,6,12,6,12,1,0,0,10,0,-4,27,-4,27,0,-1,0,0,9,33,0,1,5,9,7,32,7,11,0,0,4,14,-3,-8,5,6,6,13,0,-1,0,0,-3,38,2,-6,-3,-5,-4,27,0,0,0,0
"red",0,10,30,20,43,0,-2,0,6,0,8,12,7,11,0,-3,0,-2,0,-3,15,-6,12,1,0,0,14,16,35,-7,-7,1,2,11,27,-1,3,0,0,7,10,-3,0,4,2,11,13,-3,-1,0,0,-1,13,-1,2,-1,0,-2,15,0,1,-1,-1
"red",0,9,20,11,21,0,0,1,-113,0,19,38,23,43,-2,-2,1,-124,0,1,13,15,27,-2,-3,0,-205,3,13,8,9,-2,-2,2,12,7,8,0,0,14,31,7,8,-2,-1,1,16,22,27,-4,-5,1,12,2,3,-2,-2,2,11,1,4,-2,-2
"blue",0,17,24,20,27,0,1,0,8,0,2,-9,-10,-22,-1,-2,0,-114,0,4,8,8,13,-1,-5,-1,-152,8,9,9,16,0,-1,13,15,4,9,0,0,0,-13,2,4,0,0,6,-4,0,-1,-4,-4,-3,2,7,6,0,0,-1,7,5,1,0,0
"red",0,4,12,14,26,1,3,0,35,0,-3,1,38,46,1,1,1,265,0,4,8,43,51,2,2,0,277,2,9,2,2,0,1,-3,3,3,3,4,6,-1,3,-1,0,-1,-2,-4,-2,0,0,1,3,2,6,3,3,-1,-1,0,-2,0,0,4,10
"red",0,3,1,5,3,1,-1,0,-12,0,29,38,24,33,0,0,0,4,0,-1,-7,-4,-10,1,-3,0,-10,2,3,1,1,0,-3,4,1,-1,0,0,0,25,36,5,4,-1,-2,30,40,-1,-2,0,0,5,1,-2,-4,-4,-4,1,-3,-2,-5,0,1
"red",0,6,11,11,17,0,-1,0,-100,0,13,22,62,74,-1,-1,0,20,0,14,20,36,42,0,0,0,98,8,12,-3,-4,1,3,7,13,-1,-2,0,0,-1,11,6,3,8,8,4,14,10,10,-1,-2,9,14,3,4,2,2,13,20,1,0,0,0
"blue",-1,-13,-21,-25,-37,0,3,1,-34,0,-8,-11,-27,-32,1,0,1,-145,0,-8,-17,-15,-24,-1,-1,2,-99,-4,-12,-9,-8,0,-1,-2,-8,-7,-9,-4,-4,-3,-7,-5,-4,0,0,-1,-1,-5,-7,-2,-3,-5,-10,-4,-7,1,0,2,-3,-4,-7,-6,-7
"blue",0,2,8,-6,-1,0,1,-1,23,0,-2,-1,-52,-61,-1,-2,0,-257,0,0,3,1,2,0,2,0,136,-1,5,3,3,0,0,2,8,1,1,-1,-1,0,1,-2,-2,0,0,1,1,1,1,-4,-3,1,4,-1,-1,0,0,2,5,-2,-2,0,0
"red",0,29,37,29,37,0,-1,0,7,0,35,54,37,55,0,0,0,36,0,14,25,16,27,-2,-3,1,-108,16,27,7,6,6,4,24,31,3,4,2,2,25,46,12,12,-2,-4,32,51,2,1,1,2,10,20,1,1,3,4,13,25,1,0,0,0
"red",0,7,17,16,27,0,-1,0,-14,0,-5,-14,11,3,0,0,0,20,0,10,-4,37,21,0,-2,0,-33,3,14,1,0,3,3,6,15,1,2,0,0,-4,-13,-1,-1,0,0,-6,-14,1,0,0,0,6,-9,4,4,0,1,8,-4,-1,-3,3,3
"red",0,12,20,36,46,0,-5,0,-168,0,6,15,69,79,-1,-3,0,-146,0,22,25,103,111,0,-2,0,-46,-3,5,14,14,1,1,0,7,13,14,-1,-1,3,10,1,3,2,2,-1,6,7,9,0,0,6,9,14,14,2,2,5,8,17,17,0,0
"red",-1,-8,-20,-5,-14,4,4,-1,170,0,0,-8,6,-4,1,1,1,128,0,7,2,24,19,1,2,1,142,0,-10,-5,-6,-3,-4,-6,-8,-3,-8,1,-4,-1,-5,-2,-6,3,3,3,-3,-4,-6,1,1,6,3,1,-1,0,0,1,-1,4,3,2,0
"blue",0,-2,-1,11,14,-1,-2,0,-264,0,17,18,48,53,-1,-2,2,31,0,0,0,2,1,-1,-1,0,-265,-4,-3,1,1,1,1,-1,2,3,3,-4,-6,12,13,5,5,0,0,0,0,0,0,17,18,-6,-6,4,4,2,2,-1,2,1,1,0,-3
"red",0,-6,-31,4,-20,0,4,1,90,0,5,-3,5,-2,2,2,0,220,0,-6,-22,7,-7,0,1,2,128,-5,-27,0,-1,-1,-3,-6,-30,-1,-5,1,4,6,-1,0,0,-1,-2,-4,-15,0,0,9,12,-4,-20,-1,-1,-1,-1,-6,-18,-1,-3,1,-1
"red",0,2,-4,-13,-19,-3,-4,-2,-172,0,5,10,-32,-27,0,0,0,139,0,16,27,23,34,1,-2,1,77,4,-2,3,2,-5,-4,3,0,2,2,-3,-6,7,13,-1,-2,-1,-1,1,6,1,1,3,3,14,24,3,4,-1,-1,6,6,-1,1,11,20
"blue",0,13,0,10,-6,1,1,0,19,0,-64,-102,-107,-147,0,1,0,-105,0,-39,-84,-53,-99,0,2,0,-30,8,-1,6,2,-1,-1,6,-5,5,1,2,4,-42,-77,-21,-24,-1,-1,-51,-84,-13,-18,0,0,-26,-69,-12,-14,-1,-1,-34,-80,-5,-4,0,0
"red",0,4,13,5,12,0,0,0,59,0,2,33,2,33,0,0,0,-1,0,17,25,41,56,2,2,0,270,-1,7,1,2,4,4,3,12,1,1,0,0,-2,21,2,3,2,9,2,33,0,0,0,0,11,16,2,3,4,6,1,5,4,6,12,14
"red",0,-1,-9,13,3,3,3,0,218,0,2,3,3,4,2,1,-1,134,0,0,-17,1,-16,0,-2,0,77,1,-3,1,-2,-3,-4,-6,-15,0,0,5,6,5,7,-4,-5,1,1,0,-3,4,9,-2,-3,-1,-16,-4,-6,5,5,-1,-20,1,2,0,1
"red",0,-11,-30,-12,-30,1,5,0,138,0,5,-12,-1,-19,1,1,0,203,0,-5,-13,-19,-31,-2,-1,0,-143,-10,-28,-2,-2,1,0,-9,-27,-1,-1,-1,-2,4,-8,1,-4,0,0,-1,-18,0,-2,6,8,-1,-7,-4,-3,0,-3,-1,-7,-2,-3,-2,-3
"red",0,6,4,4,2,0,0,0,116,0,6,6,5,6,1,-1,0,145,-1,0,0,-33,-35,-1,0,-2,39,-3,-10,-1,1,10,13,9,7,-3,-3,0,0,1,1,0,-1,5,6,2,2,1,0,3,4,-3,-9,-1,2,4,7,-1,3,2,0,-1,-3
"red",0,25,20,36,32,4,7,1,240,0,12,14,17,20,2,4,2,223,0,16,16,88,95,2,3,1,270,18,13,3,3,4,4,10,4,3,3,12,13,12,14,-1,-1,1,1,4,3,1,1,7,10,16,16,0,0,0,0,2,-2,2,2,12,16
"blue",0,-1,3,2,4,-1,1,0,77,-1,-18,-18,-20,-18,-1,-1,0,-25,0,-10,-12,-8,-8,-1,-1,1,24,3,4,-6,-7,2,6,3,8,-4,-5,0,0,-12,-11,-4,-6,-2,-1,-2,-2,-7,-5,-9,-11,-5,-7,-6,-7,1,2,-4,-4,-3,-3,-3,-5
"blue",0,-3,-12,-7,-16,-1,-1,0,-29,0,1,5,-11,-12,-1,-1,0,-121,0,-6,-3,-28,-30,-1,-1,0,-202,-2,-10,-1,-2,0,0,-3,-12,0,0,0,0,-1,3,2,1,0,1,5,14,0,0,-4,-9,-6,-2,0,-1,0,0,-4,4,1,0,-3,-7
"blue",0,-10,19,-14,16,0,1,0,-57,0,-42,-29,-42,-29,0,0,0,0,1,-22,45,-32,35,-1,0,0,-10,-11,20,-8,-9,9,8,-9,21,0,0,-1,-2,-36,-25,-12,-10,6,6,-42,-31,0,2,0,0,-28,37,-4,-2,10,10,-23,44,1,1,0,0
"red",0,-1,4,13,22,2,3,0,120,0,3,2,22,28,1,1,0,175,0,4,5,31,39,1,6,0,229,1,6,2,2,-4,-4,-1,2,0,2,0,0,3,3,2,2,-2,-3,-2,-4,2,0,3,6,3,4,-1,-1,2,2,-3,-5,1,1,6,9
"red",0,0,-3,24,21,-2,-3,0,-106,0,-4,-5,6,6,4,4,0,250,0,8,8,-6,-6,1,0,0,58,1,0,-1,-1,0,-2,1,-2,-1,-1,0,0,1,0,-3,-3,-2,-2,-2,-2,-1,0,-1,-3,2,4,0,0,6,4,3,2,5,5,0,1
"blue",0,-14,-3,-15,-5,-1,-1,0,-56,0,10,19,14,22,-1,0,0,-78,0,-12,-6,-22,-15,-1,-4,0,-175,-2,8,-1,-1,-11,-10,-10,1,-3,-3,-1,-1,5,15,5,4,0,0,6,12,3,4,1,3,-5,-2,-2,0,-5,-4,-4,6,-3,-3,-5,-9
"blue",0,-7,-16,-53,-69,0,-1,-1,-259,0,-5,-3,-55,-56,0,-2,1,-244,0,-13,-12,-65,-75,-1,-3,0,-241,-6,-15,-1,-1,0,0,0,-1,0,0,-7,-15,-3,0,-2,-3,0,0,0,2,0,0,-5,-5,-13,-12,0,0,0,0,0,3,0,0,-13,-15
"red",1,18,25,19,24,0,0,0,25,1,19,14,20,15,0,0,0,5,0,7,-1,7,-1,0,0,0,0,11,16,7,9,0,0,11,11,6,11,1,3,13,2,6,12,0,0,14,4,4,8,1,2,4,-9,3,8,0,0,7,-1,0,0,0,0
"blue",0,-5,25,-4,26,0,-3,0,10,0,-9,-8,-3,-2,-1,-5,0,-69,0,-8,-17,3,-7,0,-3,1,-139,-6,15,0,8,1,2,-4,28,-1,-3,0,0,-22,-25,14,15,-1,2,-19,-19,2,3,8,8,-20,-32,12,14,0,1,-12,-17,4,1,0,-1
"red",0,9,14,-31,-29,1,0,0,39,0,9,8,-20,-34,-1,0,1,-182,0,9,12,-23,-23,0,1,-1,91,-6,-1,5,5,10,10,1,0,8,14,0,0,0,-1,4,4,5,5,3,0,7,9,-1,-1,10,12,-2,-1,1,1,-4,-3,8,9,5,6
"blue",0,6,0,2,-4,2,8,0,63,0,-18,-29,-58,-72,-1,1,-1,-194,0,-16,-16,-41,-43,-1,1,0,-116,6,0,0,0,0,0,-4,-12,0,0,10,12,-15,-26,-1,-1,-2,-2,-3,-7,-1,-2,-14,-20,-16,-16,0,0,0,0,-10,-9,-1,-1,-5,-6
"red",0,6,12,2,7,1,1,0,65,0,15,20,9,14,1,1,0,107,0,2,4,-19,-17,1,1,-1,212,2,8,-2,-1,6,5,1,5,2,2,3,5,10,17,2,2,3,1,8,9,2,3,5,8,0,2,1,1,1,1,-1,-2,-1,-1,4,7
"blue",0,-1,2,2,5,0,-2,0,67,0,-2,7,-14,-5,-2,0,-2,85,0,-14,-11,-29,-26,-2,-2,0,-149,-4,3,3,0,0,-1,-5,-2,-2,-2,6,6,-3,4,1,2,0,1,0,9,-3,-2,1,0,-11,-10,-1,2,-2,-3,0,4,-5,-3,-9,-12
"red",0,4,8,3,3,2,2,0,112,0,17,17,21,21,1,4,-1,78,0,32,39,120,140,0,2,-1,221,1,1,3,4,0,3,0,3,0,0,4,5,3,0,5,6,9,11,6,6,1,1,10,10,27,33,3,3,2,3,2,0,0,0,30,39
"red",0,7,14,7,14,0,0,0,0,0,0,29,-1,28,0,3,0,14,-1,5,24,9,28,1,2,1,23,3,5,-2,3,6,6,7,14,0,0,0,0,-3,19,-2,3,5,7,0,25,0,4,0,0,1,16,4,7,0,1,-3,13,4,6,4,5
"blue",0,-6,-11,-18,-23,0,6,0,206,0,-6,-27,-26,-47,1,8,0,156,0,-5,-13,-13,-21,0,6,0,123,-4,-10,0,1,-2,-2,-6,-11,0,0,0,0,-4,-24,1,1,-3,-4,-6,-26,0,-1,0,0,-4,-17,2,6,-3,-2,-8,-18,3,5,0,0
"red",0,4,39,4,39,0,-1,0,-2,0,26,46,28,48,0,-3,0,12,0,27,60,27,60,0,-1,1,-10,11,50,-2,-4,-5,-7,5,39,-1,0,0,0,29,56,0,-2,-3,-8,25,43,1,3,0,0,28,61,0,3,-1,-4,27,60,0,0,0,0
"blue",0,-11,-19,-29,-35,1,0,0,-3,0,-13,-16,-30,-37,1,1,0,-141,0,11,20,39,52,1,0,0,267,-7,-13,-1,-2,-3,-4,-4,-11,0,0,-7,-8,-5,-8,-6,-7,-2,-1,-5,-4,-1,-2,-7,-10,4,13,8,8,-1,-1,-2,1,0,1,13,18
"red",0,20,-1,26,6,1,0,0,21,0,8,4,14,10,0,-6,0,-110,0,1,5,12,18,-2,-6,0,-160,5,-10,8,5,7,4,15,-6,5,5,0,0,1,-1,4,2,3,3,7,4,1,0,0,0,7,14,3,3,-9,-12,5,11,-4,-6,0,0
"red",0,5,7,8,10,-1,9,1,71,0,10,19,27,36,2,3,1,52,0,-16,-16,-27,-28,-2,-2,0,-266,-1,0,6,6,0,1,1,1,1,3,3,3,5,13,4,4,1,2,2,9,3,4,5,6,-18,-18,2,2,0,0,-1,-1,3,4,-18,-19
"blue",0,4,-1,5,0,0,2,0,19,-1,-3,-8,-3,-8,0,2,0,1,0,4,5,5,6,0,1,0,18,6,5,-1,-1,-1,-5,6,2,-2,-3,0,0,4,-1,-8,-6,1,-1,-2,-6,-1,-1,0,-1,8,12,-6,-8,2,1,6,7,-2,-2,0,0
"red",0,13,3,15,5,1,1,0,6,0,13,18,85,104,1,1,0,279,0,-1,-7,-1,-7,0,0,0,0,7,-3,-1,-1,7,7,6,-8,1,1,6,10,11,16,2,2,0,0,-1,-4,3,3,11,19,-10,-17,3,4,6,6,-1,-7,0,0,0,0
"red",0,5,-9,-7,-20,2,2,0,132,0,-5,-15,-22,-31,3,3,0,72,0,-4,-27,-3,-26,1,1,1,54,2,-8,1,1,2,-2,3,-11,0,0,2,2,-2,-11,1,0,-4,-4,-4,-15,0,0,-1,0,-1,-23,0,-1,-3,-3,-4,-28,0,0,0,1
"red",0,6,7,16,16,1,2,0,95,0,13,6,29,22,1,5,0,120,0,6,3,18,17,1,1,-1,76,4,7,0,-1,2,1,1,2,0,0,5,5,8,4,0,0,5,2,2,-5,9,9,2,2,5,5,0,-1,1,-1,2,-2,0,0,4,5
"red",0,4,23,20,47,1,1,0,122,0,-3,-7,13,13,2,2,0,182,0,-8,-11,-12,-14,3,3,0,-5,4,21,2,3,-2,-1,-2,14,2,2,4,7,0,-1,1,0,-4,-6,-3,-7,-2,-2,2,2,-6,-9,-1,-1,-1,-1,-2,-2,0,-1,-6,-8
"red",0,-2,-9,-4,-14,-1,-2,-1,-97,0,3,3,-6,-7,0,0,0,2,0,3,10,3,10,0,1,0,3,-6,-18,2,3,2,6,5,3,-5,-7,-2,-5,-3,-5,2,1,4,7,7,10,-1,-2,-3,-5,-8,-9,5,11,6,8,3,11,0,-1,0,0
"blue",0,-5,-18,-20,-36,-2,-2,3,-194,0,-24,-36,-45,-58,-4,-4,3,-235,0,-22,-34,-30,-46,-1,-1,-2,-190,-2,-15,-4,-5,1,2,0,-8,0,0,-5,-10,-14,-24,-9,-11,-1,-1,-4,-8,-4,-5,-16,-23,-14,-25,-3,-4,-5,-5,-6,-4,0,-1,-16,-29
"blue",0,-31,-36,-30,-35,0,3,0,-12,0,-5,-24,-5,-24,0,1,0,-8,0,8,-12,6,-15,-1,2,0,-20,-28,-38,-6,-1,3,3,-22,-25,-9,-11,0,0,-24,-51,3,10,16,17,-3,-21,-2,-3,0,0,1,-24,1,4,6,8,11,-8,-2,-2,-1,-2
"red",0,14,29,14,29,0,0,0,0,0,12,19,14,21,0,3,0,-11,0,16,25,16,25,0,2,0,0,6,6,1,8,7,15,14,29,0,0,0,0,1,5,6,6,5,8,5,13,6,5,1,1,9,9,0,4,7,12,15,24,1,1,0,0
"red",0,7,2,12,10,2,1,-1,243,0,11,10,40,47,3,1,0,223,0,14,16,46,59,1,0,0,276,2,-3,0,0,5,5,1,-4,6,6,0,0,-1,-2,7,7,5,5,0,-1,10,10,1,1,3,5,8,8,3,3,0,0,7,7,7,9
"red",0,-4,-1,7,10,1,0,1,50,0,-1,0,0,1,0,-2,2,26,0,-11,-13,-15,-17,1,3,3,205,-1,1,-1,0,-2,-2,-2,1,-2,-2,0,0,0,1,-1,-1,0,0,0,1,-1,-1,0,0,3,1,-6,-6,-8,-8,-2,-4,0,0,-9,-9
"blue",0,4,-2,-1,-8,-1,-1,0,-129,-1,-15,-22,-16,-21,1,1,-1,69,0,1,5,7,16,-1,-1,0,31,0,-5,0,0,4,3,4,0,3,5,-3,-7,-16,-23,2,2,-1,-1,-5,-4,-3,-6,-7,-12,2,7,-1,-2,0,0,0,5,-2,-3,3,3
"red",0,14,0,14,0,0,-3,0,1,0,0,-16,-16,-32,2,0,0,49,0,6,1,5,0,3,3,0,234,5,-15,-1,-1,10,16,13,-1,0,0,1,1,1,-13,1,-1,-2,-2,-3,-17,1,-1,2,2,6,0,0,1,0,0,-1,-8,0,0,7,9
"red",0,6,15,25,34,-1,-3,-1,-115,0,20,47,24,50,-1,-1,0,-68,0,4,3,4,3,0,1,0,0,1,10,1,3,4,2,5,13,1,2,0,0,7,20,7,13,6,14,19,46,2,3,-1,-2,-6,-11,4,4,6,10,4,4,0,-1,0,0
"red",0,19,22,20,23,1,2,0,63,0,1,1,-9,-9,0,2,0,-35,0,-3,-1,-2,0,-1,-2,0,-106,8,8,7,7,4,7,6,9,13,13,0,0,0,3,0,-3,1,1,4,5,-3,-4,0,0,-2,0,-1,-1,0,0,1,6,-1,-4,-3,-3
"red",0,31,41,104,125,2,4,0,246,0,-12,-38,-17,-43,1,7,0,108,0,3,0,0,-2,2,7,0,163,30,39,1,2,0,0,1,4,1,2,29,35,-6,-34,-5,-3,-1,-1,-12,-38,0,0,0,0,-2,-9,0,3,5,6,-2,-6,5,6,0,0
"red",0,7,19,8,20,0,-2,0,1,0,7,14,6,11,-2,-1,0,-94,0,16,23,22,29,-1,-8,0,-58,2,6,1,4,4,9,7,19,0,0,0,0,0,5,0,-2,7,11,8,17,0,-1,-1,-2,4,9,4,5,8,9,13,19,3,4,0,0
